user_id,merchant_id,transaction_count,total_amount,avg_amount,max_amount,chargeback_count,failed_count,failure_rate,chargeback_rate,user_risk_score,merchant_risk_score,transaction_intensity,amount_intensity,chargeback_intensity,failure_intensity,relationship_risk_score,relationship_risk_band
USR26749,MCH2007,1,12780.01,12780.01,12780.01,0,0,0.0,0.0,32.27,5.07,0.500025,0.5614,0.0,0.0,22.81,LOW
USR26753,MCH9221,1,3658.96,3658.96,3658.96,1,0,0.0,1.0,29.94,7.14,0.500025,0.2324,1.0,0.0,47.95,MEDIUM
USR26757,MCH2527,1,21021.22,21021.22,21021.22,0,0,0.0,0.0,29.44,13.21,0.500025,0.85685,0.0,0.0,28.34,MEDIUM
USR26758,MCH3749,1,10227.0,10227.0,10227.0,0,0,0.0,0.0,31.59,6.05,0.500025,0.46725,0.0,0.0,21.49,LOW
USR26765,MCH6045,1,13640.24,13640.24,13640.24,0,0,0.0,0.0,32.48,10.27,0.500025,0.5924,0.0,0.0,24.23,LOW
USR26766,MCH5224,1,6187.68,6187.68,6187.68,0,0,0.0,0.0,30.57,8.16,0.500025,0.3226,0.0,0.0,19.57,LOW
USR26770,MCH7257,1,13694.33,13694.33,13694.33,0,0,0.0,0.0,42.5,8.51,0.500025,0.5948,0.0,0.0,25.2,MEDIUM
USR26777,MCH3571,1,7729.0,7729.0,7729.0,0,1,1.0,0.0,50.95,23.79,0.500025,0.3756,0.0,1.0,40.69,MEDIUM
USR26780,MCH8672,1,22487.33,22487.33,22487.33,0,0,0.0,0.0,34.84,24.67,0.500025,0.9096,0.0,0.0,31.85,MEDIUM
USR26791,MCH9938,1,4255.37,4255.37,4255.37,0,0,0.0,0.0,40.09,11.13,0.500025,0.2538,0.0,0.0,20.25,LOW
USR26794,MCH4086,1,235.87,235.87,235.87,0,0,0.0,0.0,4.07,15.88,0.500025,0.107,0.0,0.0,14.41,LOW
USR26802,MCH2149,1,7231.32,7231.32,7231.32,0,0,0.0,0.0,30.84,13.32,0.500025,0.35945,0.0,0.0,21.07,LOW
USR26803,MCH1621,1,6460.75,6460.75,6460.75,0,0,0.0,0.0,43.54,12.43,0.500025,0.33215,0.0,0.0,22.09,LOW
USR26803,MCH6185,1,8224.15,8224.15,8224.15,0,1,1.0,0.0,43.54,21.46,0.500025,0.39375,0.0,1.0,39.62,MEDIUM
USR26803,MCH9109,1,0.10137,0.10137,0.10137,0,0,0.0,0.0,43.54,7.12,0.500025,0.00095,0.0,0.0,16.17,LOW
USR26808,MCH4458,1,0.1541274,0.1541274,0.1541274,0,0,0.0,0.0,28.51,14.66,0.500025,0.02645,0.0,0.0,16.03,LOW
USR26812,MCH4385,1,3644.12,3644.12,3644.12,0,0,0.0,0.0,29.94,1.07,0.500025,0.23185,0.0,0.0,16.86,LOW
USR26814,MCH1868,1,0.1429772,0.1429772,0.1429772,0,0,0.0,0.0,37.82,13.66,0.500025,0.02105,0.0,0.0,16.93,LOW
USR26814,MCH5741,1,19736.6,19736.6,19736.6,0,0,0.0,0.0,37.82,2.71,0.500025,0.81115,0.0,0.0,26.83,MEDIUM
USR26817,MCH5466,1,17855.03,17855.03,17855.03,0,0,0.0,0.0,8.6,9.89,0.500025,0.743175,0.0,0.0,23.45,LOW
USR26827,MCH4492,1,7826.32,7826.32,7826.32,0,1,1.0,0.0,25.98,13.71,0.500025,0.37905,0.0,1.0,35.83,MEDIUM
USR26837,MCH7551,1,14268.12,14268.12,14268.12,0,0,0.0,0.0,32.64,2.07,0.500025,0.6143,0.0,0.0,23.11,LOW
USR26843,MCH9144,1,14775.0,14775.0,14775.0,0,0,0.0,0.0,7.77,5.26,0.500025,0.63275,0.0,0.0,20.86,LOW
USR26846,MCH8293,1,0.1242242,0.1242242,0.1242242,0,0,0.0,0.0,28.41,8.53,0.500025,0.01125,0.0,0.0,14.69,LOW
USR26847,MCH4394,1,1070.13,1070.13,1070.13,0,0,0.0,0.0,33.52,9.23,0.500025,0.13855,0.0,0.0,17.37,LOW
USR26847,MCH6138,1,2036.06,2036.06,2036.06,0,0,0.0,0.0,33.52,6.37,0.500025,0.1747,0.0,0.0,17.4,LOW
USR26849,MCH6538,1,463.0,463.0,463.0,0,0,0.0,0.0,29.13,15.11,0.500025,0.11615,0.0,0.0,17.53,LOW
USR26865,MCH3603,1,4687.59,4687.59,4687.59,0,1,1.0,0.0,50.2,13.82,0.500025,0.26975,0.0,1.0,37.23,MEDIUM
USR26872,MCH9549,1,13377.27,13377.27,13377.27,0,0,0.0,0.0,12.42,3.86,0.500025,0.5824,0.0,0.0,20.44,LOW
USR26874,MCH9798,1,14391.1,14391.1,14391.1,0,0,0.0,0.0,22.68,20.34,0.500025,0.6189,0.0,0.0,25.2,MEDIUM
USR26877,MCH1776,1,0.1824955,0.1824955,0.1824955,0,0,0.0,0.0,32.53,4.06,0.500025,0.0376,0.0,0.0,14.81,LOW
USR26877,MCH3444,1,0.1614881,0.1614881,0.1614881,0,0,0.0,0.0,32.53,12.67,0.500025,0.0296,0.0,0.0,16.22,LOW
USR26880,MCH7882,1,20972.6,20972.6,20972.6,0,0,0.0,0.0,34.43,15.23,0.500025,0.8553,0.0,0.0,29.3,MEDIUM
USR26883,MCH2355,1,0.804894,0.804894,0.804894,0,0,0.0,0.0,17.22,7.59,0.500025,0.0922,0.0,0.0,14.35,LOW
USR26883,MCH4665,1,17478.0,17478.0,17478.0,0,0,0.0,0.0,17.22,7.67,0.500025,0.7301,0.0,0.0,23.93,LOW
USR26884,MCH7767,1,21715.71,21715.71,21715.71,0,0,0.0,0.0,34.62,7.15,0.500025,0.8805,0.0,0.0,28.26,MEDIUM
USR26891,MCH7370,1,5874.74,5874.74,5874.74,0,0,0.0,0.0,30.49,14.33,0.500025,0.31115,0.0,0.0,20.49,LOW
USR26893,MCH2362,1,23458.24,23458.24,23458.24,0,0,0.0,0.0,35.1,7.85,0.500025,0.94365,0.0,0.0,29.39,MEDIUM
USR26894,MCH1733,1,6708.5,6708.5,6708.5,0,0,0.0,0.0,35.24,1.33,0.500025,0.3405,0.0,0.0,19.2,LOW
USR26894,MCH3015,1,16669.52,16669.52,16669.52,0,0,0.0,0.0,35.24,11.34,0.500025,0.6992,0.0,0.0,26.37,MEDIUM
USR26901,MCH5923,1,11286.0,11286.0,11286.0,0,0,0.0,0.0,21.88,5.64,0.500025,0.507375,0.0,0.0,20.81,LOW
USR26919,MCH1247,1,243.53,243.53,243.53,1,0,0.0,1.0,29.07,8.36,0.500025,0.10775,1.0,0.0,46.19,MEDIUM
USR26926,MCH4178,1,10618.0,10618.0,10618.0,0,0,0.0,0.0,27.21,14.99,0.500025,0.4817,0.0,0.0,22.75,LOW
USR26926,MCH5231,1,6840.51,6840.51,6840.51,1,0,0.0,1.0,27.21,9.62,0.500025,0.34595,1.0,0.0,49.76,MEDIUM
USR26934,MCH4805,1,22557.12,22557.12,22557.12,0,0,0.0,0.0,34.86,9.12,0.500025,0.912,0.0,0.0,29.11,MEDIUM
USR26943,MCH1760,1,3587.69,3587.69,3587.69,1,0,0.0,1.0,29.93,3.75,0.500025,0.2302,1.0,0.0,47.32,MEDIUM
USR26947,MCH7306,1,24947.9,24947.9,24947.9,0,0,0.0,0.0,35.5,19.93,0.500025,0.9983,0.0,0.0,32.42,MEDIUM
USR26953,MCH5274,1,0.1226658,0.1226658,0.1226658,0,0,0.0,0.0,28.41,2.41,0.500025,0.0103,0.0,0.0,13.59,LOW
USR26960,MCH1713,1,8009.0,8009.0,8009.0,0,0,0.0,0.0,31.02,21.89,0.500025,0.38565,0.0,0.0,23.02,LOW
USR26964,MCH5665,1,4075.87,4075.87,4075.87,0,0,0.0,0.0,10.04,16.16,0.500025,0.24665,0.0,0.0,17.3,LOW
USR26970,MCH7600,1,11268.91,11268.91,11268.91,0,0,0.0,0.0,41.88,13.49,0.500025,0.5066,0.0,0.0,24.69,LOW
USR26972,MCH3778,1,4767.64,4767.64,4767.64,0,0,0.0,0.0,30.22,7.34,0.500025,0.27205,0.0,0.0,18.62,LOW
USR26974,MCH5164,1,20279.5,20279.5,20279.5,0,0,0.0,0.0,24.49,13.24,0.500025,0.8309,0.0,0.0,27.34,MEDIUM
USR26974,MCH5280,1,19323.4,19323.4,19323.4,0,1,1.0,0.0,24.49,16.14,0.500025,0.79675,0.0,1.0,42.35,MEDIUM
USR26988,MCH4895,1,21537.58,21537.58,21537.58,0,0,0.0,0.0,34.58,19.87,0.500025,0.87475,0.0,0.0,30.44,MEDIUM
USR27004,MCH8750,1,0.2104197,0.2104197,0.2104197,0,0,0.0,0.0,28.67,8.69,0.500025,0.04955,0.0,0.0,15.33,LOW
USR27005,MCH3681,1,2004.98,2004.98,2004.98,0,0,0.0,0.0,29.52,14.64,0.500025,0.1737,0.0,0.0,18.36,LOW
USR27008,MCH4243,1,23319.0,23319.0,23319.0,0,0,0.0,0.0,20.05,11.11,0.500025,0.938,0.0,0.0,28.01,MEDIUM
USR27009,MCH9027,1,0.1163729,0.1163729,0.1163729,0,0,0.0,0.0,28.39,0.68,0.500025,0.0073,0.0,0.0,13.23,LOW
USR27010,MCH2935,1,0.2310162,0.2310162,0.2310162,0,0,0.0,0.0,28.74,13.61,0.500025,0.05955,0.0,0.0,16.37,LOW
USR27013,MCH3214,1,1826.37,1826.37,1826.37,0,0,0.0,0.0,29.48,9.1,0.500025,0.16665,0.0,0.0,17.26,LOW
USR27014,MCH6211,1,15432.45,15432.45,15432.45,0,0,0.0,0.0,12.95,20.55,0.500025,0.65705,0.0,0.0,24.6,LOW
USR27023,MCH6941,1,0.233195,0.233195,0.233195,0,0,0.0,0.0,28.75,13.35,0.500025,0.0606,0.0,0.0,16.34,LOW
USR27025,MCH9634,1,9260.27,9260.27,9260.27,0,0,0.0,0.0,31.35,26.55,0.500025,0.4324,0.0,0.0,24.59,LOW
USR27037,MCH1832,1,6374.05,6374.05,6374.05,0,0,0.0,0.0,34.48,7.03,0.500025,0.32945,0.0,0.0,19.96,LOW
USR27037,MCH4732,1,512.84,512.84,512.84,0,0,0.0,0.0,34.48,25.84,0.500025,0.1181,0.0,0.0,20.14,LOW
USR27038,MCH6137,1,2502.28,2502.28,2502.28,0,0,0.0,0.0,29.65,12.7,0.500025,0.19165,0.0,0.0,18.3,LOW
USR27040,MCH3996,1,24900.36,24900.36,24900.36,0,0,0.0,0.0,35.49,16.35,0.500025,0.9961,0.0,0.0,31.74,MEDIUM
USR27042,MCH6197,1,18163.77,18163.77,18163.77,0,1,1.0,0.0,53.69,20.2,0.500025,0.7554,0.0,1.0,46.09,MEDIUM
USR27043,MCH1052,1,16838.76,16838.76,16838.76,0,0,0.0,0.0,33.32,9.43,0.500025,0.70565,0.0,0.0,25.88,MEDIUM
USR27046,MCH1116,1,17065.97,17065.97,17065.97,0,0,0.0,0.0,47.38,16.95,0.500025,0.71465,0.0,0.0,29.11,MEDIUM
USR27046,MCH8333,1,986.0,986.0,986.0,0,1,1.0,0.0,47.38,12.9,0.500025,0.1348,0.0,1.0,34.69,MEDIUM
USR27056,MCH7895,1,0.1406278,0.1406278,0.1406278,0,0,0.0,0.0,28.47,12.3,0.500025,0.02,0.0,0.0,15.51,LOW
USR27070,MCH6328,1,5050.6,5050.6,5050.6,0,1,1.0,0.0,50.29,22.67,0.500025,0.28215,0.0,1.0,39.01,MEDIUM
USR27083,MCH9109,1,9490.35,9490.35,9490.35,0,0,0.0,0.0,31.4,7.12,0.500025,0.4404,0.0,0.0,21.25,LOW
USR27093,MCH7144,1,16915.0,16915.0,16915.0,0,0,0.0,0.0,8.34,4.81,0.500025,0.7084,0.0,0.0,21.99,LOW
USR27103,MCH9400,1,7859.12,7859.12,7859.12,1,0,0.0,1.0,30.98,5.32,0.500025,0.3802,1.0,0.0,49.98,MEDIUM
USR27106,MCH3281,1,11452.93,11452.93,11452.93,0,0,0.0,0.0,31.92,21.83,0.500025,0.5133,0.0,0.0,25.04,MEDIUM
USR27111,MCH6698,1,12144.3,12144.3,12144.3,1,0,0.0,1.0,32.1,6.88,0.500025,0.5379,1.0,0.0,52.76,HIGH
USR27112,MCH8359,1,15077.54,15077.54,15077.54,0,0,0.0,0.0,22.86,14.08,0.500025,0.6436,0.0,0.0,24.48,LOW
USR27115,MCH7056,1,23005.72,23005.72,23005.72,0,0,0.0,0.0,9.97,7.74,0.500025,0.9266,0.0,0.0,25.99,MEDIUM
USR27121,MCH3476,1,3307.0,3307.0,3307.0,0,0,0.0,0.0,29.86,13.98,0.500025,0.221,0.0,0.0,18.99,LOW
USR27123,MCH5492,1,10981.34,10981.34,10981.34,0,0,0.0,0.0,41.8,19.34,0.500025,0.49635,0.0,0.0,25.57,MEDIUM
USR27124,MCH6314,1,12520.6,12520.6,12520.6,0,0,0.0,0.0,27.19,8.1,0.500025,0.55115,0.0,0.0,22.56,LOW
USR27126,MCH1427,1,5809.64,5809.64,5809.64,0,1,1.0,0.0,50.47,14.19,0.500025,0.3084,0.0,1.0,37.91,MEDIUM
USR27139,MCH1714,1,7264.53,7264.53,7264.53,1,0,0.0,1.0,25.85,5.2,0.500025,0.36055,1.0,0.0,49.02,MEDIUM
USR27144,MCH8410,1,17256.38,17256.38,17256.38,0,0,0.0,0.0,13.44,7.62,0.500025,0.72145,0.0,0.0,23.32,LOW
USR27145,MCH7855,1,0.1723169,0.1723169,0.1723169,0,0,0.0,0.0,28.57,5.7,0.500025,0.03425,0.0,0.0,14.55,LOW
USR27151,MCH6089,1,606.87,606.87,606.87,0,1,1.0,0.0,49.17,13.33,0.500025,0.12175,0.0,1.0,34.79,MEDIUM
USR27161,MCH1950,1,15430.19,15430.19,15430.19,0,0,0.0,0.0,7.95,5.56,0.500025,0.65685,0.0,0.0,21.3,LOW
USR27169,MCH7254,1,12114.36,12114.36,12114.36,0,0,0.0,0.0,32.09,16.61,0.500025,0.5369,0.0,0.0,24.48,LOW
USR27173,MCH6628,1,23887.22,23887.22,23887.22,0,0,0.0,0.0,39.39,38.12,0.500025,0.95945,0.0,0.0,35.56,MEDIUM
USR27173,MCH8207,1,8699.97,8699.97,8699.97,0,0,0.0,0.0,39.39,8.9,0.500025,0.4116,0.0,0.0,22.13,LOW
USR27181,MCH9349,1,14631.65,14631.65,14631.65,0,0,0.0,0.0,52.74,16.04,0.500025,0.62775,0.0,0.0,28.31,MEDIUM
USR27187,MCH5628,1,12288.35,12288.35,12288.35,0,0,0.0,0.0,32.13,9.12,0.500025,0.54255,0.0,0.0,23.23,LOW
USR27196,MCH7594,1,14609.78,14609.78,14609.78,0,0,0.0,0.0,32.73,3.7,0.500025,0.62735,0.0,0.0,23.61,LOW
USR27203,MCH5277,1,20345.57,20345.57,20345.57,0,0,0.0,0.0,34.26,14.59,0.500025,0.8332,0.0,0.0,28.83,MEDIUM
USR27208,MCH7061,1,17232.04,17232.04,17232.04,1,0,0.0,1.0,43.43,10.63,0.500025,0.7204,1.0,0.0,57.58,HIGH
USR27219,MCH4084,1,19103.75,19103.75,19103.75,0,0,0.0,0.0,13.94,6.97,0.500025,0.7894,0.0,0.0,24.29,LOW
USR27224,MCH7506,1,423.26,423.26,423.26,0,0,0.0,0.0,29.12,8.37,0.500025,0.11445,0.0,0.0,16.3,LOW
USR27236,MCH5462,1,1634.37,1634.37,1634.37,0,0,0.0,0.0,39.42,14.35,0.500025,0.1591,0.0,0.0,19.32,LOW
USR27239,MCH3395,1,9871.78,9871.78,9871.78,0,0,0.0,0.0,31.5,4.79,0.500025,0.45415,0.0,0.0,21.06,LOW
USR27253,MCH8795,1,9644.96,9644.96,9644.96,0,0,0.0,0.0,26.44,11.44,0.500025,0.4459,0.0,0.0,21.49,LOW
USR27255,MCH9434,1,24141.0,24141.0,24141.0,0,0,0.0,0.0,35.28,3.31,0.500025,0.9681,0.0,0.0,28.97,MEDIUM
USR27259,MCH2743,1,17735.76,17735.76,17735.76,0,0,0.0,0.0,33.57,4.46,0.500025,0.73935,0.0,0.0,25.53,MEDIUM
USR27261,MCH5322,1,3479.29,3479.29,3479.29,0,0,0.0,0.0,29.9,6.75,0.500025,0.22625,0.0,0.0,17.79,LOW
USR27263,MCH4001,1,1048.91,1048.91,1048.91,1,0,0.0,1.0,39.77,2.78,0.500025,0.1377,1.0,0.0,46.98,MEDIUM
USR27263,MCH6580,1,7103.32,7103.32,7103.32,0,0,0.0,0.0,39.77,12.83,0.500025,0.35465,0.0,0.0,22.03,LOW
USR27268,MCH7748,1,11825.38,11825.38,11825.38,0,1,1.0,0.0,32.02,13.23,0.500025,0.5269,0.0,1.0,38.72,MEDIUM
USR27273,MCH9088,1,24136.8,24136.8,24136.8,0,0,0.0,0.0,35.28,17.59,0.500025,0.96775,0.0,0.0,31.51,MEDIUM
USR27276,MCH3216,1,14271.53,14271.53,14271.53,0,0,0.0,0.0,32.65,18.12,0.500025,0.61465,0.0,0.0,25.98,MEDIUM
USR27277,MCH1585,1,24954.0,24954.0,24954.0,0,0,0.0,0.0,35.5,15.24,0.500025,0.99845,0.0,0.0,31.58,MEDIUM
USR27282,MCH6446,1,1878.0,1878.0,1878.0,0,0,0.0,0.0,4.49,17.68,0.500025,0.16865,0.0,0.0,15.71,LOW
USR27283,MCH3010,1,19208.51,19208.51,19208.51,0,0,0.0,0.0,33.97,2.65,0.500025,0.79265,0.0,0.0,26.06,MEDIUM
USR27284,MCH1911,1,9519.14,9519.14,9519.14,0,0,0.0,0.0,31.41,7.23,0.500025,0.44145,0.0,0.0,21.29,LOW
USR27287,MCH5201,1,7246.67,7246.67,7246.67,0,0,0.0,0.0,5.84,5.02,0.500025,0.3601,0.0,0.0,16.49,LOW
USR27289,MCH3706,1,14392.25,14392.25,14392.25,0,0,0.0,0.0,32.68,9.02,0.500025,0.619,0.0,0.0,24.43,LOW
USR27295,MCH1137,1,5683.53,5683.53,5683.53,1,0,0.0,1.0,30.44,13.52,0.500025,0.30405,1.0,0.0,50.23,HIGH
USR27301,MCH8090,1,15246.34,15246.34,15246.34,0,1,1.0,0.0,52.9,15.07,0.500025,0.6502,0.0,1.0,43.5,MEDIUM
USR27304,MCH2773,1,0.2311703,0.2311703,0.2311703,0,0,0.0,0.0,28.74,5.91,0.500025,0.05965,0.0,0.0,14.99,LOW
USR27307,MCH5255,1,9135.43,9135.43,9135.43,0,0,0.0,0.0,31.32,13.32,0.500025,0.42815,0.0,0.0,22.16,LOW
USR27308,MCH9951,1,20357.08,20357.08,20357.08,0,0,0.0,0.0,34.27,16.57,0.500025,0.83365,0.0,0.0,29.19,MEDIUM
USR27321,MCH7031,1,0.1412979,0.1412979,0.1412979,0,0,0.0,0.0,28.47,15.06,0.500025,0.0203,0.0,0.0,16.0,LOW
USR27322,MCH2707,1,0.226642,0.226642,0.226642,0,1,1.0,0.0,23.73,13.29,0.500025,0.05815,0.0,1.0,30.66,MEDIUM
USR27327,MCH5237,1,4229.15,4229.15,4229.15,0,0,0.0,0.0,20.08,20.38,0.500025,0.25245,0.0,0.0,19.39,LOW
USR27335,MCH6706,1,22050.87,22050.87,22050.87,0,1,1.0,0.0,54.72,16.15,0.500025,0.89375,0.0,1.0,47.57,MEDIUM
USR27336,MCH3008,1,2111.91,2111.91,2111.91,0,0,0.0,0.0,4.55,0.95,0.500025,0.17755,0.0,0.0,12.86,LOW
USR27337,MCH2843,1,21314.24,21314.24,21314.24,0,0,0.0,0.0,34.52,5.31,0.500025,0.86675,0.0,0.0,27.71,MEDIUM
USR27339,MCH7894,1,2393.07,2393.07,2393.07,0,0,0.0,0.0,29.63,6.03,0.500025,0.1879,0.0,0.0,17.05,LOW
USR27346,MCH2897,1,3081.79,3081.79,3081.79,0,0,0.0,0.0,29.8,9.1,0.500025,0.2126,0.0,0.0,17.99,LOW
USR27348,MCH2386,1,14175.79,14175.79,14175.79,0,0,0.0,0.0,32.63,9.71,0.500025,0.61165,0.0,0.0,24.44,LOW
USR27353,MCH8170,1,6978.15,6978.15,6978.15,0,1,1.0,0.0,50.78,14.88,0.500025,0.35065,0.0,1.0,38.71,MEDIUM
USR27354,MCH1374,1,4664.26,4664.26,4664.26,0,0,0.0,0.0,30.19,7.7,0.500025,0.268,0.0,0.0,18.62,LOW
USR27355,MCH1891,1,15129.03,15129.03,15129.03,0,0,0.0,0.0,49.32,4.6,0.500025,0.64545,0.0,0.0,26.11,MEDIUM
USR27355,MCH8823,1,13270.63,13270.63,13270.63,0,0,0.0,0.0,49.32,17.97,0.500025,0.5784,0.0,0.0,27.49,MEDIUM
USR27358,MCH5073,1,18544.11,18544.11,18544.11,0,0,0.0,0.0,33.79,8.2,0.500025,0.76865,0.0,0.0,26.67,MEDIUM
USR27359,MCH9156,1,12991.12,12991.12,12991.12,0,0,0.0,0.0,32.33,9.63,0.500025,0.56965,0.0,0.0,23.76,LOW
USR27360,MCH4520,1,0.1258859,0.1258859,0.1258859,0,0,0.0,0.0,3.42,0.68,0.500025,0.0119,0.0,0.0,10.19,LOW
USR27368,MCH3078,1,19466.76,19466.76,19466.76,1,0,0.0,1.0,44.03,13.53,0.500025,0.8019,1.0,0.0,59.39,HIGH
USR27369,MCH3573,1,914.26,914.26,914.26,0,0,0.0,0.0,29.24,4.09,0.500025,0.1322,0.0,0.0,15.82,LOW
USR27373,MCH6643,1,0.2075719,0.2075719,0.2075719,0,0,0.0,0.0,28.66,10.1,0.500025,0.04825,0.0,0.0,15.56,LOW
USR27380,MCH2427,1,8352.45,8352.45,8352.45,0,1,1.0,0.0,51.11,21.47,0.500025,0.39805,0.0,1.0,40.63,MEDIUM
USR27383,MCH9984,1,2989.07,2989.07,2989.07,0,0,0.0,0.0,29.78,28.24,0.500025,0.20915,0.0,0.0,21.35,LOW
USR27386,MCH7114,1,14294.6,14294.6,14294.6,0,0,0.0,0.0,32.65,36.54,0.500025,0.6155,0.0,0.0,29.28,MEDIUM
USR27387,MCH7427,1,4169.14,4169.14,4169.14,0,0,0.0,0.0,30.06,11.6,0.500025,0.25,0.0,0.0,19.03,LOW
USR27388,MCH3069,1,9224.44,9224.44,9224.44,0,0,0.0,0.0,6.34,7.68,0.500025,0.43135,0.0,0.0,18.09,LOW
USR27389,MCH4460,1,21931.31,21931.31,21931.31,0,0,0.0,0.0,34.69,9.39,0.500025,0.8895,0.0,0.0,28.8,MEDIUM
USR27393,MCH6508,1,15218.2,15218.2,15218.2,0,0,0.0,0.0,32.89,18.65,0.500025,0.64915,0.0,0.0,26.63,MEDIUM
USR27397,MCH3699,1,15838.76,15838.76,15838.76,0,0,0.0,0.0,13.06,12.34,0.500025,0.6709,0.0,0.0,23.36,LOW
USR27405,MCH2020,1,3757.93,3757.93,3757.93,0,0,0.0,0.0,19.97,17.01,0.500025,0.23625,0.0,0.0,18.53,LOW
USR27412,MCH3229,1,10328.65,10328.65,10328.65,0,0,0.0,0.0,31.62,12.02,0.500025,0.4717,0.0,0.0,22.62,LOW
USR27419,MCH4550,1,16049.07,16049.07,16049.07,0,0,0.0,0.0,33.1,7.1,0.500025,0.67755,0.0,0.0,25.02,MEDIUM
USR27424,MCH1255,1,14147.97,14147.97,14147.97,0,0,0.0,0.0,32.62,10.68,0.500025,0.61045,0.0,0.0,24.59,LOW
USR27427,MCH2645,1,10343.78,10343.78,10343.78,0,0,0.0,0.0,39.11,5.28,0.500025,0.47215,0.0,0.0,22.36,LOW
USR27427,MCH3286,1,14223.54,14223.54,14223.54,0,0,0.0,0.0,39.11,7.15,0.500025,0.61285,0.0,0.0,24.81,LOW
USR27436,MCH7622,1,15352.2,15352.2,15352.2,0,0,0.0,0.0,7.93,25.45,0.500025,0.65405,0.0,0.0,24.8,LOW
USR27438,MCH1161,1,15772.57,15772.57,15772.57,0,0,0.0,0.0,33.04,5.3,0.500025,0.6688,0.0,0.0,24.56,LOW
USR27443,MCH8783,1,0.540312,0.540312,0.540312,0,0,0.0,0.0,28.88,25.77,0.500025,0.0802,0.0,0.0,18.86,LOW
USR27445,MCH5214,1,14070.76,14070.76,14070.76,0,0,0.0,0.0,32.6,9.18,0.500025,0.6076,0.0,0.0,24.28,LOW
USR27447,MCH4548,1,21142.0,21142.0,21142.0,0,1,1.0,0.0,54.47,24.64,0.500025,0.8608,0.0,1.0,48.56,MEDIUM
USR27454,MCH8646,1,20840.03,20840.03,20840.03,0,0,0.0,0.0,34.39,8.66,0.500025,0.85065,0.0,0.0,28.05,MEDIUM
USR27460,MCH8170,1,19959.35,19959.35,19959.35,0,0,0.0,0.0,44.15,14.88,0.500025,0.8189,0.0,0.0,29.9,MEDIUM
USR27464,MCH9078,1,14531.85,14531.85,14531.85,0,0,0.0,0.0,32.71,7.89,0.500025,0.62455,0.0,0.0,24.32,LOW
USR27466,MCH8988,1,4527.44,4527.44,4527.44,0,0,0.0,0.0,30.15,7.34,0.500025,0.2629,0.0,0.0,18.47,LOW
USR27467,MCH7395,1,6505.31,6505.31,6505.31,0,1,1.0,0.0,50.65,16.34,0.500025,0.3339,0.0,1.0,38.7,MEDIUM
USR27479,MCH4463,1,13882.0,13882.0,13882.0,0,0,0.0,0.0,32.55,6.38,0.500025,0.60175,0.0,0.0,23.68,LOW
USR27481,MCH1295,1,23400.0,23400.0,23400.0,0,1,1.0,0.0,55.08,15.59,0.500025,0.94125,0.0,1.0,48.23,MEDIUM
USR27494,MCH7988,1,6180.44,6180.44,6180.44,0,1,1.0,0.0,40.57,14.54,0.500025,0.32225,0.0,1.0,36.95,MEDIUM
USR27495,MCH5782,1,3728.22,3728.22,3728.22,0,0,0.0,0.0,24.62,4.86,0.500025,0.23495,0.0,0.0,16.92,LOW
USR27495,MCH8911,1,3795.0,3795.0,3795.0,0,0,0.0,0.0,24.62,5.07,0.500025,0.23735,0.0,0.0,17.0,LOW
USR27496,MCH3531,1,23802.04,23802.04,23802.04,0,0,0.0,0.0,45.19,11.27,0.500025,0.9563,0.0,0.0,31.45,MEDIUM
USR27500,MCH9897,1,0.71051,0.71051,0.71051,0,0,0.0,0.0,28.93,8.06,0.500025,0.08775,0.0,0.0,15.82,LOW
USR27501,MCH6573,1,943.33,943.33,943.33,0,0,0.0,0.0,4.25,14.08,0.500025,0.13295,0.0,0.0,14.5,LOW
USR27504,MCH5312,1,0.624555,0.624555,0.624555,0,0,0.0,0.0,28.91,0.77,0.500025,0.08405,0.0,0.0,14.46,LOW
USR27506,MCH9435,1,20756.27,20756.27,20756.27,1,0,0.0,1.0,34.37,7.7,0.500025,0.84775,1.0,0.0,57.84,HIGH
USR27516,MCH9328,1,13662.28,13662.28,13662.28,0,0,0.0,0.0,27.49,6.69,0.500025,0.5936,0.0,0.0,22.99,LOW
USR27527,MCH1044,1,24183.53,24183.53,24183.53,0,1,1.0,0.0,55.29,23.57,0.500025,0.97015,0.0,1.0,50.11,HIGH
USR27539,MCH6284,1,17471.19,17471.19,17471.19,0,0,0.0,0.0,33.5,4.54,0.500025,0.7298,0.0,0.0,25.4,MEDIUM
USR27540,MCH8389,1,15669.83,15669.83,15669.83,0,0,0.0,0.0,33.01,13.91,0.500025,0.66505,0.0,0.0,26.03,MEDIUM
USR27550,MCH4014,1,12350.03,12350.03,12350.03,0,0,0.0,0.0,32.15,5.72,0.500025,0.54515,0.0,0.0,22.67,LOW
USR27553,MCH6109,1,0.152633,0.152633,0.152633,0,1,1.0,0.0,48.51,17.79,0.500025,0.02525,0.0,1.0,34.06,MEDIUM
USR27555,MCH5373,1,12047.68,12047.68,12047.68,0,0,0.0,0.0,32.07,8.62,0.500025,0.53425,0.0,0.0,23.01,LOW
USR27557,MCH1739,1,20785.0,20785.0,20785.0,1,0,0.0,1.0,13.1,5.9,0.500025,0.8485,1.0,0.0,54.88,HIGH
USR27557,MCH4663,1,0.1372047,0.1372047,0.1372047,0,0,0.0,0.0,13.1,14.88,0.500025,0.01825,0.0,0.0,14.02,LOW
