user_id,txn_count,total_transaction_value,avg_transaction_value,median_transaction_value,unique_merchants,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failed_txn_rate,pending_txn_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,kyc_status,risk_segment,pan_valid_flag,aadhaar_valid_flag,aadhaar_masked_flag,monthly_income,city,state,kyc_match_flag,kyc_verified_flag,kyc_high_risk_flag,txn_count_percentile,transaction_value_percentile,merchant_diversity_percentile,high_failure_behavior_flag,high_pending_behavior_flag,negative_amount_behavior_flag,high_chargeback_behavior_flag,critical_chargeback_flag,kyc_risk_signal,identity_quality_risk,user_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band,network_merchant_count,network_transaction_count,network_total_amount,network_chargeback_count,avg_relationship_risk,max_relationship_risk,network_chargeback_rate,degree,component_id,network_activity_score,suspicious_component_flag,unified_user_risk_score,unified_user_risk_band,investigation_reasons
USR22170,2,25049.28,12524.64,12524.64,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,0.0,0.0,23681.0,jalandhar,Punjab,1,1,0,0.94110079427229,0.9566506320617518,0.94110079427229,0,1,0,0,0,0,1.0,29.23,MEDIUM,1,0.320703,54.78,0,LOW,2,2,25049.28,0,23.125,24.36,0.0,2,1876,80.07,1,42.35,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22172,1,7420.08,7420.08,7420.08,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3387403512697169,0.4454357310661148,0,0,0,0,0,1,1.0,30.88,MEDIUM,1,0.335001,83.2,0,MEDIUM,1,1,7420.08,0,20.96,20.96,0.0,1,1877,31.07,1,43.83,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22177,1,0.1266646,0.1266646,0.1266646,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0109072603199463,0.4454357310661148,0,0,0,0,0,1,1.0,28.42,MEDIUM,1,0.284461,46.37,0,LOW,1,1,0.1266646,0,13.95,13.95,0.0,1,1183,17.85,0,28.08,MEDIUM,NO_MAJOR_SIGNAL
USR22180,1,7827.99,7827.99,7827.99,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.351493455643808,0.4454357310661148,0,0,0,0,0,1,1.0,30.98,MEDIUM,1,0.336045,89.34,0,MEDIUM,1,1,7827.99,0,20.63,20.63,0.0,1,881,31.6,1,45.13,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22181,1,5245.89,5245.89,5245.89,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2660812171383823,0.4454357310661148,0,0,0,0,0,1,1.0,30.34,MEDIUM,1,0.332164,71.84,0,LOW,1,1,5245.89,0,18.29,18.29,0.0,1,1878,28.05,1,40.69,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22182,1,3580.77,3580.77,3580.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2112652421971137,0.4454357310661148,0,0,0,0,0,1,1.0,29.93,MEDIUM,1,0.325432,62.74,0,LOW,1,1,3580.77,1,49.1,49.1,1.0,1,1879,25.78,1,41.5,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22185,1,2773.98,2773.98,2773.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.1844166014095536,0.4454357310661148,0,0,0,0,0,1,1.0,29.72,MEDIUM,1,0.323634,60.18,0,LOW,1,1,2773.98,0,18.07,18.07,0.0,1,1880,24.7,1,37.66,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22190,1,7251.0,7251.0,7251.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,26870.0,Jalandar,Punjab,1,1,0,0.4454357310661148,0.3337621657903569,0.4454357310661148,0,0,0,0,0,0,0.5,10.84,LOW,1,0.15496,11.59,0,LOW,1,1,7251.0,1,47.18,47.18,1.0,1,1881,30.88,1,21.09,LOW,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22199,1,10384.49,10384.49,10384.49,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,44971.0,Amritsar,Punjab,1,1,0,0.4454357310661148,0.4392549502181452,0.4454357310661148,0,0,0,0,0,0,0.0,6.64,LOW,1,0.206366,30.46,0,LOW,1,1,10384.49,0,17.69,17.69,0.0,1,1882,35.3,0,15.04,LOW,NO_MAJOR_SIGNAL
USR22209,2,28180.47,14090.235,14090.235,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.966998545698624,0.94110079427229,1,0,0,0,0,1,1.0,49.31,MEDIUM,1,0.21716,37.69,0,LOW,2,2,28180.47,0,35.375,48.2,0.0,2,731,81.26,1,51.32,HIGH,SUSPICIOUS_NETWORK_COMPONENT
USR22214,1,19497.72,19497.72,19497.72,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7599843382928739,0.4454357310661148,0,0,0,0,0,1,1.0,34.04,MEDIUM,1,0.332969,75.01,0,LOW,1,1,19497.72,0,26.73,26.73,0.0,1,1883,49.44,0,41.34,MEDIUM,NO_MAJOR_SIGNAL
USR22218,1,7890.94,7890.94,7890.94,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3537867770444121,0.4454357310661148,0,0,0,0,0,1,1.0,30.99,MEDIUM,1,0.336045,89.34,0,MEDIUM,1,1,7890.94,1,50.94,50.94,1.0,1,1884,31.7,1,48.18,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22220,1,14688.72,14688.72,14688.72,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,43402.0,chennai,Tamil Nadu,1,1,0,0.4454357310661148,0.5878174292426446,0.4454357310661148,0,0,0,0,0,0,0.0,7.75,LOW,1,0.215131,36.27,0,LOW,1,1,14688.72,1,52.28,52.28,1.0,1,608,41.77,1,25.92,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22225,1,6733.15,6733.15,6733.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3160868106052131,0.4454357310661148,0,0,0,0,0,1,1.0,30.71,MEDIUM,1,0.336296,90.14,0,MEDIUM,1,1,6733.15,0,19.33,19.33,0.0,1,1885,30.13,1,44.86,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22226,1,10805.79,10805.79,10805.79,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,1.0,0.0,0.28091,Kolkata,West Bengal,1,0,0,0.4454357310661148,0.4542454413245329,0.4454357310661148,0,0,0,0,0,1,0.0,21.75,LOW,1,0.207448,31.23,0,LOW,1,1,10805.79,0,23.02,23.02,0.0,1,1886,35.94,1,29.1,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22234,1,12522.63,12522.63,12522.63,1,1,0,0,0,0.0,0.0,0.0,1.0,1122.85,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5135921243987023,0.4454357310661148,0,0,0,1,0,1,1.0,52.19,HIGH,-1,-0.027395,2.27,1,LOW,1,1,12522.63,1,54.57,54.57,1.0,1,1887,38.5,1,43.47,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22237,1,17206.49,17206.49,17206.49,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,1.0,0.0,22683.0,Dilli,Delhi,1,1,0,0.4454357310661148,0.6772569638662043,0.4454357310661148,0,1,0,0,0,0,0.5,23.42,LOW,1,0.146609,9.55,0,LOW,1,1,17206.49,1,56.71,56.71,1.0,1,1888,45.72,1,30.03,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22243,1,11113.94,11113.94,11113.94,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.466327329678935,0.4454357310661148,1,0,0,0,0,1,1.0,51.84,HIGH,1,0.190863,22.0,0,LOW,1,1,11113.94,0,40.69,40.69,0.0,1,1889,36.44,1,45.63,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22245,1,-24140.99,-24140.99,-24140.99,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9250475444680611,0.4454357310661148,0,0,1,0,0,1,1.0,45.28,MEDIUM,1,0.011106,3.24,0,LOW,1,1,24140.99,0,33.51,33.51,0.0,1,1890,57.07,1,39.61,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22251,1,24481.16,24481.16,24481.16,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9372413021590782,0.4454357310661148,0,0,0,0,0,1,1.0,35.37,MEDIUM,1,0.320361,54.41,0,LOW,1,1,24481.16,0,30.15,30.15,0.0,1,131,57.63,1,44.11,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22252,1,24245.77,24245.77,24245.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9288511019129656,0.4454357310661148,0,0,0,0,0,1,1.0,35.31,MEDIUM,1,0.321058,55.34,0,LOW,1,1,24245.77,0,29.8,29.8,0.0,1,457,57.24,1,44.19,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22254,1,23219.8,23219.8,23219.8,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.891207070142074,0.4454357310661148,0,0,0,0,0,1,1.0,35.02,MEDIUM,1,0.325523,62.96,0,LOW,1,1,23219.8,0,28.83,28.83,0.0,1,1891,55.48,0,40.28,MEDIUM,NO_MAJOR_SIGNAL
USR22256,1,4808.66,4808.66,4808.66,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,MEDIUM,1.0,1.0,0.0,34300.0,Bengaluru,Karnataka,1,0,0,0.4454357310661148,0.2518738113882984,0.4454357310661148,0,0,0,0,0,1,0.0,20.23,LOW,1,0.201936,27.44,0,LOW,1,1,4808.66,0,19.59,19.59,0.0,1,789,27.47,1,26.32,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22258,1,4515.45,4515.45,4515.45,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IN_PROGRESS,MEDIUM,1.0,1.0,0.0,-19862.0,Jalandar,Punjab,1,0,0,0.4454357310661148,0.2410224857366595,0.4454357310661148,1,0,0,0,0,1,0.0,40.15,MEDIUM,1,0.076461,5.1,0,LOW,1,1,4515.45,0,35.46,35.46,0.0,1,1793,27.03,1,34.35,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22260,2,28131.65,14065.825,14065.825,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,0.0,0.0,35497.0,Pune,Maharashtra,1,1,1,0.94110079427229,0.9668307416937018,0.94110079427229,0,0,0,0,0,1,0.5,34.31,MEDIUM,1,0.130738,7.09,0,LOW,2,2,28131.65,2,55.33,62.03,1.0,2,403,81.24,1,38.95,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22264,1,22033.63,22033.63,22033.63,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,HIGH,1.0,1.0,0.0,40316.0,jalandhar,Punjab,1,0,1,0.4454357310661148,0.8504306969459671,0.4454357310661148,0,0,0,0,0,1,0.0,24.72,LOW,1,0.198621,25.23,0,LOW,1,1,22033.63,0,26.93,26.93,0.0,1,1892,53.57,0,26.69,MEDIUM,NO_MAJOR_SIGNAL
USR22265,1,4524.0,4524.0,4524.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2413021590781966,0.4454357310661148,0,0,0,0,0,1,1.0,30.15,MEDIUM,1,0.331464,68.77,0,LOW,1,1,4524.0,1,47.37,47.37,1.0,1,1893,27.04,1,42.78,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22269,1,15855.0,15855.0,15855.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6294887571316702,0.4454357310661148,0,0,0,0,0,1,1.0,33.06,MEDIUM,1,0.334607,81.44,0,MEDIUM,1,1,15855.0,0,26.08,26.08,0.0,1,1894,43.64,1,46.44,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22270,1,21086.36,21086.36,21086.36,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8153596599172167,0.4454357310661148,0,0,0,0,0,1,1.0,34.46,MEDIUM,1,0.332074,71.2,0,LOW,1,1,21086.36,1,60.55,60.55,1.0,1,829,51.97,1,49.45,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22274,1,4723.09,4723.09,4723.09,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,0.0,0.0,43557.0,Madras,Tamil Nadu,1,1,0,0.4454357310661148,0.2494126859827721,0.4454357310661148,1,0,0,0,0,0,1.0,35.21,MEDIUM,1,0.322177,57.53,0,LOW,1,1,4723.09,0,35.27,35.27,0.0,1,1895,27.37,1,42.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22281,1,4026.23,4026.23,4026.23,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2248573665958161,0.4454357310661148,0,0,0,0,0,1,1.0,30.03,MEDIUM,1,0.327523,64.15,0,LOW,1,1,4026.23,0,19.11,19.11,0.0,1,1896,26.35,0,33.89,MEDIUM,NO_MAJOR_SIGNAL
USR22290,1,4821.45,4821.45,4821.45,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2525450274079874,0.4454357310661148,0,0,0,0,0,1,1.0,30.23,MEDIUM,1,0.331503,68.9,0,LOW,1,1,4821.45,0,19.83,19.83,0.0,1,1861,27.5,1,40.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22292,1,661.19,661.19,661.19,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,0.0,0.0,14851.0,ASR,Punjab,1,0,0,0.4454357310661148,0.1126524219711377,0.4454357310661148,0,0,0,0,0,1,0.5,24.19,LOW,1,0.150804,10.29,0,LOW,1,1,661.19,0,15.8,15.8,0.0,1,1897,21.86,1,24.13,LOW,SUSPICIOUS_NETWORK_COMPONENT
USR22293,1,16482.3,16482.3,16482.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAILED,LOW,1.0,1.0,0.0,0.21259,New Delhi,Delhi,1,0,0,0.4454357310661148,0.6503523884103367,0.4454357310661148,0,0,0,0,0,1,0.0,23.22,LOW,1,0.207734,31.54,0,LOW,1,1,16482.3,0,23.51,23.51,0.0,1,452,44.56,0,25.89,MEDIUM,NO_MAJOR_SIGNAL
USR22296,1,12044.21,12044.21,12044.21,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4975388745944736,0.4454357310661148,1,0,0,0,0,1,1.0,52.07,HIGH,1,0.189779,21.66,0,LOW,1,1,12044.21,0,42.38,42.38,0.0,1,1898,37.78,1,45.99,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22302,1,24934.55,24934.55,24934.55,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,0.0,1.0,0.0,19588.0,kolkata,West Bengal,1,1,0,0.4454357310661148,0.9541895066562256,0.4454357310661148,0,0,0,0,0,0,0.5,15.5,LOW,1,0.158968,12.47,0,LOW,1,1,24934.55,1,56.97,56.97,1.0,1,1899,58.42,1,27.56,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22306,1,8214.43,8214.43,8214.43,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,20530.0,MUMBAI,Maharashtra,1,1,0,0.4454357310661148,0.3644702986911287,0.4454357310661148,0,0,0,0,0,0,0.0,6.07,LOW,1,0.20061,26.22,0,LOW,1,1,8214.43,0,16.9,16.9,0.0,1,1900,32.14,0,13.49,LOW,NO_MAJOR_SIGNAL
USR22310,1,8325.77,8325.77,8325.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,12397.0,LKO,Uttar Pradesh,1,1,0,0.4454357310661148,0.3680501174628034,0.4454357310661148,0,0,0,0,0,0,0.5,11.1,LOW,1,0.156913,11.9,0,LOW,1,1,8325.77,1,48.51,48.51,1.0,1,1235,32.31,1,21.57,LOW,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22312,1,10026.3,10026.3,10026.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4267255845172838,0.4454357310661148,0,0,0,0,0,1,1.0,31.54,MEDIUM,1,0.332319,72.81,0,LOW,1,1,10026.3,0,22.29,22.29,0.0,1,1901,34.77,1,42.62,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22321,1,6232.73,6232.73,6232.73,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,16610.0,LDH,Punjab,1,1,0,0.4454357310661148,0.2989148674348361,0.4454357310661148,0,0,0,0,0,0,0.0,5.58,LOW,1,0.197313,24.73,0,LOW,1,1,6232.73,0,15.81,15.81,0.0,1,1902,29.42,0,12.54,LOW,NO_MAJOR_SIGNAL
USR22324,1,4620.06,4620.06,4620.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2449938471864861,0.4454357310661148,0,0,0,0,0,1,1.0,30.18,MEDIUM,1,0.330899,67.97,0,LOW,1,1,4620.06,0,20.67,20.67,0.0,1,1786,27.19,1,39.98,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22326,1,568.0,568.0,568.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.1096599172166909,0.4454357310661148,1,0,0,0,0,1,1.0,49.16,MEDIUM,1,0.216241,36.85,0,LOW,1,1,568.0,0,36.12,36.12,0.0,1,1903,21.73,0,40.19,MEDIUM,NO_MAJOR_SIGNAL
USR22328,1,645.77,645.77,645.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.1119812059514487,0.4454357310661148,0,0,0,0,0,1,1.0,29.18,MEDIUM,1,0.320549,54.61,0,LOW,1,1,645.77,0,15.87,15.87,0.0,1,981,21.83,1,35.74,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22332,1,4601.64,4601.64,4601.64,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2442666964984897,0.4454357310661148,0,0,0,0,0,1,1.0,30.17,MEDIUM,1,0.331442,68.69,0,LOW,1,1,4601.64,1,49.06,49.06,1.0,1,1904,27.16,1,42.95,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22336,1,23848.02,23848.02,23848.02,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.915203042845956,0.4454357310661148,0,0,0,0,0,1,1.0,35.2,MEDIUM,1,0.322177,57.53,0,LOW,1,1,23848.02,1,60.64,60.64,1.0,1,1905,56.6,1,47.59,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
USR22339,1,23588.05,23588.05,23588.05,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9054704105604654,0.4454357310661148,0,0,0,0,0,1,1.0,35.13,MEDIUM,1,0.323656,60.35,0,LOW,1,1,23588.05,0,29.78,29.78,0.0,1,74,56.15,1,44.98,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22341,1,0.675282,0.675282,0.675282,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,0.0,0.0,52267.0,Hyderabad,Telangana,1,1,0,0.4454357310661148,0.0773576462691576,0.4454357310661148,0,0,0,0,0,0,0.5,8.92,LOW,1,0.127995,6.81,0,LOW,1,1,0.675282,0,12.52,12.52,0.0,1,1906,20.43,0,9.56,LOW,NO_MAJOR_SIGNAL
USR22345,1,17519.8,17519.8,17519.8,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6894507215572212,0.4454357310661148,0,0,0,0,0,1,1.0,33.51,MEDIUM,1,0.334807,82.52,0,MEDIUM,1,1,17519.8,0,25.49,25.49,0.0,1,1907,46.25,1,47.11,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22346,1,12301.98,12301.98,12301.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5063206175187381,0.4454357310661148,0,0,0,0,0,1,1.0,32.14,MEDIUM,1,0.339044,99.09,0,HIGH,1,1,12301.98,0,23.79,23.79,0.0,1,1908,38.18,1,48.69,MEDIUM,ML_ANOMALY|SUSPICIOUS_NETWORK_COMPONENT
USR22347,1,15510.77,15510.77,15510.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,19915.0,jalandhar,Punjab,1,1,0,0.4454357310661148,0.6174628034455756,0.4454357310661148,0,0,0,0,0,0,0.0,7.97,LOW,1,0.215569,36.55,0,LOW,1,1,15510.77,0,21.47,21.47,0.0,1,1909,43.1,0,18.15,LOW,NO_MAJOR_SIGNAL
USR22348,1,20297.15,20297.15,20297.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,21742.0,Jaipur,Rajasthan,1,1,0,0.4454357310661148,0.787504195100123,0.4454357310661148,0,0,0,0,0,0,0.0,9.25,LOW,1,0.204669,29.66,0,LOW,1,1,20297.15,0,25.5,25.5,0.0,1,1905,50.71,1,23.64,LOW,SUSPICIOUS_NETWORK_COMPONENT
USR22353,1,3534.0,3534.0,3534.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2101465488309654,0.4454357310661148,0,0,0,0,0,1,1.0,29.92,MEDIUM,1,0.325025,61.93,0,LOW,1,1,3534.0,0,18.33,18.33,0.0,1,170,25.73,0,33.25,MEDIUM,NO_MAJOR_SIGNAL
USR22355,1,16797.6,16797.6,16797.6,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6623783420964313,0.4454357310661148,0,0,0,0,0,1,1.0,33.31,MEDIUM,1,0.33467,81.61,0,MEDIUM,1,1,16797.6,0,26.83,26.83,0.0,1,1910,45.09,1,46.83,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22359,1,283.98,283.98,283.98,1,1,0,0,0,0.0,0.0,0.0,1.0,2332.94,0.0,0.0,1.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0991721669090502,0.4454357310661148,0,0,0,1,0,1,1.0,49.08,MEDIUM,-1,-0.033233,1.36,1,LOW,1,1,283.98,0,18.19,18.19,0.0,1,1911,21.31,0,31.22,MEDIUM,NO_MAJOR_SIGNAL
USR22362,1,-9801.35,-9801.35,-9801.35,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4182235149345564,0.4454357310661148,0,0,1,0,0,1,1.0,41.48,MEDIUM,1,0.022422,4.52,0,LOW,1,1,9801.35,0,22.79,22.79,0.0,1,1912,34.42,1,34.44,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
USR22368,1,4010.0,4010.0,4010.0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,14303.0,ASR,Punjab,1,1,0,0.4454357310661148,0.2241302159078196,0.4454357310661148,1,0,0,0,0,0,0.0,25.02,MEDIUM,1,0.195392,23.55,0,LOW,1,1,4010.0,0,33.69,33.69,0.0,1,1913,26.32,1,29.47,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
