component_id,node_count,user_count,merchant_count,edge_count,density
978,3,2,1,2,1.0
979,5,4,1,4,1.0
980,4,3,1,3,1.0
981,4,3,1,3,1.0
982,3,2,1,2,1.0
983,5,4,1,4,1.0
984,15,11,4,14,0.318182
985,12,9,3,11,0.407407
986,12,9,3,11,0.407407
987,4,3,1,3,1.0
988,4,3,1,3,1.0
989,2,1,1,1,1.0
990,4,3,1,3,1.0
991,5,4,1,4,1.0
992,13,9,4,12,0.333333
993,29,20,9,28,0.155556
994,5,4,1,4,1.0
995,16,11,5,15,0.272727
996,2,1,1,1,1.0
997,9,6,3,8,0.444444
998,5,4,1,4,1.0
999,3,2,1,2,1.0
1000,2,1,1,1,1.0
1001,4,3,1,3,1.0
1002,3,2,1,2,1.0
1003,2,1,1,1,1.0
1004,3,2,1,2,1.0
1005,17,13,4,16,0.307692
1006,2,1,1,1,1.0
1007,2,1,1,1,1.0
1008,9,6,3,8,0.444444
1009,5,4,1,4,1.0
1010,3,2,1,2,1.0
1011,3,2,1,2,1.0
1012,3,2,1,2,1.0
1013,8,7,1,7,1.0
1014,2,1,1,1,1.0
1015,4,3,1,3,1.0
1016,2,1,1,1,1.0
1017,6,3,3,5,0.555556
1018,4,3,1,3,1.0
1019,8,6,2,7,0.583333
1020,4,3,1,3,1.0
1021,2,1,1,1,1.0
1022,2,1,1,1,1.0
1023,12,9,3,11,0.407407
1024,3,2,1,2,1.0
1025,4,3,1,3,1.0
1026,4,3,1,3,1.0
1027,5,4,1,4,1.0
1028,3,2,1,2,1.0
1029,10,7,3,9,0.428571
1030,3,2,1,2,1.0
1031,5,4,1,4,1.0
1032,11,9,2,10,0.555556
1033,5,4,1,4,1.0
1034,3,2,1,2,1.0
1035,12,7,5,11,0.314286
1036,4,3,1,3,1.0
1037,6,5,1,5,1.0
1038,6,4,2,5,0.625
1039,23,15,8,22,0.183333
1040,6,4,2,5,0.625
1041,4,3,1,3,1.0
1042,5,3,2,4,0.666667
1043,3,2,1,2,1.0
1044,3,2,1,2,1.0
1045,4,2,2,3,0.75
1046,12,9,3,11,0.407407
1047,4,3,1,3,1.0
1048,3,2,1,2,1.0
1049,23,19,4,22,0.289474
1050,5,4,1,4,1.0
1051,3,2,1,2,1.0
1052,7,5,2,6,0.6
1053,4,3,1,3,1.0
1054,4,2,2,3,0.75
1055,11,9,2,10,0.555556
1056,7,6,1,6,1.0
1057,5,4,1,4,1.0
1058,3,2,1,2,1.0
1059,4,3,1,3,1.0
1060,6,5,1,5,1.0
1061,8,6,2,7,0.583333
1062,3,2,1,2,1.0
1063,3,2,1,2,1.0
1064,5,3,2,4,0.666667
1065,4,3,1,3,1.0
1066,4,3,1,3,1.0
1067,2,1,1,1,1.0
1068,4,3,1,3,1.0
1069,2,1,1,1,1.0
1070,2,1,1,1,1.0
1071,7,6,1,6,1.0
1072,3,2,1,2,1.0
1073,10,8,2,9,0.5625
1074,3,2,1,2,1.0
1075,4,3,1,3,1.0
1076,4,3,1,3,1.0
1077,4,3,1,3,1.0
1078,4,3,1,3,1.0
1079,5,4,1,4,1.0
1080,2,1,1,1,1.0
1081,8,6,2,7,0.583333
1082,4,3,1,3,1.0
1083,7,5,2,6,0.6
1084,5,3,2,4,0.666667
1085,3,2,1,2,1.0
1086,2,1,1,1,1.0
1087,2,1,1,1,1.0
1088,10,8,2,9,0.5625
1089,4,3,1,3,1.0
1090,8,6,2,7,0.583333
1091,6,4,2,5,0.625
1092,4,3,1,3,1.0
1093,3,2,1,2,1.0
1094,6,4,2,5,0.625
1095,4,3,1,3,1.0
1096,8,6,2,7,0.583333
1097,5,4,1,4,1.0
1098,14,10,4,13,0.325
1099,3,2,1,2,1.0
1100,7,4,3,6,0.5
1101,6,4,2,5,0.625
1102,2,1,1,1,1.0
1103,2,1,1,1,1.0
1104,4,3,1,3,1.0
1105,3,2,1,2,1.0
1106,7,5,2,6,0.6
1107,8,6,2,7,0.583333
1108,19,13,6,18,0.230769
1109,6,5,1,5,1.0
1110,6,5,1,5,1.0
1111,3,2,1,2,1.0
1112,6,5,1,5,1.0
1113,3,2,1,2,1.0
1114,4,3,1,3,1.0
1115,5,4,1,4,1.0
1116,2,1,1,1,1.0
1117,4,2,2,3,0.75
1118,10,7,3,9,0.428571
1119,3,2,1,2,1.0
1120,5,4,1,4,1.0
1121,3,2,1,2,1.0
1122,6,5,1,5,1.0
1123,2,1,1,1,1.0
1124,5,4,1,4,1.0
1125,3,2,1,2,1.0
1126,3,2,1,2,1.0
1127,3,2,1,2,1.0
1128,4,3,1,3,1.0
1129,6,5,1,5,1.0
1130,4,3,1,3,1.0
1131,14,11,3,13,0.393939
1132,8,6,2,7,0.583333
1133,4,3,1,3,1.0
1134,3,2,1,2,1.0
1135,7,5,2,6,0.6
1136,5,4,1,4,1.0
1137,2,1,1,1,1.0
1138,2,1,1,1,1.0
1139,3,2,1,2,1.0
1140,2,1,1,1,1.0
1141,3,2,1,2,1.0
1142,2,1,1,1,1.0
1143,4,2,2,3,0.75
1144,7,5,2,6,0.6
1145,5,3,2,4,0.666667
1146,11,8,3,10,0.416667
1147,4,3,1,3,1.0
1148,2,1,1,1,1.0
1149,8,6,2,7,0.583333
1150,4,3,1,3,1.0
1151,2,1,1,1,1.0
1152,3,2,1,2,1.0
1153,3,2,1,2,1.0
1154,6,5,1,5,1.0
1155,21,14,7,20,0.204082
1156,13,10,3,12,0.4
1157,5,4,1,4,1.0
1158,8,5,3,7,0.466667
1159,4,3,1,3,1.0
1160,6,5,1,5,1.0
1161,5,4,1,4,1.0
1162,13,11,2,12,0.545455
1163,4,3,1,3,1.0
1164,8,6,2,7,0.583333
1165,3,2,1,2,1.0
1166,6,5,1,5,1.0
1167,6,5,1,5,1.0
1168,6,5,1,5,1.0
1169,4,3,1,3,1.0
1170,11,9,2,10,0.555556
1171,2,1,1,1,1.0
1172,2,1,1,1,1.0
1173,2,1,1,1,1.0
1174,3,2,1,2,1.0
1175,5,3,2,4,0.666667
1176,4,3,1,3,1.0
1177,2,1,1,1,1.0
1178,12,8,4,11,0.34375
1179,3,2,1,2,1.0
1180,6,5,1,5,1.0
1181,3,2,1,2,1.0
1182,7,5,2,6,0.6
1183,4,2,2,3,0.75
1184,3,2,1,2,1.0
1185,2,1,1,1,1.0
1186,4,3,1,3,1.0
1187,3,2,1,2,1.0
1188,5,3,2,4,0.666667
1189,6,4,2,5,0.625
1190,7,4,3,6,0.5
1191,4,3,1,3,1.0
1192,4,3,1,3,1.0
1193,3,2,1,2,1.0
1194,2,1,1,1,1.0
1195,3,2,1,2,1.0
1196,2,1,1,1,1.0
1197,3,2,1,2,1.0
1198,7,5,2,6,0.6
1199,3,2,1,2,1.0
1200,6,4,2,5,0.625
1201,5,4,1,4,1.0
1202,2,1,1,1,1.0
1203,3,2,1,2,1.0
1204,3,2,1,2,1.0
1205,4,3,1,3,1.0
1206,4,3,1,3,1.0
1207,2,1,1,1,1.0
1208,11,8,3,10,0.416667
1209,4,3,1,3,1.0
1210,4,3,1,3,1.0
1211,4,3,1,3,1.0
1212,5,3,2,4,0.666667
1213,14,11,3,13,0.393939
1214,3,2,1,2,1.0
1215,3,2,1,2,1.0
1216,11,9,2,10,0.555556
1217,12,9,3,11,0.407407
1218,5,4,1,4,1.0
1219,14,11,3,13,0.393939
1220,5,4,1,4,1.0
1221,3,2,1,2,1.0
1222,2,1,1,1,1.0
1223,6,5,1,5,1.0
1224,7,6,1,6,1.0
1225,5,4,1,4,1.0
1226,3,2,1,2,1.0
1227,4,3,1,3,1.0
1228,9,7,2,8,0.571429
1229,12,9,3,11,0.407407
1230,4,3,1,3,1.0
1231,6,4,2,5,0.625
1232,10,8,2,9,0.5625
1233,5,3,2,4,0.666667
1234,3,2,1,2,1.0
1235,6,5,1,5,1.0
1236,6,5,1,5,1.0
1237,4,3,1,3,1.0
1238,6,4,2,5,0.625
1239,2,1,1,1,1.0
1240,3,2,1,2,1.0
1241,8,6,2,7,0.583333
1242,4,3,1,3,1.0
1243,8,6,2,7,0.583333
1244,19,14,5,18,0.257143
1245,3,2,1,2,1.0
1246,4,3,1,3,1.0
1247,4,3,1,3,1.0
1248,2,1,1,1,1.0
1249,4,3,1,3,1.0
1250,3,2,1,2,1.0
1251,3,2,1,2,1.0
1252,15,9,6,14,0.259259
1253,3,2,1,2,1.0
1254,3,2,1,2,1.0
1255,6,4,2,5,0.625
1256,8,6,2,7,0.583333
1257,10,7,3,9,0.428571
1258,12,10,2,11,0.55
1259,3,2,1,2,1.0
1260,3,2,1,2,1.0
1261,4,3,1,3,1.0
1262,2,1,1,1,1.0
1263,7,5,2,6,0.6
1264,2,1,1,1,1.0
1265,5,4,1,4,1.0
1266,8,5,3,7,0.466667
1267,4,3,1,3,1.0
1268,2,1,1,1,1.0
1269,4,3,1,3,1.0
1270,3,2,1,2,1.0
1271,4,3,1,3,1.0
1272,5,4,1,4,1.0
1273,14,10,4,13,0.325
1274,5,3,2,4,0.666667
1275,11,7,4,10,0.357143
1276,2,1,1,1,1.0
1277,4,3,1,3,1.0
1278,3,2,1,2,1.0
1279,2,1,1,1,1.0
1280,3,2,1,2,1.0
1281,4,3,1,3,1.0
1282,6,5,1,5,1.0
1283,3,2,1,2,1.0
1284,3,2,1,2,1.0
1285,5,4,1,4,1.0
1286,15,11,4,14,0.318182
1287,4,3,1,3,1.0
1288,4,3,1,3,1.0
1289,11,8,3,10,0.416667
1290,7,5,2,6,0.6
1291,9,7,2,8,0.571429
1292,15,10,5,14,0.28
1293,6,4,2,5,0.625
1294,9,6,3,8,0.444444
1295,11,8,3,10,0.416667
1296,11,9,2,10,0.555556
1297,5,3,2,4,0.666667
1298,16,12,4,15,0.3125
1299,4,3,1,3,1.0
1300,2,1,1,1,1.0
1301,16,11,5,15,0.272727
1302,6,5,1,5,1.0
1303,7,6,1,6,1.0
1304,2,1,1,1,1.0
1305,3,2,1,2,1.0
1306,7,5,2,6,0.6
1307,4,3,1,3,1.0
1308,4,3,1,3,1.0
1309,4,3,1,3,1.0
1310,8,6,2,7,0.583333
1311,4,3,1,3,1.0
1312,4,3,1,3,1.0
1313,5,4,1,4,1.0
1314,4,3,1,3,1.0
1315,2,1,1,1,1.0
1316,4,3,1,3,1.0
1317,5,4,1,4,1.0
1318,7,5,2,6,0.6
1319,4,3,1,3,1.0
1320,6,5,1,5,1.0
1321,3,2,1,2,1.0
1322,3,2,1,2,1.0
1323,5,4,1,4,1.0
1324,4,3,1,3,1.0
1325,6,4,2,5,0.625
1326,7,5,2,6,0.6
1327,8,6,2,7,0.583333
1328,4,3,1,3,1.0
1329,4,3,1,3,1.0
1330,3,2,1,2,1.0
1331,4,3,1,3,1.0
1332,2,1,1,1,1.0
1333,6,5,1,5,1.0
1334,5,4,1,4,1.0
1335,7,5,2,6,0.6
1336,4,3,1,3,1.0
1337,4,3,1,3,1.0
1338,5,4,1,4,1.0
1339,3,2,1,2,1.0
1340,23,16,7,22,0.196429
1341,5,4,1,4,1.0
1342,6,5,1,5,1.0
1343,15,11,4,14,0.318182
1344,4,3,1,3,1.0
1345,2,1,1,1,1.0
1346,8,6,2,7,0.583333
1347,6,5,1,5,1.0
1348,3,2,1,2,1.0
1349,9,7,2,8,0.571429
1350,5,4,1,4,1.0
1351,2,1,1,1,1.0
1352,11,8,3,10,0.416667
1353,10,8,2,9,0.5625
1354,3,2,1,2,1.0
1355,2,1,1,1,1.0
1356,4,3,1,3,1.0
1357,7,5,2,6,0.6
1358,18,12,6,17,0.236111
1359,2,1,1,1,1.0
1360,3,2,1,2,1.0
1361,10,8,2,9,0.5625
1362,4,3,1,3,1.0
1363,7,5,2,6,0.6
1364,3,2,1,2,1.0
1365,2,1,1,1,1.0
1366,11,8,3,10,0.416667
1367,2,1,1,1,1.0
1368,2,1,1,1,1.0
1369,11,8,3,10,0.416667
1370,4,3,1,3,1.0
1371,2,1,1,1,1.0
1372,2,1,1,1,1.0
1373,5,4,1,4,1.0
1374,4,3,1,3,1.0
1375,5,4,1,4,1.0
1376,2,1,1,1,1.0
1377,3,2,1,2,1.0
1378,4,3,1,3,1.0
1379,13,10,3,12,0.4
1380,4,3,1,3,1.0
1381,6,5,1,5,1.0
1382,4,3,1,3,1.0
1383,13,9,4,12,0.333333
1384,3,2,1,2,1.0
1385,5,3,2,4,0.666667
1386,5,4,1,4,1.0
1387,2,1,1,1,1.0
1388,4,3,1,3,1.0
1389,4,3,1,3,1.0
1390,3,2,1,2,1.0
1391,3,2,1,2,1.0
1392,2,1,1,1,1.0
1393,11,9,2,10,0.555556
1394,2,1,1,1,1.0
1395,7,5,2,6,0.6
1396,2,1,1,1,1.0
1397,6,5,1,5,1.0
1398,23,16,7,22,0.196429
1399,5,4,1,4,1.0
1400,5,4,1,4,1.0
1401,2,1,1,1,1.0
1402,5,4,1,4,1.0
1403,7,5,2,6,0.6
1404,15,11,4,14,0.318182
1405,2,1,1,1,1.0
1406,5,4,1,4,1.0
1407,6,5,1,5,1.0
1408,3,2,1,2,1.0
1409,5,4,1,4,1.0
1410,9,6,3,8,0.444444
1411,2,1,1,1,1.0
1412,5,4,1,4,1.0
1413,3,2,1,2,1.0
1414,7,5,2,6,0.6
1415,2,1,1,1,1.0
1416,3,2,1,2,1.0
1417,5,4,1,4,1.0
1418,9,7,2,8,0.571429
1419,6,4,2,5,0.625
1420,4,3,1,3,1.0
1421,9,7,2,8,0.571429
1422,4,3,1,3,1.0
1423,4,3,1,3,1.0
1424,7,6,1,6,1.0
1425,5,4,1,4,1.0
1426,4,3,1,3,1.0
1427,15,11,4,14,0.318182
1428,3,2,1,2,1.0
1429,3,2,1,2,1.0
1430,3,2,1,2,1.0
1431,4,2,2,3,0.75
1432,7,5,2,6,0.6
1433,7,5,2,6,0.6
1434,4,3,1,3,1.0
1435,2,1,1,1,1.0
1436,4,3,1,3,1.0
1437,6,5,1,5,1.0
1438,10,8,2,9,0.5625
1439,2,1,1,1,1.0
1440,2,1,1,1,1.0
1441,3,2,1,2,1.0
1442,2,1,1,1,1.0
1443,4,3,1,3,1.0
1444,7,5,2,6,0.6
1445,4,3,1,3,1.0
1446,8,5,3,7,0.466667
1447,5,4,1,4,1.0
1448,3,2,1,2,1.0
1449,2,1,1,1,1.0
1450,3,2,1,2,1.0
1451,10,7,3,9,0.428571
1452,11,8,3,10,0.416667
1453,7,6,1,6,1.0
1454,4,3,1,3,1.0
1455,6,5,1,5,1.0
1456,5,4,1,4,1.0
1457,25,18,7,24,0.190476
1458,5,4,1,4,1.0
1459,3,2,1,2,1.0
1460,8,5,3,7,0.466667
1461,4,3,1,3,1.0
1462,3,2,1,2,1.0
1463,3,2,1,2,1.0
1464,5,4,1,4,1.0
1465,3,2,1,2,1.0
1466,4,3,1,3,1.0
1467,4,3,1,3,1.0
1468,5,4,1,4,1.0
1469,11,7,4,10,0.357143
1470,4,3,1,3,1.0
1471,4,3,1,3,1.0
1472,9,7,2,8,0.571429
1473,3,2,1,2,1.0
1474,6,5,1,5,1.0
1475,4,3,1,3,1.0
1476,4,3,1,3,1.0
1477,2,1,1,1,1.0
1478,5,3,2,4,0.666667
1479,13,10,3,12,0.4
1480,8,5,3,7,0.466667
1481,2,1,1,1,1.0
1482,3,2,1,2,1.0
1483,9,7,2,8,0.571429
1484,11,9,2,10,0.555556
1485,5,4,1,4,1.0
1486,2,1,1,1,1.0
1487,7,5,2,6,0.6
1488,6,4,2,5,0.625
1489,5,4,1,4,1.0
1490,2,1,1,1,1.0
1491,3,2,1,2,1.0
1492,7,5,2,6,0.6
1493,2,1,1,1,1.0
1494,5,4,1,4,1.0
1495,6,5,1,5,1.0
1496,4,3,1,3,1.0
1497,2,1,1,1,1.0
1498,4,3,1,3,1.0
1499,2,1,1,1,1.0
1500,5,4,1,4,1.0
1501,3,2,1,2,1.0
1502,10,7,3,9,0.428571
1503,4,3,1,3,1.0
1504,13,10,3,12,0.4
1505,3,2,1,2,1.0
1506,8,6,2,7,0.583333
1507,3,2,1,2,1.0
1508,4,3,1,3,1.0
1509,9,6,3,8,0.444444
1510,4,3,1,3,1.0
1511,5,4,1,4,1.0
1512,4,3,1,3,1.0
1513,8,6,2,7,0.583333
1514,4,3,1,3,1.0
1515,2,1,1,1,1.0
1516,8,5,3,7,0.466667
1517,4,3,1,3,1.0
1518,4,3,1,3,1.0
1519,3,2,1,2,1.0
1520,4,3,1,3,1.0
1521,3,2,1,2,1.0
1522,4,3,1,3,1.0
1523,3,2,1,2,1.0
1524,4,3,1,3,1.0
1525,5,4,1,4,1.0
1526,4,3,1,3,1.0
1527,4,3,1,3,1.0
1528,3,2,1,2,1.0
1529,4,2,2,3,0.75
1530,4,3,1,3,1.0
1531,13,8,5,12,0.3
1532,5,4,1,4,1.0
1533,3,2,1,2,1.0
1534,3,2,1,2,1.0
1535,10,7,3,9,0.428571
1536,4,3,1,3,1.0
1537,9,7,2,8,0.571429
1538,10,7,3,9,0.428571
1539,5,4,1,4,1.0
1540,4,2,2,3,0.75
1541,7,5,2,6,0.6
1542,6,4,2,5,0.625
1543,7,5,2,6,0.6
1544,4,3,1,3,1.0
1545,3,2,1,2,1.0
1546,3,2,1,2,1.0
1547,3,2,1,2,1.0
1548,5,3,2,4,0.666667
1549,3,2,1,2,1.0
1550,4,3,1,3,1.0
1551,20,14,6,19,0.22619
1552,3,2,1,2,1.0
1553,8,6,2,7,0.583333
1554,16,13,3,15,0.384615
1555,12,8,4,11,0.34375
1556,4,3,1,3,1.0
1557,3,2,1,2,1.0
1558,4,3,1,3,1.0
1559,4,3,1,3,1.0
1560,6,5,1,5,1.0
1561,5,4,1,4,1.0
1562,5,4,1,4,1.0
1563,4,3,1,3,1.0
1564,3,2,1,2,1.0
1565,8,6,2,7,0.583333
1566,11,8,3,10,0.416667
1567,10,7,3,9,0.428571
1568,4,3,1,3,1.0
1569,2,1,1,1,1.0
1570,6,5,1,5,1.0
1571,3,2,1,2,1.0
1572,13,10,3,12,0.4
1573,5,4,1,4,1.0
1574,5,4,1,4,1.0
1575,5,4,1,4,1.0
1576,3,2,1,2,1.0
1577,5,4,1,4,1.0
1578,5,4,1,4,1.0
1579,6,5,1,5,1.0
1580,10,7,3,9,0.428571
1581,3,2,1,2,1.0
1582,3,2,1,2,1.0
1583,12,9,3,11,0.407407
1584,7,4,3,6,0.5
1585,2,1,1,1,1.0
1586,2,1,1,1,1.0
1587,3,1,2,2,1.0
1588,4,3,1,3,1.0
1589,3,2,1,2,1.0
1590,13,9,4,12,0.333333
1591,7,6,1,6,1.0
1592,2,1,1,1,1.0
1593,4,3,1,3,1.0
1594,5,4,1,4,1.0
1595,3,2,1,2,1.0
1596,3,2,1,2,1.0
1597,3,2,1,2,1.0
1598,4,3,1,3,1.0
1599,2,1,1,1,1.0
1600,4,3,1,3,1.0
1601,11,9,2,10,0.555556
1602,6,4,2,5,0.625
1603,6,4,2,5,0.625
1604,3,2,1,2,1.0
1605,14,10,4,13,0.325
1606,8,6,2,7,0.583333
1607,5,4,1,4,1.0
1608,3,2,1,2,1.0
1609,2,1,1,1,1.0
1610,5,3,2,4,0.666667
1611,6,4,2,5,0.625
1612,2,1,1,1,1.0
1613,8,6,2,7,0.583333
1614,4,3,1,3,1.0
1615,2,1,1,1,1.0
1616,2,1,1,1,1.0
1617,3,2,1,2,1.0
1618,3,2,1,2,1.0
1619,7,5,2,6,0.6
1620,11,8,3,10,0.416667
1621,4,3,1,3,1.0
1622,2,1,1,1,1.0
1623,7,5,2,6,0.6
1624,14,12,2,13,0.541667
1625,6,4,2,5,0.625
1626,12,9,3,11,0.407407
1627,4,3,1,3,1.0
1628,7,6,1,6,1.0
1629,3,2,1,2,1.0
1630,9,7,2,8,0.571429
1631,3,2,1,2,1.0
1632,13,10,3,12,0.4
1633,3,2,1,2,1.0
1634,4,2,2,3,0.75
1635,7,5,2,6,0.6
1636,4,3,1,3,1.0
1637,4,3,1,3,1.0
1638,5,4,1,4,1.0
1639,2,1,1,1,1.0
1640,2,1,1,1,1.0
1641,4,3,1,3,1.0
1642,11,8,3,10,0.416667
1643,9,7,2,8,0.571429
1644,2,1,1,1,1.0
1645,3,2,1,2,1.0
1646,5,4,1,4,1.0
1647,3,2,1,2,1.0
1648,6,4,2,5,0.625
1649,3,2,1,2,1.0
1650,3,2,1,2,1.0
1651,3,2,1,2,1.0
1652,7,5,2,6,0.6
1653,2,1,1,1,1.0
1654,4,3,1,3,1.0
1655,2,1,1,1,1.0
1656,5,4,1,4,1.0
1657,4,3,1,3,1.0
1658,5,3,2,4,0.666667
1659,3,2,1,2,1.0
1660,2,1,1,1,1.0
1661,4,3,1,3,1.0
1662,3,2,1,2,1.0
1663,10,7,3,9,0.428571
1664,6,4,2,5,0.625
1665,4,3,1,3,1.0
1666,3,2,1,2,1.0
1667,6,5,1,5,1.0
1668,3,2,1,2,1.0
1669,4,3,1,3,1.0
1670,4,3,1,3,1.0
1671,3,2,1,2,1.0
1672,7,6,1,6,1.0
1673,3,2,1,2,1.0
1674,3,2,1,2,1.0
1675,3,2,1,2,1.0
1676,6,5,1,5,1.0
1677,3,2,1,2,1.0
1678,4,3,1,3,1.0
1679,2,1,1,1,1.0
1680,3,2,1,2,1.0
1681,7,6,1,6,1.0
1682,3,2,1,2,1.0
1683,3,2,1,2,1.0
1684,4,3,1,3,1.0
1685,3,2,1,2,1.0
1686,4,3,1,3,1.0
1687,2,1,1,1,1.0
1688,4,3,1,3,1.0
1689,5,4,1,4,1.0
1690,5,4,1,4,1.0
1691,3,2,1,2,1.0
1692,10,7,3,9,0.428571
1693,4,3,1,3,1.0
1694,3,2,1,2,1.0
1695,4,3,1,3,1.0
1696,2,1,1,1,1.0
1697,4,3,1,3,1.0
1698,3,2,1,2,1.0
1699,2,1,1,1,1.0
1700,10,7,3,9,0.428571
1701,5,4,1,4,1.0
1702,18,13,5,17,0.261538
1703,3,2,1,2,1.0
1704,8,6,2,7,0.583333
1705,2,1,1,1,1.0
1706,7,5,2,6,0.6
1707,2,1,1,1,1.0
1708,4,3,1,3,1.0
1709,17,12,5,16,0.266667
1710,3,2,1,2,1.0
1711,12,9,3,11,0.407407
1712,3,2,1,2,1.0
1713,9,7,2,8,0.571429
1714,2,1,1,1,1.0
1715,5,4,1,4,1.0
1716,3,2,1,2,1.0
1717,13,10,3,12,0.4
1718,5,4,1,4,1.0
1719,2,1,1,1,1.0
1720,5,3,2,4,0.666667
1721,2,1,1,1,1.0
1722,4,3,1,3,1.0
1723,4,3,1,3,1.0
1724,3,2,1,2,1.0
1725,11,8,3,10,0.416667
1726,3,2,1,2,1.0
1727,8,6,2,7,0.583333
1728,4,3,1,3,1.0
1729,3,2,1,2,1.0
1730,2,1,1,1,1.0
1731,7,5,2,6,0.6
1732,7,5,2,6,0.6
1733,12,9,3,11,0.407407
1734,4,2,2,3,0.75
1735,3,2,1,2,1.0
1736,8,6,2,7,0.583333
1737,4,3,1,3,1.0
1738,9,7,2,8,0.571429
1739,3,2,1,2,1.0
1740,7,4,3,6,0.5
1741,4,2,2,3,0.75
1742,5,4,1,4,1.0
1743,2,1,1,1,1.0
1744,5,4,1,4,1.0
1745,3,2,1,2,1.0
1746,4,3,1,3,1.0
1747,8,6,2,7,0.583333
1748,3,2,1,2,1.0
1749,3,2,1,2,1.0
1750,4,3,1,3,1.0
1751,2,1,1,1,1.0
1752,3,2,1,2,1.0
1753,22,17,5,21,0.247059
1754,4,3,1,3,1.0
1755,7,5,2,6,0.6
1756,6,4,2,5,0.625
1757,3,2,1,2,1.0
1758,5,4,1,4,1.0
1759,3,2,1,2,1.0
1760,5,4,1,4,1.0
1761,6,4,2,5,0.625
1762,3,2,1,2,1.0
1763,3,2,1,2,1.0
1764,2,1,1,1,1.0
1765,3,2,1,2,1.0
1766,10,8,2,9,0.5625
1767,5,4,1,4,1.0
1768,3,2,1,2,1.0
1769,6,4,2,5,0.625
1770,5,4,1,4,1.0
1771,14,10,4,13,0.325
1772,5,3,2,4,0.666667
1773,6,5,1,5,1.0
1774,3,2,1,2,1.0
1775,5,4,1,4,1.0
1776,3,2,1,2,1.0
1777,2,1,1,1,1.0
1778,9,7,2,8,0.571429
1779,4,3,1,3,1.0
1780,4,3,1,3,1.0
1781,5,4,1,4,1.0
1782,5,4,1,4,1.0
1783,5,4,1,4,1.0
1784,3,2,1,2,1.0
1785,10,7,3,9,0.428571
1786,8,6,2,7,0.583333
1787,2,1,1,1,1.0
1788,4,3,1,3,1.0
1789,9,6,3,8,0.444444
1790,3,2,1,2,1.0
1791,4,2,2,3,0.75
1792,2,1,1,1,1.0
1793,9,6,3,8,0.444444
1794,4,3,1,3,1.0
1795,4,3,1,3,1.0
1796,5,4,1,4,1.0
1797,3,2,1,2,1.0
1798,4,3,1,3,1.0
1799,5,4,1,4,1.0
1800,4,3,1,3,1.0
1801,2,1,1,1,1.0
1802,2,1,1,1,1.0
1803,3,2,1,2,1.0
1804,2,1,1,1,1.0
1805,3,2,1,2,1.0
1806,5,4,1,4,1.0
1807,4,3,1,3,1.0
1808,8,6,2,7,0.583333
1809,5,4,1,4,1.0
1810,12,9,3,11,0.407407
1811,4,3,1,3,1.0
1812,3,2,1,2,1.0
1813,6,4,2,5,0.625
1814,4,3,1,3,1.0
1815,20,14,6,19,0.22619
1816,3,2,1,2,1.0
1817,3,2,1,2,1.0
1818,6,4,2,5,0.625
1819,5,4,1,4,1.0
1820,4,3,1,3,1.0
1821,5,3,2,4,0.666667
1822,3,2,1,2,1.0
1823,6,4,2,5,0.625
1824,2,1,1,1,1.0
1825,5,4,1,4,1.0
1826,6,4,2,5,0.625
1827,6,4,2,5,0.625
1828,3,2,1,2,1.0
1829,4,3,1,3,1.0
1830,5,4,1,4,1.0
1831,3,2,1,2,1.0
1832,3,2,1,2,1.0
1833,8,6,2,7,0.583333
1834,11,7,4,10,0.357143
1835,8,6,2,7,0.583333
1836,3,2,1,2,1.0
1837,6,4,2,5,0.625
1838,16,12,4,15,0.3125
1839,2,1,1,1,1.0
1840,5,4,1,4,1.0
1841,4,3,1,3,1.0
1842,4,3,1,3,1.0
1843,3,2,1,2,1.0
1844,2,1,1,1,1.0
1845,3,2,1,2,1.0
1846,5,3,2,4,0.666667
1847,3,2,1,2,1.0
1848,4,2,2,3,0.75
1849,4,3,1,3,1.0
1850,5,4,1,4,1.0
1851,2,1,1,1,1.0
1852,3,2,1,2,1.0
1853,5,4,1,4,1.0
1854,2,1,1,1,1.0
1855,2,1,1,1,1.0
1856,4,3,1,3,1.0
1857,3,2,1,2,1.0
1858,3,2,1,2,1.0
1859,6,4,2,5,0.625
1860,4,3,1,3,1.0
1861,7,6,1,6,1.0
1862,5,4,1,4,1.0
1863,10,5,5,9,0.36
1864,3,2,1,2,1.0
1865,14,9,5,13,0.288889
1866,4,3,1,3,1.0
1867,6,5,1,5,1.0
1868,14,9,5,13,0.288889
1869,5,4,1,4,1.0
1870,2,1,1,1,1.0
1871,3,2,1,2,1.0
1872,5,3,2,4,0.666667
1873,4,3,1,3,1.0
1874,7,5,2,6,0.6
1875,3,2,1,2,1.0
1876,10,8,2,9,0.5625
1877,5,4,1,4,1.0
1878,4,3,1,3,1.0
1879,4,3,1,3,1.0
1880,10,6,4,9,0.375
1881,3,2,1,2,1.0
1882,2,1,1,1,1.0
1883,3,2,1,2,1.0
1884,13,10,3,12,0.4
1885,5,3,2,4,0.666667
1886,5,4,1,4,1.0
1887,2,1,1,1,1.0
1888,4,3,1,3,1.0
1889,4,3,1,3,1.0
1890,17,12,5,16,0.266667
1891,3,2,1,2,1.0
1892,3,2,1,2,1.0
1893,2,1,1,1,1.0
1894,6,5,1,5,1.0
1895,6,5,1,5,1.0
1896,3,2,1,2,1.0
1897,4,3,1,3,1.0
1898,5,4,1,4,1.0
