merchant_id,txn_count,total_transaction_value,avg_transaction_value,unique_users,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failure_rate,pending_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,merchant_name,merchant_category,business_type,merchant_city,merchant_state,merchant_status,declared_avg_ticket_size,master_mcc,merchant_match_flag,suspended_flag,blocked_flag,ticket_deviation,ticket_deviation_abs,txn_count_percentile,user_count_percentile,transaction_value_percentile,high_failure_flag,high_pending_flag,negative_transaction_flag,high_chargeback_flag,critical_chargeback_flag,inactive_flag,ticket_deviation_risk,user_to_txn_ratio,high_user_concentration_flag,merchant_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band,network_user_count,network_transaction_count,network_total_amount,network_chargeback_count,avg_relationship_risk,max_relationship_risk,network_chargeback_rate,degree,component_id,network_activity_score,suspicious_component_flag,unified_merchant_risk_score,unified_merchant_risk_band,investigation_reasons
MCH1589,1,8879.57,8879.57,1,1,0,0,0,0.0,0.0,0.0,1.0,4157.35,0.0,0.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1691715314867718,0,0,0,1,0,0,0.0,1.0,0,26.51,MEDIUM,1,0.163334,26.8,0,LOW,1,1,8879.57,0,24.36,24.36,0.0,1,4913,33.11,0,25.69,MEDIUM,NO_MAJOR_SIGNAL
MCH1590,3,51254.99,17084.996666666666,3,1,1,0,0,0.3333333333333333,0.0,0.0,1.0,8599.51,0.0,1.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8894547261209788,1,0,0,1,0,0,0.0,1.0,0,22.87,LOW,1,0.108737,14.68,0,LOW,3,3,51254.99,0,33.38333333333333,37.57,0.0,3,1859,93.02,1,33.15,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1591,5,33197.400608100004,6639.480121620001,5,4,2,0,0,0.4,0.0,0.0,1.0,384.26,0.0,1.0,0.2,Ramaswamy-Babu,DEPT_STORE,PARTNERSHIP,amritsar,Punjab,ACTIVE,1638.46,5311.0,1,0,0,3.0522686679076703,3.0522686679076703,0.9454105080114272,0.9454105080114272,0.6856291143957273,1,0,0,1,0,0,1.425242459486107e-05,1.0,0,21.16,LOW,1,0.10363,14.09,0,LOW,5,5,33197.400608100004,1,34.678,50.66,0.2,5,759,93.23,1,32.25,MEDIUM,MANY_CONNECTED_USERS|HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1592,3,35835.01,11945.003333333334,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,AgateInc,Retail,PRIVATE-LIMITED,HYDERABAD,Telangana,SUSPENDED,1072.45,5311.0,1,1,0,10.138051502012525,10.138051502012525,0.684076512234505,0.684076512234505,0.7226431499192647,0,1,0,0,0,0,4.733915336171918e-05,1.0,0,20.37,LOW,1,0.153848,23.44,0,LOW,3,3,35835.01,1,34.43666666666667,50.1,0.3333333333333333,3,3354,89.76,1,33.31,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1593,3,51143.68,17047.893333333333,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wali-Murthy,Miscellaneous,sole_proprietor,BLR,Karnataka,ACTIVE,15388.22,5999.0,1,0,0,0.1078534965924151,0.1078534965924151,0.684076512234505,0.684076512234505,0.8884610607377965,0,0,0,0,0,0,5.036168157927047e-07,1.0,0,7.86,LOW,1,0.272457,91.99,0,MEDIUM,3,3,51143.68,0,25.373333333333335,28.05,0.0,3,2290,93.0,1,39.56,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1594,3,44927.31999999999,14975.77333333333,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bera Inc,Retail Other,PRIVATE-LIMITED,amritsar,Punjab,ACTIVE,2187.43,5999.0,1,0,0,5.846286890704311,5.846286890704311,0.684076512234505,0.684076512234505,0.8309526766861259,0,0,0,0,0,0,2.729896091578544e-05,1.0,0,7.58,LOW,1,0.272391,91.44,0,MEDIUM,3,3,44927.32,1,34.276666666666664,55.3,0.3333333333333333,3,224,91.98,1,40.08,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1595,3,49251.05,16417.016666666666,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8766612843125078,0,0,0,0,0,0,0.0,1.0,0,7.8,LOW,1,0.272253,89.36,0,MEDIUM,3,3,49251.05,0,25.773333333333337,27.76,0.0,3,696,92.81,1,39.02,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1596,2,25347.11,12673.555,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5575704881381195,0,0,0,0,0,0,0.0,1.0,0,4.88,LOW,1,0.272683,93.29,0,MEDIUM,2,2,25347.11,0,22.65,27.59,0.0,2,711,80.17,1,36.62,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1597,2,14060.4,7030.2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2753695193143708,0,0,0,0,0,0,0.0,1.0,0,3.47,LOW,1,0.270725,79.88,0,LOW,2,2,14060.4,0,19.564999999999998,22.75,0.0,2,172,62.39,1,31.08,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1598,2,27080.34,13540.17,2,2,1,0,0,0.5,0.0,0.0,1.0,0.385,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5887467395354614,1,0,0,1,0,0,0.0,1.0,0,27.54,MEDIUM,1,0.079041,10.89,0,LOW,2,2,27080.34,0,33.19,47.39,0.0,2,3165,80.89,0,28.73,MEDIUM,NO_MAJOR_SIGNAL
MCH1599,2,36556.01,18278.005,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RASTOGI-KUMER,Department Store,PARTNERSHIP,jalandhar,Punjab,ACTIVE,361.82,5311.0,1,0,0,49.51684539273673,49.51684539273673,0.4191404794435474,0.4191404794435474,0.7327040119239846,0,0,0,0,0,0,0.0002312165742667,1.0,0,5.76,LOW,1,0.258408,58.42,0,LOW,2,2,36556.01,0,25.759999999999998,27.58,0.0,2,3594,83.98,0,25.83,MEDIUM,NO_MAJOR_SIGNAL
MCH1600,1,13376.62,13376.62,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"warrior, anand and kata",Department Store,INDIVIDUAL,chennai,Tamil Nadu,ACTIVE,2937.03,5311.0,1,0,0,3.554471694194475,3.554471694194475,0.133461681778661,0.133461681778661,0.258601415973171,0,0,0,0,0,0,1.6597437941399224e-05,1.0,0,1.96,LOW,1,0.26127,62.08,0,LOW,1,1,13376.62,0,22.59,22.59,0.0,1,441,39.79,0,19.73,LOW,NO_MAJOR_SIGNAL
MCH1601,3,17695.437157,5898.479052333333,3,3,2,0,0,0.6666666666666666,0.0,0.0,1.0,-1273.59,0.0,0.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.3583405788100857,1,0,0,1,0,0,0.0,1.0,0,26.88,MEDIUM,1,0.061259,7.3,0,LOW,3,3,17695.437157,0,34.39666666666667,43.24,0.0,3,2109,74.05,1,32.09,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1602,2,42859.43,21429.715,2,1,1,0,0,0.5,0.0,0.0,1.0,286.26,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.8105825363308906,1,0,0,1,0,0,0.0,1.0,0,28.65,MEDIUM,1,0.077058,10.25,0,LOW,2,2,42859.43,0,40.39,50.81,0.0,2,4367,85.57,0,30.4,MEDIUM,NO_MAJOR_SIGNAL
MCH1603,3,46299.99,15433.33,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8483418208918146,0,0,0,0,0,0,0.0,1.0,0,7.66,LOW,1,0.272795,94.13,0,MEDIUM,3,3,46299.990000000005,0,22.69333333333333,25.82,0.0,3,5147,92.29,1,39.54,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1604,3,28589.77,9529.923333333332,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.6107315861383679,0,0,0,0,0,0,0.0,1.0,0,6.47,LOW,1,0.272218,88.09,0,MEDIUM,3,3,28589.77,0,20.94666666666667,27.73,0.0,3,573,87.41,1,37.01,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1605,6,62265.443136,10377.573856,6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Patla, Thaman and Chatterjee",Transport,PARTNERSHIP,Bangalore,Karnataka,ACTIVE,932.8,1310.0,1,0,0,10.125186380789025,10.125186380789025,0.9825487517078624,0.9825487517078624,0.9417463669109428,0,0,0,0,0,0,4.7279080284906e-05,1.0,1,9.62,LOW,1,0.26957,74.73,0,LOW,6,6,62265.443136,0,21.048333333333336,31.01,0.0,6,3486,98.72,1,37.21,MEDIUM,MANY_CONNECTED_USERS|SUSPICIOUS_NETWORK_COMPONENT
MCH1606,2,21344.45,10672.225,2,2,0,0,0,0.0,0.0,0.0,1.0,5678.98,1.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.449385169544156,0,0,0,1,1,0,0.0,1.0,0,16.84,LOW,1,0.182043,33.26,0,LOW,2,2,21344.45,0,23.71,28.2,0.0,2,4636,73.92,0,25.68,MEDIUM,NO_MAJOR_SIGNAL
MCH1607,2,10666.9619725,5333.48098625,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2034529872065582,0,0,0,0,0,0,0.0,1.0,0,3.11,LOW,1,0.270903,80.82,0,MEDIUM,2,2,10666.9619725,0,17.34,22.13,0.0,2,3108,57.22,1,30.33,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1608,5,40474.0843617,8094.816872339999,5,2,1,1,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.7838777791578686,1,1,0,0,0,0,0.0,1.0,0,14.65,LOW,1,0.162589,26.41,0,LOW,5,5,40474.0843617,1,31.034,52.79,0.2,5,365,95.25,1,30.97,MEDIUM,MANY_CONNECTED_USERS|HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1609,3,39287.79,13095.93,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ram-Palla,Mobile Recharge,Private Limited,mumbai,Maharashtra,ACTIVE,554.3,4814.0,1,0,0,22.6260689157496,22.6260689157496,0.684076512234505,0.684076512234505,0.7694696311017265,0,0,0,0,0,0,0.00010565136172,1.0,0,7.27,LOW,1,0.267894,70.12,0,LOW,3,3,39287.79,0,23.373333333333335,27.85,0.0,3,3910,90.74,1,34.43,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1611,2,28691.14,14345.57,2,1,1,1,0,0.5,0.5,0.0,1.0,8214.17,0.0,0.0,0.5,Karan-Kibe,groceries,sole_proprietor,Jalandhar,Punjab,ACTIVE,343.64,,1,0,0,40.745925969037366,40.745925969037366,0.4191404794435474,0.4191404794435474,0.612346292386039,1,1,0,1,0,0,0.0001902611796685,1.0,0,32.66,MEDIUM,-1,-0.040454,1.75,1,LOW,2,2,28691.14,0,36.855000000000004,43.56,0.0,2,2061,81.46,1,35.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1612,3,27252.39269,9084.130896666667,3,3,0,0,0,0.0,0.0,0.0,1.0,237.88,0.0,0.0,0.3333333333333333,"Andra, Chana and Saha",eating place,sole_proprietor,LKO,Uttar Pradesh,INACTIVE,655.56,5812.0,1,0,0,12.857054879288958,12.857054879288958,0.684076512234505,0.684076512234505,0.5916035275121103,0,0,0,1,0,1,6.0035411399308544e-05,1.0,0,14.71,LOW,1,0.178892,30.84,0,LOW,3,3,27252.392689999997,0,21.92,27.68,0.0,3,480,86.94,1,30.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1613,3,50200.130000000005,16733.376666666667,3,2,0,0,0,0.0,0.0,0.0,1.0,1709.82,0.0,0.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8823748602658055,0,0,0,1,0,0,0.0,1.0,0,16.17,LOW,1,0.195543,40.47,0,LOW,3,3,50200.130000000005,1,36.766666666666666,57.1,0.3333333333333333,3,3028,92.9,1,34.95,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1614,3,34083.1552754,11361.051758466669,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.697428890821016,0,0,0,0,0,0,0.0,1.0,0,6.91,LOW,1,0.272554,92.42,0,MEDIUM,3,3,34083.1552754,1,32.32,59.77,0.3333333333333333,3,3238,89.26,1,39.44,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1615,2,3994.06639,1997.033195,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.0855794311265681,1,0,0,0,0,0,0.0,1.0,0,12.52,LOW,1,0.183453,34.71,0,LOW,2,2,3994.0663900000004,1,41.010000000000005,64.17,0.5,2,3261,47.82,1,27.71,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1616,1,240.0,240.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Suresh, Borra and Ganesh",Telecom,Individual,Chennai,Tamil Nadu,ACTIVE,0.2818,4814.0,1,0,0,850.6678495386799,850.6678495386799,0.133461681778661,0.133461681778661,0.0293131288038752,0,0,0,0,0,0,0.0039721534045473,1.0,0,0.87,LOW,1,0.212082,44.33,0,LOW,1,1,240.0,0,14.85,14.85,0.0,1,547,21.23,0,12.95,LOW,NO_MAJOR_SIGNAL
MCH1617,1,14371.98,14371.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cherian LLC,DEPT_STORE,INDIVIDUAL,HYDERABAD,Telangana,ACTIVE,-11340.36,5311.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.2829462178611353,0,0,0,0,0,0,0.0,1.0,0,2.08,LOW,1,0.264667,65.66,0,LOW,1,1,14371.98,0,22.56,22.56,0.0,1,3116,41.34,0,20.67,LOW,NO_MAJOR_SIGNAL
MCH1618,4,68177.61,17044.4025,4,4,0,1,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Muni Ltd,Restaurant,Individual,delhi,Delhi,ACTIVE,1051.73,5812.0,1,0,0,15.206062867846311,15.206062867846311,0.8575332256862501,0.8575332256862501,0.9641038380325424,0,1,0,0,0,0,7.100399341885594e-05,1.0,0,11.61,LOW,1,0.205246,42.38,0,LOW,4,4,68177.61,1,33.44,52.21,0.25,4,311,97.13,1,32.92,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1619,1,15113.47,15113.47,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIVAN-BHATTI,Pharmacy,sole_proprietor,New Delhi,Delhi,ACTIVE,477.85,5912.0,1,0,0,30.62806319974888,30.62806319974888,0.133461681778661,0.133461681778661,0.299217488510744,0,0,0,0,0,0,0.0001430162966421,1.0,0,2.17,LOW,1,0.247621,53.3,0,LOW,1,1,15113.47,0,21.78,21.78,0.0,1,4506,42.46,1,23.28,LOW,SUSPICIOUS_NETWORK_COMPONENT
MCH1620,3,33144.21,11048.07,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.6850080735312384,0,0,0,0,0,0,0.0,1.0,0,6.85,LOW,1,0.272295,90.76,0,MEDIUM,3,3,33144.21,1,32.126666666666665,49.66,0.3333333333333333,3,3285,89.0,1,39.03,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1621,3,17760.9227744,5920.307591466667,3,1,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pandey-soni,Restaurant,Sole Proprietor,Pune,Maharashtra,INACTIVE,0.769,5812.0,1,0,0,7697.709481751192,7697.709481751192,0.684076512234505,0.684076512234505,0.3599552850577568,1,0,0,0,0,1,0.0359440913885909,1.0,0,12.43,LOW,1,0.152562,23.07,0,LOW,3,3,17760.9227744,0,26.206666666666667,40.77,0.0,3,2389,74.16,1,26.49,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1622,2,23300.05,11650.025,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5044093901378711,1,0,0,0,0,0,0.0,1.0,0,14.62,LOW,1,0.194711,39.79,0,LOW,2,2,23300.05,0,31.935000000000002,38.5,0.0,2,378,77.15,1,31.91,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1623,3,34256.0,11418.666666666666,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.699167805241585,1,0,0,0,0,0,0.0,1.0,0,13.58,LOW,1,0.214905,46.35,0,LOW,3,3,34256.0,0,29.38333333333333,41.79,0.0,3,2805,89.3,1,33.61,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1624,2,3569.38,1784.69,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.0789963979629859,0,0,0,0,0,0,0.0,1.0,0,2.49,LOW,1,0.266602,68.54,0,LOW,2,2,3569.38,1,30.665,46.31,0.5,2,2064,47.29,1,27.87,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1625,4,24980.01,6245.0025,4,2,0,1,1,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,saran ltd,Mobile Recharge,partnership,Calcutta,West Bengal,ACTIVE,1093.54,4814.0,1,0,0,4.710813047533698,4.710813047533698,0.8575332256862501,0.8575332256862501,0.5519811203577195,0,1,1,0,0,0,2.1996919355885705e-05,1.0,0,12.05,LOW,1,0.071317,9.04,0,LOW,4,4,26744.89,1,28.97,50.26,0.25,4,1451,89.58,1,25.29,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH1626,2,31413.8,15706.9,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.6571854428021364,0,0,0,0,0,0,0.0,1.0,0,5.38,LOW,1,0.273232,96.58,0,HIGH,2,2,31413.8,0,24.939999999999998,26.3,0.0,2,3555,82.4,1,38.01,MEDIUM,ML_ANOMALY|SUSPICIOUS_NETWORK_COMPONENT
MCH1627,2,3275.1902317,1637.59511585,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUA LTD,Miscellaneous,private_limited,LKO,Uttar Pradesh,ACTIVE,160.25,5999.0,1,0,0,9.21900228299532,9.21900228299532,0.4191404794435474,0.4191404794435474,0.0740280710470749,0,0,0,0,0,0,4.3047696377367984e-05,1.0,0,2.47,LOW,1,0.263035,63.37,0,LOW,2,2,3275.1902317,0,16.005000000000003,16.92,0.0,2,2583,46.89,1,25.32,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH1628,2,44396.59,22198.295,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.8262327661160105,0,0,0,0,0,0,0.0,1.0,0,6.23,LOW,1,0.271806,85.69,0,MEDIUM,2,2,44396.59,0,28.405,29.89,0.0,2,4380,85.89,0,31.99,MEDIUM,NO_MAJOR_SIGNAL
MCH1630,1,8632.82,8632.82,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1648242454353496,0,0,0,0,0,0,0.0,1.0,0,1.49,LOW,1,0.259227,59.1,0,LOW,1,1,8632.82,0,18.5,18.5,0.0,1,1185,32.75,0,17.76,LOW,NO_MAJOR_SIGNAL
MCH1631,2,26682.1,13341.05,2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5812942491615948,0,0,0,1,0,0,0.0,1.0,0,17.5,LOW,1,0.182182,33.62,0,LOW,2,2,26682.1,0,23.784999999999997,26.58,0.0,2,4967,80.73,0,26.8,MEDIUM,NO_MAJOR_SIGNAL
MCH1632,1,18451.39,18451.39,1,0,0,0,0,0.0,0.0,0.0,1.0,0.714,0.0,1.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.37597813936157,0,0,0,1,0,0,0.0,1.0,0,27.55,MEDIUM,1,0.153256,23.28,0,LOW,1,1,18451.39,0,30.07,30.07,0.0,1,5300,47.75,0,27.59,MEDIUM,NO_MAJOR_SIGNAL
MCH1633,3,40258.54,13419.513333333334,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.7813936156999131,0,0,0,0,0,0,0.0,1.0,0,7.33,LOW,1,0.273642,99.18,0,HIGH,3,3,40258.54,0,22.526666666666667,24.76,0.0,3,1324,90.98,1,40.22,MEDIUM,ML_ANOMALY|SUSPICIOUS_NETWORK_COMPONENT
MCH1634,2,37268.04,18634.02,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.7405291268165445,0,0,0,0,0,0,0.0,1.0,0,5.8,LOW,1,0.273512,98.25,0,HIGH,2,2,37268.04,0,26.28,26.29,0.0,2,2892,84.14,0,33.88,MEDIUM,ML_ANOMALY
MCH1635,1,0.225613,0.225613,1,1,0,0,0,0.0,0.0,0.0,1.0,988.98,0.0,0.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0136628990187554,0,0,0,1,0,0,0.0,1.0,0,25.74,MEDIUM,1,0.157555,24.32,0,LOW,1,1,0.225613,0,17.25,17.25,0.0,1,2175,19.4,0,22.69,LOW,NO_MAJOR_SIGNAL
MCH1636,1,0.562231,0.562231,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Natt, Mitter and Oza",HOTEL_LODGING,SOLE-PROPRIETOR,Delhi,Delhi,ACTIVE,0.987,7011.0,1,0,0,-0.4303637284701114,0.4303637284701114,0.133461681778661,0.133461681778661,0.0201217240094398,0,1,0,0,0,0,2.0095631334407385e-06,1.0,0,10.77,LOW,1,0.075229,9.91,0,LOW,1,1,0.562231,0,17.44,17.44,0.0,1,4241,20.24,0,11.67,LOW,NO_MAJOR_SIGNAL
MCH1637,2,9536.28,4768.139999999999,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.181840765122345,0,0,0,0,0,0,0.0,1.0,0,3.0,LOW,1,0.271042,82.08,0,MEDIUM,2,2,9536.279999999999,0,16.295,18.82,0.0,2,75,55.57,0,25.25,MEDIUM,NO_MAJOR_SIGNAL
MCH1638,5,20764.282462,4152.8564924,5,3,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.4355980623525028,1,0,0,0,0,0,0.0,1.0,0,10.91,LOW,1,0.227143,50.78,0,LOW,5,5,20764.282462,0,21.804,32.41,0.0,5,944,83.2,1,31.66,MEDIUM,MANY_CONNECTED_USERS|SUSPICIOUS_NETWORK_COMPONENT
MCH1639,2,17528.65,8764.325,2,2,1,0,0,0.5,0.0,0.0,1.0,609.57,1.0,0.0,0.5,"Borah, Dhaliwal and Morar",Misc Retail,PARTNERSHIP,kolkata,West Bengal,ACTIVE,0.7799,5999.0,1,0,0,11236.75484036415,11236.75484036415,0.4191404794435474,0.4191404794435474,0.3539932927586635,1,0,0,1,1,0,0.0524694967835232,1.0,0,27.15,MEDIUM,1,0.026747,4.46,0,LOW,2,2,17528.65,0,33.195,44.79,0.0,2,5445,67.78,0,25.92,MEDIUM,NO_MAJOR_SIGNAL
MCH1640,1,20596.7,20596.7,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trivedi-Agrawal,kirana,PRIVATE_LIMITED,Jalandhar,Punjab,ACTIVE,2316.65,5411.0,1,0,0,7.890725832559946,7.890725832559946,0.133461681778661,0.133461681778661,0.4313749844739784,0,0,0,0,0,0,3.684537213572868e-05,1.0,0,2.82,LOW,1,0.266401,68.17,0,LOW,1,1,20596.7,0,26.87,26.87,0.0,1,5280,51.21,0,22.99,LOW,NO_MAJOR_SIGNAL
MCH1641,1,15904.65,15904.65,1,1,0,1,0,0.0,1.0,0.0,1.0,2131.37,0.0,0.0,1.0,bali llc,Other,sole_proprietor,delhi,Delhi,ACTIVE,-3239.36,5999.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.319215004347286,0,1,0,1,0,0,0.0,1.0,0,37.26,MEDIUM,-1,-0.060042,1.25,1,LOW,1,1,15904.65,0,28.46,28.46,0.0,1,1151,43.7,0,27.96,MEDIUM,NO_MAJOR_SIGNAL
