merchant_id,txn_count,total_transaction_value,avg_transaction_value,unique_users,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failure_rate,pending_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,merchant_name,merchant_category,business_type,merchant_city,merchant_state,merchant_status,declared_avg_ticket_size,master_mcc,merchant_match_flag,suspended_flag,blocked_flag,ticket_deviation,ticket_deviation_abs,txn_count_percentile,user_count_percentile,transaction_value_percentile,high_failure_flag,high_pending_flag,negative_transaction_flag,high_chargeback_flag,critical_chargeback_flag,inactive_flag,ticket_deviation_risk,user_to_txn_ratio,high_user_concentration_flag,merchant_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band
MCH3820,2,30874.89,15437.445,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Behl LLC,Department Stores,Partnership,Jalandar,Punjab,INACTIVE,983.06,5311.0,1,0,0,14.703461640184733,14.703461640184733,0.4191404794435474,0.4191404794435474,0.6487392870450875,0,0,0,0,0,1,6.865712068977811e-05,1.0,0,5.34,LOW,1,0.269544,74.69,0,LOW
MCH3821,1,5948.15,5948.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1193640541547633,0,0,0,0,0,0,0.0,1.0,0,1.26,LOW,1,0.261422,62.3,0,LOW
MCH3822,1,11554.9,11554.9,1,1,0,0,0,0.0,0.0,0.0,1.0,3661.3,0.0,0.0,1.0,Anne and Sons,Grocery,private_limited,Amritsar,Punjab,ACTIVE,2115.91,5411.0,1,0,0,4.460960059737891,4.460960059737891,0.133461681778661,0.133461681778661,0.2204695068935536,0,0,0,1,0,0,2.0830242612844747e-05,1.0,0,26.77,MEDIUM,1,0.151516,22.8,0,LOW
MCH3823,2,16373.39,8186.695,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.3289032418333126,0,0,0,0,0,0,0.0,1.0,0,3.74,LOW,1,0.270372,77.51,0,LOW
MCH3824,2,12414.24895,6207.124475,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chand-Sarna,FOOD_SERVICES,sole_proprietor,Calcutta,West Bengal,ACTIVE,733.85,5812.0,1,0,0,7.4583013899298205,7.4583013899298205,0.4191404794435474,0.4191404794435474,0.2381070674450378,0,0,0,0,0,0,3.482618659470437e-05,1.0,0,3.29,LOW,1,0.267749,69.89,0,LOW
MCH3825,3,32587.19,10862.396666666667,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.6760650850825984,0,0,0,0,0,0,0.0,1.0,0,6.8,LOW,1,0.271674,84.77,0,MEDIUM
MCH3826,3,16991.020964299998,5663.673654766666,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.3423177245062725,1,0,0,0,0,0,0.0,1.0,0,11.8,LOW,1,0.206704,42.68,0,LOW
MCH3827,2,6995.18,3497.59,2,1,0,0,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.137374239224941,0,0,1,0,0,0,0.0,1.0,0,7.78,LOW,1,0.125455,18.02,0,LOW
MCH3828,4,-9751.110000000002,-2437.7775000000006,4,2,0,1,1,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.1861880511737672,0,1,1,0,0,0,0.0,1.0,0,10.22,LOW,1,0.077136,10.26,0,LOW
MCH3829,2,18631.553556,9315.776778,2,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bansal Ltd,Hotels,PRIVATE_LIMITED,pune,Maharashtra,ACTIVE,2565.33,7011.0,1,0,0,2.631414585258037,2.631414585258037,0.4191404794435474,0.4191404794435474,0.3806980499316855,0,1,0,0,0,0,1.2287266304088755e-05,1.0,0,14.0,LOW,1,0.056735,6.84,0,LOW
MCH3830,1,1615.24,1615.24,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0488138119488262,0,0,0,0,0,0,0.0,1.0,0,0.91,LOW,1,0.25505,56.2,0,LOW
MCH3831,1,14651.0,14651.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.2891566265060241,1,0,0,0,0,0,0.0,1.0,0,22.11,LOW,1,0.077516,10.35,0,LOW
MCH3832,2,38051.92,19025.96,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.7517078623773444,0,0,0,0,0,0,0.0,1.0,0,5.85,LOW,1,0.273241,96.94,0,HIGH
MCH3833,4,57014.95,14253.7375,4,2,1,1,0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.918767854924854,1,1,0,0,0,0,0.0,1.0,0,16.38,LOW,1,0.13948,20.98,0,LOW
MCH3834,3,36822.87,12274.29,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.7353123835548379,1,0,0,0,0,0,0.0,1.0,0,13.76,LOW,1,0.214983,46.44,0,LOW
MCH3835,1,23352.58,23352.58,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pillai, Ratti and Chaudhuri",Mobile Recharge,PARTNERSHIP,ludhiana,Punjab,INACTIVE,6901.65,4814.0,1,0,0,2.3836227568769788,2.3836227568769788,0.133461681778661,0.133461681778661,0.5058998882126444,0,0,0,0,0,1,1.1130214047727353e-05,1.0,0,3.2,LOW,1,0.269088,73.2,0,LOW
MCH3836,1,12878.04,12878.04,1,1,0,1,0,0.0,1.0,0.0,1.0,3329.74,0.0,1.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.2477953049310644,0,1,0,1,0,0,0.0,1.0,0,36.91,MEDIUM,-1,-0.060042,1.25,1,LOW
MCH3837,1,23001.8,23001.8,1,0,0,0,0,0.0,0.0,0.0,1.0,843.91,0.0,0.0,1.0,"Char, Naik and Sachdev",Other,private_limited,New Delhi,Delhi,ACTIVE,0.5233,5999.0,1,0,0,43954.28377603669,43954.28377603669,0.133461681778661,0.133461681778661,0.49608744255372,0,0,0,1,0,0,0.2052424551369926,1.0,0,31.23,MEDIUM,1,0.003149,3.18,0,LOW
MCH3839,3,15796.400562,5265.466853999999,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.3163582163706372,0,0,0,0,0,0,0.0,1.0,0,5.0,LOW,1,0.272902,95.32,0,HIGH
MCH3840,1,8743.37,8743.37,1,0,0,0,0,0.0,0.0,0.0,1.0,8004.21,1.0,0.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.166811576201714,0,0,0,1,1,0,0.0,1.0,0,26.5,MEDIUM,1,0.163212,26.75,0,LOW
MCH3841,3,39285.68,13095.226666666667,3,3,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"SANDHU, KHOSLA AND GUHA",Miscellaneous,Partnership,Bangalore,Karnataka,INACTIVE,2207.18,5999.0,1,0,0,4.933012562032398,4.933012562032398,0.684076512234505,0.684076512234505,0.7693454229288287,0,1,0,0,0,1,2.3034469509548407e-05,1.0,0,10.6,LOW,1,0.206932,42.76,0,LOW
MCH3842,2,14970.687759,7485.3438795,2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,"Rao, Rajagopal and Ratti",Bus/Taxi,PRIVATE-LIMITED,Jaipur,Rajasthan,ACTIVE,444.1,4131.0,1,0,0,15.855086420851158,15.855086420851158,0.4191404794435474,0.4191404794435474,0.296981741398584,0,0,0,1,0,0,7.403457829061016e-05,1.0,0,16.08,LOW,1,0.160148,25.15,0,LOW
MCH3843,2,28230.97,14115.485,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.6050180101850702,0,0,0,0,0,0,0.0,1.0,0,5.12,LOW,1,0.274108,99.97,0,HIGH
MCH3844,5,50368.6,10073.72,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.8836169419947832,0,0,0,0,0,0,0.0,1.0,0,9.15,LOW,1,0.272228,88.8,0,MEDIUM
MCH3845,3,39483.64,13161.213333333331,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hora-Bath,transprt,INDIVIDUAL,bengaluru,Karnataka,ACTIVE,2098.39,4131.0,1,0,0,5.272053018425238,5.272053018425238,0.684076512234505,0.684076512234505,0.771953794559682,0,0,0,0,0,0,2.4617602930977743e-05,1.0,0,7.28,LOW,1,0.272484,92.18,0,MEDIUM
MCH3846,3,41932.76,13977.586666666664,3,2,0,0,0,0.0,0.0,0.0,1.0,529.68,0.0,0.0,0.3333333333333333,Khanna-Badal,Retail,Private Limited,delhi,Delhi,ACTIVE,3521.78,5311.0,1,0,0,2.9688983033201004,2.9688983033201004,0.684076512234505,0.684076512234505,0.800894298844864,0,0,0,1,0,0,1.3863130609300831e-05,1.0,0,15.76,LOW,1,0.189137,36.47,0,LOW
MCH3847,3,47662.67,15887.556666666664,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nair PLC,Retail,SOLE-PROPRIETOR,Poona,Maharashtra,ACTIVE,660.47,5311.0,1,0,0,23.05492553282763,23.05492553282763,0.684076512234505,0.684076512234505,0.8618805117376723,1,0,0,0,0,0,0.0001076538874679,1.0,0,14.4,LOW,1,0.197126,40.83,0,LOW
MCH3848,1,0.1791111,0.1791111,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0084461557570488,0,0,0,0,0,0,0.0,1.0,0,0.71,LOW,1,0.246372,52.86,0,LOW
MCH3849,1,2183.0,2183.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Das-Ratta,phone service,INDIVIDUAL,Chennai,Tamil Nadu,ACTIVE,0.4368,8140.0,1,0,0,4996.710622710622,4996.710622710622,0.133461681778661,0.133461681778661,0.0585020494348528,0,0,0,0,0,0,0.0233319045997816,1.0,0,1.31,LOW,1,0.191436,37.83,0,LOW
MCH3851,1,3049.24,3049.24,1,1,1,0,0,1.0,0.0,0.0,1.0,0.3127,0.0,0.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0706744503788349,1,0,0,1,0,0,0.0,1.0,0,46.02,MEDIUM,-1,-0.057575,1.33,1,LOW
MCH3852,4,25223.68589,6305.9214725,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.555086324680164,0,0,0,0,0,0,0.0,1.0,0,7.06,LOW,1,0.273291,97.66,0,HIGH
MCH3853,4,44016.3,11004.075,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bhat-Dutt,Grocery,Sole Proprietor,HYDERABAD,Telangana,ACTIVE,0.0,5411.0,1,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.8226307291019749,0,0,0,0,0,0,0.0,1.0,0,8.4,LOW,1,0.272019,86.86,0,MEDIUM
MCH3854,2,18973.63,9486.815,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Was0n, Chauhan and Gh0se",FOOD_SERVICES,Private Limited,Hyderabad,Telangana,ACTIVE,0.528,5812.0,1,0,0,17966.452651515152,17966.452651515152,0.4191404794435474,0.4191404794435474,0.3903862874177121,0,0,0,0,0,0,0.0838935033292447,1.0,0,5.31,LOW,1,0.191574,38.0,0,LOW
MCH3855,3,26475.39,8825.13,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5771953794559682,0,0,0,0,0,0,0.0,1.0,0,6.31,LOW,1,0.272255,89.65,0,MEDIUM
MCH3856,2,30051.67,15025.835,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sankaran, Anne and Buch",Food,individual,Kolkata,West Bengal,ACTIVE,0.454,5812.0,1,0,0,33095.55286343612,33095.55286343612,0.4191404794435474,0.4191404794435474,0.6355732207179232,0,0,0,0,0,0,0.1545381232559407,1.0,0,7.59,LOW,1,0.167885,27.64,0,LOW
MCH3857,1,17008.18,17008.18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3428145571978636,0,0,0,0,0,0,0.0,1.0,0,2.38,LOW,1,0.265658,67.36,0,LOW
MCH3858,2,19957.27616,9978.63808,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.4124953421935163,0,0,0,0,0,0,0.0,1.0,0,4.16,LOW,1,0.268559,71.98,0,LOW
MCH3859,5,89820.92,17964.184,5,3,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mall, bassi and seshadri",groceries,partnership,Mumbay,Maharashtra,ACTIVE,0.61,5411.0,1,0,0,29448.48196721312,29448.48196721312,0.9454105080114272,0.9454105080114272,0.9931685504906222,1,0,0,0,0,0,0.1375082977077976,1.0,0,15.76,LOW,1,0.119057,16.64,0,LOW
MCH3860,1,20687.87,20687.87,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sama group,Clothing,SOLE-PROPRIETOR,chennai,Tamil Nadu,ACTIVE,448.66,5699.0,1,0,0,45.11035082244906,45.11035082244906,0.133461681778661,0.133461681778661,0.433238107067445,0,0,0,0,0,0,0.0002106406556882,1.0,0,2.84,LOW,1,0.246173,52.63,0,LOW
MCH3861,2,34838.92,17419.46,2,2,0,0,0,0.0,0.0,0.0,1.0,1419.1,1.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.706868711961247,0,0,0,1,1,0,0.0,1.0,0,18.13,LOW,1,0.182809,34.37,0,LOW
MCH3862,2,11036.78,5518.39,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2109054775804248,0,0,0,0,0,0,0.0,1.0,0,3.15,LOW,1,0.270903,80.82,0,MEDIUM
MCH3864,3,35464.6,11821.533333333333,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.7175506148304558,0,0,0,0,0,0,0.0,1.0,0,7.01,LOW,1,0.272224,88.28,0,MEDIUM
MCH3865,1,14867.87,14867.87,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.2944975779406285,1,0,0,0,0,0,0.0,1.0,0,22.14,LOW,1,0.076856,10.21,0,LOW
MCH3866,1,9274.06,9274.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1766240218606384,0,0,0,0,0,0,0.0,1.0,0,1.55,LOW,1,0.259342,59.37,0,LOW
MCH3869,3,23885.04,7961.68,3,1,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEGDE LTD,Department Store,partnership,Pune,Maharashtra,ACTIVE,-342.59,,1,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5214259098248665,1,0,0,0,0,0,0.0,1.0,0,12.69,LOW,1,0.212191,44.37,0,LOW
MCH3870,2,23649.98,11824.99,2,2,0,0,0,0.0,0.0,0.0,1.0,2224.0,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5140976276238977,0,0,0,1,0,0,0.0,1.0,0,17.17,LOW,1,0.18211,33.52,0,LOW
MCH3871,2,34310.13,17155.065,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.7000372624518694,0,0,0,0,0,0,0.0,1.0,0,5.6,LOW,1,0.27258,92.71,0,MEDIUM
MCH3874,1,1507.98,1507.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dora,DeshpandeandSeth",phone service,private_limited,Jalandar,Punjab,ACTIVE,1119.69,,1,0,0,0.3467834847145191,0.3467834847145191,0.133461681778661,0.133461681778661,0.0471991057011551,0,0,0,0,0,0,1.6192891270036612e-06,1.0,0,0.9,LOW,1,0.251779,54.89,0,LOW
MCH3875,1,20192.57,20192.57,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.4194509998757918,0,0,0,0,0,0,0.0,1.0,0,2.76,LOW,1,0.268471,71.46,0,LOW
MCH3876,1,5251.38,5251.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1078126940752701,0,0,0,0,0,0,0.0,1.0,0,1.21,LOW,1,0.259891,60.08,0,LOW
MCH3877,2,11467.16,5733.58,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2188548006458825,0,0,0,0,0,0,0.0,1.0,0,3.19,LOW,1,0.270903,80.82,0,MEDIUM
MCH3878,1,22249.38,22249.38,1,0,1,0,0,1.0,0.0,0.0,1.0,3072.71,0.0,1.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.4755930940255868,1,0,0,1,0,0,0.0,1.0,0,48.05,MEDIUM,-1,-0.061128,1.13,1,LOW
MCH3879,1,16104.14,16104.14,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3234380822258104,0,0,0,0,0,0,0.0,1.0,0,2.28,LOW,1,0.265458,66.99,0,LOW
MCH3880,2,8267.08,4133.54,2,2,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Sankaran-M0dy,Transportation,Sole Proprietor,HYDERABAD,Telangana,ACTIVE,794.44,4131.0,1,0,0,4.203086450833291,4.203086450833291,0.4191404794435474,0.4191404794435474,0.1593590858278474,0,1,0,0,0,0,1.962611395780176e-05,1.0,0,7.89,LOW,1,0.159983,25.09,0,LOW
MCH3881,2,9290.91,4645.455,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.1773692708980251,0,0,0,0,0,0,0.0,1.0,0,2.98,LOW,1,0.271042,82.08,0,MEDIUM
MCH3882,1,0.488381,0.488381,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kannan PLC,Medical,INDIVIDUAL,Poona,Maharashtra,ACTIVE,1470.9,5912.0,1,0,0,-0.9996679713100824,0.9996679713100824,0.133461681778661,0.133461681778661,0.0193764749720531,0,0,0,0,0,0,4.6679024460718525e-06,1.0,0,0.76,LOW,1,0.243835,52.25,0,LOW
MCH3883,3,25364.77,8454.923333333332,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vohra and Sons,Hotels,INDIVIDUAL,mumbai,Maharashtra,ACTIVE,-2320.22,7011.0,1,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5579431126568128,0,0,0,0,0,0,0.0,1.0,0,6.21,LOW,1,0.272173,87.88,0,MEDIUM
MCH3884,3,20549.66,6849.886666666666,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.4293876537076139,0,0,0,0,0,0,0.0,1.0,0,5.57,LOW,1,0.272733,93.72,0,MEDIUM
MCH3885,4,46836.76,11709.19,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thakur Inc,transprt,Private Limited,Madras,Tamil Nadu,ACTIVE,618.81,4131.0,1,0,0,17.922108563210035,17.922108563210035,0.8575332256862501,0.8575332256862501,0.8534343559806236,1,0,0,0,0,0,8.368644070024298e-05,1.0,0,13.56,LOW,1,0.211205,44.06,0,LOW
MCH3886,1,17852.0,17852.0,1,1,0,0,0,0.0,0.0,0.0,1.0,1503.32,0.0,0.0,1.0,Gandhi Inc,eating place,Sole Proprietor,kolkata,West Bengal,ACTIVE,-3831.0,5812.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3621910321699167,0,0,0,1,0,0,0.0,1.0,0,27.48,MEDIUM,1,0.15467,23.59,0,LOW
MCH3887,1,5808.13,5808.13,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pa11a-Sah0ta,Hotel,PARTNERSHIP,Calcutta,West Bengal,INACTIVE,1596.95,7011.0,1,0,0,2.637014308525627,2.637014308525627,0.133461681778661,0.133461681778661,0.1162588498323189,0,0,0,0,0,1,1.2313413947794749e-05,1.0,0,1.25,LOW,1,0.258003,58.23,0,LOW
MCH3889,2,35809.72,17904.86,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bhagat-Sarna,Hotel,sole_proprietor,kolkata,West Bengal,ACTIVE,2088.06,7011.0,1,0,0,7.574878116529219,7.574878116529219,0.4191404794435474,0.4191404794435474,0.7222705254005714,0,0,0,0,0,0,3.537053612161303e-05,1.0,0,5.71,LOW,1,0.271845,85.85,0,MEDIUM
MCH3890,1,0.1545178,0.1545178,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tata-Bal,chemist,INDIVIDUAL,Poona,Maharashtra,ACTIVE,0.668,,1,0,0,-0.7686859281437125,0.7686859281437125,0.133461681778661,0.133461681778661,0.0062104086448888,0,0,0,0,0,0,3.5893426889937394e-06,1.0,0,0.7,LOW,1,0.243139,51.96,0,LOW
MCH3891,2,38072.25,19036.125,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.7520804868960378,0,0,0,0,0,0,0.0,1.0,0,5.86,LOW,1,0.273241,96.94,0,HIGH
MCH3892,1,6231.1,6231.1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1244565892435722,0,0,0,0,0,0,0.0,1.0,0,1.29,LOW,1,0.261087,61.81,0,LOW
MCH3893,5,45950.41,9190.082,5,3,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhingra-Chaudhuri,MEDICAL_STORE,SOLE-PROPRIETOR,chennai,Tamil Nadu,ACTIVE,2445.5,5912.0,1,0,0,2.757956246166428,2.757956246166428,0.9454105080114272,0.9454105080114272,0.8452366165693702,1,0,0,0,0,0,1.287814662179081e-05,1.0,0,12.95,LOW,1,0.225845,50.43,0,LOW
MCH3894,3,49138.600000000006,16379.533333333336,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8755434107564277,0,0,0,0,0,0,0.0,1.0,0,7.8,LOW,1,0.272253,89.36,0,MEDIUM
MCH3895,2,26782.38,13391.19,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Wable-Sarna,Hotels,PRIVATE_LIMITED,jaipur,Rajasthan,INACTIVE,797.39,,1,0,0,15.793777198108833,15.793777198108833,0.4191404794435474,0.4191404794435474,0.5835299962737548,0,1,0,0,0,1,7.374829776645711e-05,1.0,0,10.01,LOW,1,0.159941,25.08,0,LOW
MCH3896,3,45899.93,15299.976666666667,3,2,0,0,0,0.0,0.0,0.0,2.0,3333.6808,0.0,0.0,0.6666666666666666,"Bansal, Thakkar and Dar",Books,sole_proprietor,Bangalore,Karnataka,ACTIVE,0.0,5942.0,1,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8443671593590858,0,0,0,1,0,0,0.0,1.0,0,24.31,LOW,1,0.072516,9.3,0,LOW
MCH3897,2,8674.45,4337.225,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.165693702645634,1,0,0,0,0,0,0.0,1.0,0,12.92,LOW,1,0.187041,35.73,0,LOW
MCH3898,2,18888.34,9444.17,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wadhwa-Sahni,Fashion,PRIVATE_LIMITED,LDH,Punjab,ACTIVE,0.0,5699.0,1,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.3874052912681654,1,0,0,0,0,0,0.0,1.0,0,14.03,LOW,1,0.19318,38.99,0,LOW
MCH3899,1,11805.47,11805.47,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goswami-Bath,Transportation,Sole Proprietor,Hyderabad,Telangana,ACTIVE,-1271.48,4131.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.2256862501552602,0,0,0,0,0,0,0.0,1.0,0,1.8,LOW,1,0.263152,63.48,0,LOW
MCH3900,2,15494.37,7747.184999999999,2,1,0,0,0,0.0,0.0,0.0,1.0,485.1,0.0,0.0,0.5,Mand-Bedi,eating place,PRIVATE_LIMITED,Kolkata,West Bengal,ACTIVE,1036.74,5812.0,1,0,0,6.472640199085595,6.472640199085595,0.4191404794435474,0.4191404794435474,0.3096509750341572,0,0,0,1,0,0,3.0223688149435383e-05,1.0,0,16.14,LOW,1,0.170687,28.38,0,LOW
