complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,complaint_id_raw,txn_id_raw,user_id_raw,merchant_id_raw,disputed_amount_negative_flag,disputed_amount_missing_flag,txn_id_missing_flag,transaction_timestamp_missing_flag,reported_timestamp_missing_flag,bank_response_timestamp_missing_flag,critical_flag,high_flag
CBK0001790,TXN00000533,USR46536,MCH5535,2026-01-18 17:59:52,2026-02-03 00:00:00,6055.78,fraud,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,OPEN,2026-02-13 00:00:00,MEDIUM,Email,CBK0001790,TXN00000533,USR46536,MCH5535,0,0,0,0,0,0,0,0
CBK0000283,TXN00017871,USR39576,MCH3354,2026-01-17 10:50:06,2026-02-01 00:00:00,,fraud,Payment made to unknown merchant as per cust statement.,Rejected,,HIGH,ivr,CBK0000283,TXN00017871,USR39576,MCH3354,0,1,0,0,0,1,0,1
CBK0001613,TXN00012902,USR20076,MCH8345,2026-02-18 00:00:00,2026-02-20 00:00:00,586.88,Merchant Not Delivered,Customer says transaction was not authorized.,PENDING_BANK,2026-03-21 05:15:27,LOW,Email,CBK0001613,TXN00012902,USR20076,MCH8345,0,0,0,0,0,0,0,0
CBK0002598,TXN00012208,USR54794,MCH2336,2026-01-06 00:00:00,2026-01-09 00:00:00,5802.45,Fraud Suspected,Payment made to unknown merchant as per cust statement.,Closed,2026-10-01 00:00:00,MEDIUM,Branch,CBK0002598,TXN00012208,usr54794,MCH2336,0,0,0,0,0,0,0,0
CBK0001754,TXN00006873,USR_95486,MCH1520,2026-02-12 00:00:00,2026-02-14 11:52:00,,item not received,Customer says amount was debited twice. call dropped,REJECTED,2026-03-12 00:00:00,CRITICAL,Branch,CBK0001754,TXN00006873,usr_95486,MCH 1520,0,1,0,0,0,0,1,0
CBK0000642,TXN00009627,USR88037,MCH4516,2026-02-04 00:00:00,2026-02-07 00:00:00,10535.8,customer issue,Merchant service was not delivered after payment.,IN_PROGRESS,2026-09-02 00:00:00,LOW,Call Center,CBK0000642,TXN00009627,USR 88037,MCH-4516,0,0,0,0,0,0,0,0
CBK0000637,TXN00005214,USR91453,MCH6014,2026-02-06 00:00:00,2026-02-07 00:00:00,,delivery issue,Suspicious high-value payment disputed by customer.,IN_PROGRESS,2026-03-06 00:00:00,MEDIUM,chatbot,CBK0000637,TXN00005214,usr91453,MCH 6014,0,1,0,0,0,0,0,0
CBK0001718,TXN33788,USR_58639,MCH2757,2026-01-06 14:14:30,2026-01-07 00:00:00,-664.74,Wrong Amount,User reports money deducted but merchant denies receiving payment.,OPEN,2026-01-26 16:14:30,LOW,Branch,CBK0001718,TXN33788,usr_58639,mch2757,1,0,0,0,0,0,0,0
CBK0002437,TXN00007105,USR45914,MCH3247,2026-03-27 00:00:00,2026-03-27 21:16:00,,Wrong Amount,Payment made to unknown merchant as per customer statement. details missing,Pending Bank,2026-04-10 00:00:00,MEDIUM,Call Center,CBK0002437,TXN00007105,usr45914,MCH3247,0,1,0,0,0,0,0,0
CBK0000245,TXN00010561,USR45218,MCH8515,2026-02-05 03:39:40,2026-06-02 00:00:00,865.55,incorrect amount,Customer says amount was debited twice.,RESOLVED,,LOW,CHATBOT,CBK0000245,TXN00010561,USR45218,MCH 8515,0,0,0,0,0,1,0,0
CBK0001410,TXN-00012186,USR-14130,MCH6048,2026-01-04 00:00:00,2026-01-06 00:00:00,4466.44,scam,User says UPI PIN was not entered by them.,WIP,,LOW,ivr,CBK0001410,txn-00012186,USR-14130,MCH6048,0,0,0,0,0,1,0,0
CBK0001558,TXN00018011,USR_70587,MCH9995,2026-02-12 15:33:24,2026-12-02 00:00:00,550.29,amount mismatch,User claims account was compromised before transaction. NA,PENDING_BANK,2026-03-07 00:00:00,LOW,Email,CBK0001558,TXN00018011,usr_70587,MCH9995,0,0,0,0,0,0,0,0
CBK0000610,TXN00014090,USR65211,MCH6850,2026-03-24 17:38:00,2026-04-01 06:38:00,848.3,Account Takeover,User says UPI PIN was not entered by them.,Open,,MEDIUM,ivr,CBK0000610,TXN00014090,USR65211,MCH6850,0,0,0,0,0,1,0,0
CBK0002304,TXN00005004,USR24536,MCH6507,2026-02-25 16:37:09,,0.1095,Unauthorized Transaction,Customer says transaction was not authorized.,Resolved,2026-03-23 00:00:00,MEDIUM,Branch,CBK0002304,TXN00005004,USR24536,mch6507,0,0,0,0,1,0,0,0
CBK0000205,TXN00009947,USR49302,MCH7335,2026-01-24 11:39:04,2026-02-04 04:39:04,,UNAUTHORISED,Complaint received after multiple failed attempts.,WIP,2026-03-05 00:00:00,CRITICAL,App,CBK0000205,TXN00009947,USR49302,MCH7335,0,1,0,0,0,0,1,0
CBK0002199,TXN83913,USR69345,MCH1289,2026-03-17 20:54:58,2026-03-20 07:54:58,0.732,charged twice,Payment made to unknown merchant as per customer statement.,PENDING_BANK,2026-03-21 00:00:00,HIGH,Branch,CBK0002199,TXN83913,USR69345,MCH1289,0,0,0,0,0,0,0,1
CBK0000096,TXN00015289,USR24926,MCH9472,2026-03-29 09:32:00,2026-04-05 00:00:00,2649.1,service failed,Payment made to unknown merchant as per customer statement.,Closed,2026-04-26 00:00:00,LOW,ivr,CBK0000096,TXN00015289,USR24926,MCH9472,0,0,0,0,0,0,0,0
CBK0001480,TXN00010969,40561,MCH9717,2026-02-17 00:00:00,2026-02-20 00:00:00,1918.05,merchant service issue,Customer says amount was debited twice. call dropped,Open,2026-03-04 00:00:00,LOW,Call Center,CBK0001480,TXN00010969,40561,MCH9717,0,0,0,0,0,0,0,0
CBK0001125,TXN00011934,USR25357,8928,2026-02-18 00:00:00,,,service failed,User claims account was compromised before transaction.,CLOSED,2026-03-06 11:31:18,MEDIUM,Call Center,CBK0001125,TXN00011934,USR25357,8928,0,1,0,0,1,0,0,0
CBK0000842,TXN00002437,58147,MCH1299,2026-01-27 09:34:13,2026-02-02 00:00:00,1368.83,Fraud Suspected,Suspicious high-value payment disputed by customer.,PENDING_BANK,2026-03-01 00:00:00,HIGH,Call Center,CBK0000842,TXN00002437,58147,MCH1299,0,0,0,0,0,0,0,1
CBK0002364,TXN00001342,USR61151,MCH5245,2026-02-23 23:42:23,2026-03-03 00:00:00,0.2534,incorrect amount,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,2026-03-24 09:42:23,HIGH,ivr,CBK0002364,TXN00001342,USR 61151,MCH5245,0,0,0,0,0,0,0,1
CBK0000474,TXN00009795,USR24690,MCH8976,2026-03-27 00:00:00,2026-03-27 09:12:31,1506.67,double debit,Suspicious high-value payment disputed by customer.,RESOLVED,2026-04-22 00:00:00,LOW,IVR,CBK0000474,TXN00009795,USR24690,MCH8976,0,0,0,0,0,0,0,0
CBK0001677,TXN00005417,USR53957,MCH2848,2026-01-02 00:00:00,,2380.3,delivery issue,Payment made to unknown merchant as per customer statement.,Closed,2026-02-02 00:00:00,MEDIUM,App,CBK0001677,TXN00005417,USR 53957,MCH2848,0,0,0,0,1,0,0,0
CBK0002352,TXN00009981,USR92382,MCH2075,2026-03-11 00:00:00,2026-12-03 00:00:00,1850.41,FRAUD,Customer says transaction was not authorized.,CLOSED,2026-03-28 10:00:00,HIGH,Call Center,CBK0002352,TXN00009981,USR 92382,MCH2075,0,0,0,0,0,0,0,1
CBK0000055,TXN00017357,USR15485,MCH3992,2026-03-27 00:00:00,2026-03-29 00:00:00,3043.82,complaint,User claims account was compromised before txn.,IN_PROGRESS,,CRITICAL,chatbot,CBK0000055,TXN00017357,USR15485,MCH3992,0,0,0,0,0,1,1,0
CBK0002441,TXN00007492,USR71182,MCH9948,,2026-12-03 00:00:00,1969.45,Duplicate Debit,Customer says transaction was not authorized.,OPEN,,LOW,chatbot,CBK0002441,TXN00007492,usr71182,MCH9948,0,0,0,1,0,1,0,0
CBK0001193,TXN00014849,USR-27328,MCH4912,2026-01-19 00:00:00,2026-01-30 00:00:00,0.2302,double debit,merchant service was not delivered after payment.,REJECTED,2026-02-09 00:04:06,HIGH,Branch,CBK0001193,TXN00014849,USR-27328,MCH4912,0,0,0,0,0,0,0,1
CBK0002705,TXN00005717,USR91772,MCH2757,2026-01-19 17:45:15,2026-01-22 00:00:00,2449.38,Wrong Amount,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,2026-01-24 00:00:00,LOW,IVR,CBK0002705,TXN00005717,USR91772,MCH2757,0,0,0,0,0,0,0,0
CBK0001851,TXN00006293,USR95875,MCH2065,2026-02-27 00:00:00,2026-03-07 00:00:00,2387.22,delivery issue,Merchant service was not delivered after payment.,Pending Bank,2026-03-30 00:00:00,MEDIUM,IVR,CBK0001851,TXN00006293,USR95875,MCH2065,0,0,0,0,0,0,0,0
CBK0002384,TXN00005874,USR26867,MCH5264,,2026-03-06 03:25:03,,DUP_DEBIT,User says UPI PIN was not entered by them.,Resolved,2026-03-22 00:00:00,MEDIUM,Email,CBK0002384,TXN00005874,USR26867,MCH-5264,0,1,0,1,0,0,0,0
CBK0001729,TXN-00002228,USR56148,MCH6141,2026-02-09 09:11:00,2026-02-13 00:00:00,378.3,Wrong Amount,User claims account was compromised before transaction.,Pending Bank,2026-01-03 00:00:00,HIGH,chatbot,CBK0001729,txn-00002228,USR 56148,MCH6141,0,0,0,0,0,0,0,1
CBK0001485,TXN00000921,USR25087,MCH2266,2026-03-03 18:48:32,2026-08-03 00:00:00,1585.45,service failed,user claims account was compromised before transaction.,CLOSED,,LOW,Email,CBK0001485,TXN00000921,USR25087,MCH2266,0,0,0,0,0,1,0,0
CBK0002550,TXN00001381,USR44152,MCH1993,,2026-09-03 00:00:00,1001.43,incorrect amount,User claims account was compromised before transaction.,IN_PROGRESS,,LOW,ivr,CBK0002550,TXN00001381,USR44152,MCH 1993,0,0,0,1,0,1,0,0
CBK0001475,TXN00017932,USR30591,MCH4204,2026-01-28 00:00:00,,4452.54,no service,Suspicious high-value payment disputed by customer. details missing,OPEN,2026-02-23 12:38:55,CRITICAL,Branch,CBK0001475,TXN00017932,USR30591,MCH4204,0,0,0,0,1,0,1,0
CBK0000033,TXN00009708,USR97772,MCH5076,2026-01-18 00:00:00,2026-01-24 11:33:49,3007.22,amount mismatch,merchant service was not delivered after payment.,Rejected,2026-02-18 00:00:00,HIGH,ivr,CBK0000033,TXN00009708,USR97772,MCH-5076,0,0,0,0,0,0,0,1
CBK0001804,TXN00008462,USR37261,MCH2030,2026-03-04 19:34:51,2026-03-06 00:00:00,-884.33,Unauthorized Transaction,Customer says amount was debited twice.,Rejected,2026-03-11 01:34:51,LOW,Email,CBK0001804,TXN00008462,USR 37261,MCH2030,1,0,0,0,0,0,0,0
CBK0000724,TXN-00001310,USR27947,MCH2065,2026-02-13 06:58:57,2026-02-16 00:00:00,2026.3,unauth txn,Merchant service was not delivered after payment.,Open,2026-02-17 00:00:00,LOW,Branch,CBK0000724,txn-00001310,USR27947,MCH2065,0,0,0,0,0,0,0,0
CBK0002240,TXN00000019,USR40246,MCH4062,2026-02-26 00:00:00,2026-03-01 01:49:00,377.11,suspicious transaction,Customer says amount was debited twice.,In Progress,2026-03-08 01:49:15,HIGH,chatbot,CBK0002240,TXN00000019,USR40246,mch4062,0,0,0,0,0,0,0,1
CBK0001379,TXN00010182,USR52335,MCH5954,2026-03-31 00:00:00,2026-02-04 00:00:00,1252.47,ATO,User says UPI PIN was not entered by them.,CLOSED,2026-04-26 00:00:00,LOW,Branch,CBK0001379,TXN00010182,USR52335,MCH5954,0,0,0,0,0,0,0,0
CBK0000668,TXN00011231,USR61576,7063,2026-03-19 00:00:00,2026-03-15 00:00:00,4533.6,not done by me,User reports money deducted but merchant denies receiving payment. details missing,PENDING_BANK,2026-03-04 00:00:00,MEDIUM,IVR,CBK0000668,TXN00011231,usr61576,7063,0,0,0,0,0,0,0,0
CBK0000799,TXN00012446,USR75853,2771,2026-02-02 22:34:00,2026-02-03 21:34:00,1105.07,unauthorized_transaction,Customer says transaction was not authorized.,Rejected,,MEDIUM,ivr,CBK0000799,TXN00012446,USR75853,2771,0,0,0,0,0,1,0,0
CBK0000762,TXN00003810,USR65062,MCH5911,2026-01-23 00:00:00,2026-01-25 00:00:00,861.41,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,2026-02-12 00:00:00,MEDIUM,IVR,CBK0000762,TXN00003810,USR65062,MCH5911,0,0,0,0,0,0,0,0
CBK0002241,TXN00009947,USR75572,MCH3262,2026-01-01 00:00:00,2026-03-01 00:00:00,,Account Takeover,Merchant service was not delivered after payment. pls check asap,Open,2026-01-07 00:00:00,HIGH,Branch,CBK0002241,TXN00009947,USR 75572,MCH 3262,0,1,0,0,0,0,0,1
CBK0000120,TXN00005470,USR35882,MCH5805,2026-03-24 00:00:00,2026-03-25 00:00:00,881.56,complaint,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,OPEN,,MEDIUM,chatbot,CBK0000120,TXN00005470,usr35882,MCH 5805,0,0,0,0,0,1,0,0
CBK0001486,TXN00012555,USR32962,MCH5076,2026-01-08 00:00:00,,2740.59,customer issue,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,2026-01-09 00:00:00,LOW,IVR,CBK0001486,TXN00012555,usr32962,MCH5076,0,0,0,0,1,0,0,0
CBK0000278,TXN00018188,USR33934,MCH1639,2026-01-03 00:00:00,2026-01-05 00:00:00,609.57,customer issue,Payment made to unknown merchant as per customer statement.,In Progress,2026-03-02 00:00:00,CRITICAL,Branch,CBK0000278,TXN00018188,USR33934,MCH1639,0,0,0,0,0,0,1,0
CBK0001433,TXN00011103,USR93242,MCH9047,2026-01-02 23:19:14,2026-02-02 00:00:00,5968.43,double debit,Suspicious high-value payment disputed by cust.,Resolved,2026-02-25 04:19:00,LOW,Branch,CBK0001433,TXN00011103,USR93242,MCH9047,0,0,0,0,0,0,0,0
CBK0000423,TXN00012405,USR33721,MCH8247,2026-01-26 21:04:00,2026-02-11 00:00:00,0.1837,charged twice,User claims account was compromised before transaction.,Rejected,2026-12-03 00:00:00,MEDIUM,Branch,CBK0000423,TXN00012405,USR33721,mch8247,0,0,0,0,0,0,0,0
CBK0001435,TXN00004594,USR40538,MCH1070,2026-01-16 00:00:00,2026-01-16 21:36:00,262.38,fraud,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,2026-02-02 00:00:00,LOW,IVR,CBK0001435,TXN00004594,USR40538,MCH1070,0,0,0,0,0,0,0,0
CBK0001616,TXN00009207,USR49823,MCH8953,2026-04-02 00:00:00,2026-02-06 00:00:00,0.4915,Wrong Amount,Suspicious high-value payment disputed by customer.,Open,,HIGH,chatbot,CBK0001616,TXN00009207,USR 49823,MCH8953,0,0,0,0,0,1,0,1
CBK0001552,TXN00014793,USR10598,MCH1855,2026-01-21 18:47:00,2026-01-23 00:00:00,641.02,item not received,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,IN_PROGRESS,2026-02-02 00:00:00,HIGH,chatbot,CBK0001552,TXN00014793,USR 10598,mch1855,0,0,0,0,0,0,0,1
CBK0002116,TXN00018024,USR18423,MCH9655,2026-02-26 02:31:01,2026-02-28 00:00:00,,Merchant Not Delivered,user says upi pin was not entered by them.,CLOSED,2026-03-21 21:31:01,MEDIUM,chatbot,CBK0002116,TXN00018024,USR18423,MCH9655,0,1,0,0,0,0,0,0
CBK0001293,TXN00010530,USR99535,MCH4181,2026-03-21 18:14:15,2026-03-24 20:14:15,7652.76,DUP_DEBIT,User claims account was compromised before transaction.,Pending Bank,2026-04-21 00:00:00,HIGH,App,CBK0001293,TXN00010530,USR99535,MCH4181,0,0,0,0,0,0,0,1
CBK0000110,TXN-00005150,USR19275,MCH7578,2026-01-03 00:00:00,2026-01-01 00:00:00,2477.97,account hacked,Customer complaint text unclear due to poor call center notes.,Rejected,2026-01-20 18:56:14,MEDIUM,Call Center,CBK0000110,txn-00005150,USR19275,MCH7578,0,0,0,0,0,0,0,0
CBK0000851,TXN00015265,USR52830,MCH1188,2026-02-01 00:00:00,2026-02-05 00:00:00,9117.57,scam,User says UPI PIN was not entered by them.,CLOSED,2026-02-18 00:00:00,MEDIUM,IVR,CBK0000851,TXN00015265,USR52830,MCH-1188,0,0,0,0,0,0,0,0
CBK0000664,TXN00014659,USR74769,MCH9010,2026-03-12 13:53:38,2026-03-15 22:53:00,1093.6,Unauthorized Transaction,suspicious high-value payment disputed by customer.,Open,2026-03-21 00:00:00,CRITICAL,App,CBK0000664,TXN00014659,USR74769,MCH9010,0,0,0,0,0,0,1,0
CBK0000737,TXN-00008826,85122,MCH9786,2026-01-14 00:00:00,2026-01-24 00:00:00,1347.43,login compromised,Complaint received after multiple failed attempts.,Open,,LOW,Email,CBK0000737,txn-00008826,85122,MCH9786,0,0,0,0,0,1,0,0
CBK0001284,TXN-00000281,USR46321,MCH9422,2026-01-10 00:00:00,,-1426.33,item not received,User claims account was compromised before transaction.,REJECTED,2026-02-11 00:00:00,HIGH,Call Center,CBK0001284,txn-00000281,USR46321,MCH 9422,1,0,0,0,1,0,0,1
CBK0002010,TXN00008590,USR58106,MCH9878,2026-02-01 00:00:00,2026-02-06 00:00:00,0.283,incorrect amount,User claims account was compromised before transaction.,OPEN,2026-03-04 16:37:00,MEDIUM,Email,CBK0002010,TXN00008590,USR58106,MCH9878,0,0,0,0,0,0,0,0
CBK0002245,,USR77262,MCH9007,,2026-03-13 07:52:00,0.279,double debit,Payment made to unknown merchant as per cust statement.,In Progress,,MEDIUM,chatbot,CBK0002245,,USR77262,MCH9007,0,0,1,1,0,1,0,0
CBK0002235,TXN00009348,USR81487,MCH6056,2026-03-17 00:00:00,2026-05-01 00:00:00,2309.36,double debit,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,In Progress,,LOW,CHATBOT,CBK0002235,TXN00009348,USR81487,MCH6056,0,0,0,0,0,1,0,0
CBK0001762,TXN00011289,USR14871,MCH4080,2026-02-19 00:00:00,2026-02-27 00:00:00,1035.0,item not received,User reports money deducted but merchant denies receiving payment.,WIP,2026-03-22 04:25:49,HIGH,Branch,CBK0001762,TXN00011289,USR14871,MCH4080,0,0,0,0,0,0,0,1
CBK0001604,TXN00019626,USR38245,MCH7973,2026-02-09 00:00:00,2026-02-13 00:00:00,0.781,fraud,Suspicious high-value payment disputed by customer.,REJECTED,,MEDIUM,Email,CBK0001604,TXN00019626,USR38245,MCH7973,0,0,0,0,0,1,0,0
CBK0002182,TXN00015499,USR22939,MCH5631,2026-03-11 06:34:26,2026-03-14 00:00:00,1792.1,delivery issue,Customer says transaction was not authorized.,In Progress,,LOW,IVR,CBK0002182,TXN00015499,usr22939,MCH5631,0,0,0,0,0,1,0,0
CBK0000904,,USR46902,MCH9120,2026-03-24 00:00:00,2026-03-26 19:54:00,,Wrong Amount,Suspicious high-value payment disputed by customer.,IN_PROGRESS,2026-04-10 19:54:00,LOW,CHATBOT,CBK0000904,,USR 46902,MCH9120,0,1,1,0,0,0,0,0
CBK0002381,TXN00011829,USR54103,MCH7837,,2026-01-19 00:00:00,,suspicious transaction,Customer says transaction was not authorized.,Open,2026-01-28 00:00:00,HIGH,Call Center,CBK0002381,TXN00011829,usr54103,MCH7837,0,1,0,1,0,0,0,1
CBK0000835,TXN00016557,USR_82094,MCH3363,2026-03-20 00:00:00,2026-03-31 11:25:32,3670.72,account hacked,User claims account was compromised before transaction. pls check asap,Pending Bank,,MEDIUM,Call Center,CBK0000835,TXN00016557,usr_82094,MCH-3363,0,0,0,0,0,1,0,0
CBK0000403,TXN00014814,USR43455,MCH2055,2026-02-14 16:05:00,,7081.78,charged twice,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,2026-03-07 11:05:00,LOW,Call Center,CBK0000403,TXN00014814,USR43455,mch2055,0,0,0,0,1,0,0,0
CBK0000426,TXN00001222,USR40061,MCH7377,2026-01-13 00:00:00,2026-02-13 02:39:13,10359.87,service failed,User reports money deducted but merchant denies receiving payment.,Open,,MEDIUM,Email,CBK0000426,TXN00001222,USR40061,MCH7377,0,0,0,0,0,1,0,0
CBK0002539,TXN00001614,USR85040,MCH7599,2026-02-02 01:33:00,2026-02-04 00:00:00,0.13495,merchant service issue,customer says amount was debited twice.,Pending Bank,,LOW,ivr,CBK0002539,TXN00001614,usr85040,MCH7599,0,0,0,0,0,1,0,0
CBK0000672,TXN94670,USR23466,MCH2383,,2026-03-19 00:00:00,33780.71,charged twice,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,,LOW,Email,CBK0000672,TXN94670,USR23466,MCH2383,0,0,0,1,0,1,0,0
CBK0000170,TXN00016286,USR62841,MCH6175,2026-01-26 00:00:00,,800.41,unauthorized_transaction,customer says transaction was not authorized.,WIP,,MEDIUM,ivr,CBK0000170,TXN00016286,USR62841,mch6175,0,0,0,0,1,1,0,0
CBK0000632,TXN00016316,USR44482,MCH7297,2026-10-01 00:00:00,2026-01-13 00:00:00,0.5742,dispute raised,User says UPI PIN was not entered by them.,RESOLVED,2026-01-27 00:00:00,LOW,Call Center,CBK0000632,TXN00016316,USR44482,MCH7297,0,0,0,0,0,0,0,0
CBK0002133,TXN00010760,USR68349,MCH2383,,2026-01-17 03:43:00,1471.98,complaint,Customer complaint text unclear due to poor call center notes.,WIP,2026-04-02 00:00:00,MEDIUM,Branch,CBK0002133,TXN00010760,USR68349,MCH2383,0,0,0,1,0,0,0,0
CBK0001183,TXN00017897,USR88749,MCH7263,2026-01-25 00:00:00,2026-01-27 22:56:59,1234.0,dispute raised,Customer complaint text unclear due to poor call center notes.,Resolved,2026-02-17 22:56:00,MEDIUM,Branch,CBK0001183,TXN00017897,USR88749,MCH7263,0,0,0,0,0,0,0,0
CBK0000342,TXN00004782,USR30157,MCH5825,2026-01-23 00:00:00,2026-01-26 00:00:00,779.81,customer issue,Customer complaint text unclear due to poor call center notes.,Rejected,2026-02-07 00:00:00,MEDIUM,Call Center,CBK0000342,TXN00004782,USR30157,MCH5825,0,0,0,0,0,0,0,0
CBK0001451,TXN00003075,USR13134,MCH6033,2026-01-19 00:00:00,2026-03-02 00:00:00,2267.96,extra amount deducted,User claims account was compromised before transaction.,OPEN,2026-02-12 00:00:00,LOW,Email,CBK0001451,TXN00003075,USR 13134,MCH6033,0,0,0,0,0,0,0,0
CBK0002072,TXN00004967,USR42423,MCH8097,2026-02-21 04:46:00,2026-02-24 07:46:00,-952.74,charged twice,Suspicious high-value payment disputed by customer.,RESOLVED,,LOW,Call Center,CBK0002072,TXN00004967,USR42423,MCH8097,1,0,0,0,0,1,0,0
CBK0002486,TXN-00007604,USR_66432,MCH6076,2026-02-14 20:40:00,2026-02-20 00:00:00,440.35,delivery issue,Merchant service was not delivered after payment.,Open,2026-03-22 18:40:38,MEDIUM,CHATBOT,CBK0002486,txn-00007604,usr_66432,MCH6076,0,0,0,0,0,0,0,0
CBK0001104,TXN00007230,USR60004,MCH8097,2026-03-21 00:00:00,2026-03-22 00:00:00,4334.18,scam,Suspicious high-value payment disputed by customer.,Resolved,,CRITICAL,App,CBK0001104,TXN00007230,usr60004,MCH-8097,0,0,0,0,0,1,1,0
CBK0000824,TXN78658,USR57147,MCH4226,2026-02-18 00:00:00,2026-03-01 00:00:00,2283.69,extra amount deducted,User says UPI PIN was not entered by them.,Closed,2026-03-25 00:00:00,CRITICAL,IVR,CBK0000824,TXN78658,USR57147,MCH4226,0,0,0,0,0,0,1,0
CBK0000049,TXN00009231,USR41135,MCH3165,2026-03-11 00:00:00,,669.96,scam,Customer complaint text unclear due to poor call center notes.,WIP,2026-04-18 00:00:00,LOW,Branch,CBK0000049,TXN00009231,usr41135,MCH 3165,0,0,0,0,1,0,0,0
CBK0000576,TXN00019045,USR_84127,MCH4763,2026-02-13 00:00:00,2026-02-16 00:00:00,4841.06,unauthorized_transaction,customer complaint text unclear due to poor call center notes.,PENDING_BANK,2026-02-21 00:00:00,MEDIUM,Branch,CBK0000576,TXN00019045,usr_84127,mch4763,0,0,0,0,0,0,0,0
CBK0001936,TXN00016714,USR63167,MCH9457,2026-09-01 00:00:00,2026-01-12 00:00:00,,complaint,suspicious high-value payment disputed by customer.,Pending Bank,2026-02-07 00:00:00,MEDIUM,IVR,CBK0001936,TXN00016714,USR63167,MCH9457,0,1,0,0,0,0,0,0
CBK0000103,TXN00008797,USR69455,MCH2902,2026-03-29 03:22:50,2026-03-31 00:00:00,980.58,account hacked,User says UPI PIN was not entered by them.,Pending Bank,2026-04-02 00:00:00,MEDIUM,IVR,CBK0000103,TXN00008797,USR69455,MCH 2902,0,0,0,0,0,0,0,0
CBK0001724,TXN00001257,USR18577,MCH5237,2026-06-02 00:00:00,2026-02-07 03:04:41,2576.33,Fraud Suspected,customer says transaction was not authorized.,Closed,2026-01-03 00:00:00,LOW,ivr,CBK0001724,TXN00001257,USR18577,MCH5237,0,0,0,0,0,0,0,0
CBK0000243,TXN00006922,USR46902,MCH2461,2026-02-13 00:00:00,2026-02-15 00:00:00,-1272.25,suspicious transaction,User claims account was compromised before transaction.,Closed,2026-02-17 00:00:00,LOW,App,CBK0000243,TXN00006922,usr46902,MCH2461,1,0,0,0,0,0,0,0
CBK0000515,TXN00005131,USR30157,MCH8694,,2026-02-09 07:20:00,9968.68,customer issue,Payment made to unknown merchant as per customer statement.,Open,,MEDIUM,CHATBOT,CBK0000515,TXN00005131,USR30157,MCH-8694,0,0,0,1,0,1,0,0
CBK0002691,TXN00002791,USR22598,MCH2822,2026-01-27 20:56:14,2026-02-11 00:00:00,15201.89,service failed,Customer says transaction was not authorized.,Open,2026-02-23 20:56:14,CRITICAL,IVR,CBK0002691,TXN00002791,USR22598,MCH2822,0,0,0,0,0,0,1,0
CBK0001254,TXN00015085,USR72505,MCH4244,2026-03-23 07:03:00,2026-03-26 22:03:00,3569.92,charged twice,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Open,,LOW,Branch,CBK0001254,TXN00015085,USR72505,MCH4244,0,0,0,0,0,1,0,0
CBK0002569,TXN00012026,USR10288,MCH8779,2026-01-12 00:00:00,,0.4655,Account Takeover,Payment made to unknown merchant as per customer statement.,REJECTED,2026-01-25 00:00:00,LOW,App,CBK0002569,TXN00012026,USR10288,MCH8779,0,0,0,0,1,0,0,0
CBK0000912,TXN00017717,USR72474,MCH8508,2026-02-19 00:00:00,2026-02-21 00:00:00,24414.54,suspicious transaction,Complaint received after multiple failed attempts.,Open,2026-03-11 00:00:00,LOW,Email,CBK0000912,TXN00017717,USR72474,MCH8508,0,0,0,0,0,0,0,0
CBK0000379,TXN00005013,USR11871,MCH1785,2026-02-09 22:37:06,2026-02-12 17:37:06,1946.17,Wrong Amount,User claims account was compromised before transaction.,OPEN,2026-03-10 00:00:00,LOW,App,CBK0000379,TXN00005013,USR11871,MCH1785,0,0,0,0,0,0,0,0
CBK0000529,TXN00016687,USR79572,MCH6500,2026-01-10 12:15:27,2026-01-11 00:00:00,15660.34,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,CLOSED,,MEDIUM,ivr,CBK0000529,TXN00016687,USR79572,MCH 6500,0,0,0,0,0,1,0,0
CBK0001805,TXN00007244,USR76141,MCH3777,2026-03-25 00:00:00,2026-03-27 22:50:39,3040.89,Account Takeover,User claims account was compromised before transaction.,IN_PROGRESS,2026-04-19 00:00:00,HIGH,CHATBOT,CBK0001805,TXN00007244,USR76141,MCH3777,0,0,0,0,0,0,0,1
CBK0000881,TXN00009647,USR95891,MCH5076,2026-03-28 00:00:00,2026-04-01 00:00:00,,merchant service issue,User reports money deducted but merchant denies receiving payment.,In Progress,2026-04-03 01:09:00,MEDIUM,ivr,CBK0000881,TXN00009647,USR95891,MCH5076,0,1,0,0,0,0,0,0
