component_id,user_count,merchant_count,edge_count,total_transactions,total_amount,total_chargebacks,chargeback_rate,network_density,max_shared_users_per_merchant,shared_merchant_count,avg_relationship_risk,max_relationship_risk,network_risk_score,risk_band,signals
2314,2,1,2,2,40233.32,1,0.5,1.0,2,1,42.83,57.92,60.95,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1786,6,2,7,7,94459.2,2,0.2857,0.5833,5,2,36.4,60.41,60.95,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4604,1,1,1,1,17722.05,1,1.0,1.0,1,0,59.63,59.63,60.93,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1051,2,1,2,2,28738.76,1,0.5,1.0,2,1,42.71,54.06,60.92,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2866,2,1,2,2,42042.34,1,0.5,1.0,2,1,42.69,56.4,60.92,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4992,3,1,3,3,16005.64,1,0.3333,1.0,3,1,27.1,48.41,60.92,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1010,2,1,2,2,30406.97,1,0.5,1.0,2,1,42.68,62.78,60.92,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3461,3,1,3,3,13630.62,1,0.3333,1.0,3,1,26.97,47.64,60.9,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1163,3,1,3,3,16685.24,1,0.3333,1.0,3,1,26.97,44.1,60.9,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
4225,1,1,1,1,24940.73,1,1.0,1.0,1,0,59.46,59.46,60.89,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2508,1,1,1,1,21568.23,1,1.0,1.0,1,0,59.41,59.41,60.88,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4359,3,1,3,3,12518.1,1,0.3333,1.0,3,1,26.86,45.71,60.88,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
4746,2,1,2,2,28526.51,1,0.5,1.0,2,1,42.48,55.61,60.88,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2624,1,1,1,1,24731.51,1,1.0,1.0,1,0,59.34,59.34,60.87,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4085,3,1,3,3,9817.7,1,0.3333,1.0,3,1,26.8,46.27,60.86,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
5620,1,1,1,1,24511.97,1,1.0,1.0,1,0,59.2,59.2,60.84,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4427,2,1,2,2,7069.81,1,0.5,1.0,2,1,42.3,63.72,60.84,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4583,1,1,1,1,24378.11,1,1.0,1.0,1,0,59.12,59.12,60.83,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3909,3,1,3,3,6989.75,1,0.3333,1.0,3,1,26.63,46.17,60.83,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
3339,1,1,1,1,24415.67,1,1.0,1.0,1,0,59.15,59.15,60.83,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5041,1,1,1,1,21408.57,1,1.0,1.0,1,0,59.04,59.04,60.81,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3338,2,1,2,2,32437.9,1,0.5,1.0,2,1,42.08,58.51,60.8,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1549,2,1,2,2,13195.51,1,0.5,1.0,2,1,42.1,53.91,60.8,HIGH,HIGH_CHARGEBACK_CONCENTRATION
138,11,3,13,13,174801.94,3,0.2308,0.3939,6,3,35.96,68.49,60.79,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
371,3,1,3,3,6818.82,1,0.3333,1.0,3,1,26.42,45.86,60.79,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
2639,2,1,2,2,39724.29,1,0.5,1.0,2,1,42.01,54.78,60.78,HIGH,HIGH_CHARGEBACK_CONCENTRATION
632,3,1,3,3,6066.25,1,0.3333,1.0,3,1,26.39,47.13,60.78,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
989,1,1,1,1,23990.21,1,1.0,1.0,1,0,58.89,58.89,60.78,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4685,1,1,1,1,23913.15,1,1.0,1.0,1,0,58.84,58.84,60.77,HIGH,HIGH_CHARGEBACK_CONCENTRATION
74,6,2,7,7,99744.7,2,0.2857,0.5833,5,2,35.47,52.14,60.77,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
5187,1,1,1,1,20562.33,1,1.0,1.0,1,0,58.82,58.82,60.77,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4566,1,1,1,1,16342.48,1,1.0,1.0,1,0,58.78,58.78,60.76,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4156,1,1,1,1,16348.58,1,1.0,1.0,1,0,58.79,58.79,60.76,HIGH,HIGH_CHARGEBACK_CONCENTRATION
859,2,1,2,2,6497.27,1,0.5,1.0,2,1,41.91,46.12,60.76,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3075,6,2,7,7,85613.38,2,0.2857,0.5833,5,2,35.45,56.11,60.76,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
978,2,1,2,2,11081.77,1,0.5,1.0,2,1,41.86,46.07,60.75,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5076,1,1,1,1,18187.66,1,1.0,1.0,1,0,58.67,58.67,60.74,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4214,2,1,2,2,39042.42,1,0.5,1.0,2,1,41.8,58.48,60.74,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1199,2,1,2,2,39008.43,1,0.5,1.0,2,1,41.8,59.32,60.74,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3017,2,1,2,2,2853.16,1,0.5,1.0,2,1,41.78,66.0,60.74,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3335,3,1,3,3,7266.82,1,0.3333,1.0,3,1,26.2,45.77,60.74,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1473,2,1,2,2,11853.39,1,0.5,1.0,2,1,41.75,62.88,60.73,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2716,1,1,1,1,18451.32,1,1.0,1.0,1,0,58.64,58.64,60.73,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4324,3,1,3,3,2895.33,1,0.3333,1.0,3,1,26.05,45.39,60.71,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
3689,2,1,2,2,42520.79,1,0.5,1.0,2,1,41.59,54.94,60.7,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2054,3,1,3,3,6779.91,1,0.3333,1.0,3,1,25.96,47.89,60.7,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
4964,2,1,2,2,30871.96,1,0.5,1.0,2,1,41.58,52.7,60.7,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4816,2,1,2,2,38167.67,1,0.5,1.0,2,1,41.55,53.67,60.69,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4877,1,1,1,1,23204.02,1,1.0,1.0,1,0,58.39,58.39,60.68,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3736,2,1,2,2,37931.26,1,0.5,1.0,2,1,41.48,57.29,60.68,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1232,8,2,9,9,99262.65,3,0.3333,0.5625,5,2,34.65,57.65,60.67,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4981,2,1,2,2,37671.25,1,0.5,1.0,2,1,41.39,54.67,60.66,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1588,3,1,3,3,2044.59,1,0.3333,1.0,3,1,25.75,44.8,60.65,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1403,5,2,6,6,69266.25,2,0.3333,0.6,5,1,34.53,57.2,60.62,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4782,1,1,1,1,22612.8,1,1.0,1.0,1,0,58.07,58.07,60.62,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3230,2,1,2,2,31772.91,1,0.5,1.0,2,1,41.16,57.26,60.61,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5443,1,1,1,1,24666.12,1,1.0,1.0,1,0,58.05,58.05,60.61,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3024,2,1,2,2,30905.8,1,0.5,1.0,2,1,41.17,59.73,60.61,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3587,2,1,2,2,33503.03,1,0.5,1.0,2,1,41.08,58.38,60.6,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4425,2,1,2,2,36704.53,1,0.5,1.0,2,1,41.1,52.75,60.6,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1962,12,3,14,14,196099.94,4,0.2857,0.3889,6,3,34.76,58.74,60.6,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3627,1,1,1,1,21553.48,1,1.0,1.0,1,0,57.97,57.97,60.6,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2518,1,1,1,1,9825.71,1,1.0,1.0,1,0,57.94,57.94,60.59,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4711,1,2,2,2,42905.56,1,0.5,1.0,1,0,53.52,78.47,60.59,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3261,2,1,2,2,3994.07,1,0.5,1.0,2,1,41.01,64.17,60.58,HIGH,HIGH_CHARGEBACK_CONCENTRATION
647,1,1,1,1,14827.93,1,1.0,1.0,1,0,57.91,57.91,60.58,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4562,2,1,2,2,36242.16,1,0.5,1.0,2,1,40.98,52.89,60.58,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1127,2,1,2,2,37347.03,1,0.5,1.0,2,1,41.0,56.39,60.58,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3158,1,1,1,1,22350.8,1,1.0,1.0,1,0,57.91,57.91,60.58,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2702,2,1,2,2,6611.76,1,0.5,1.0,2,1,40.94,47.8,60.57,HIGH,HIGH_CHARGEBACK_CONCENTRATION
214,2,1,2,2,18651.02,1,0.5,1.0,2,1,40.86,55.1,60.55,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2814,2,1,2,2,35688.43,1,0.5,1.0,2,1,40.81,58.08,60.54,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5305,2,1,2,2,37693.62,1,0.5,1.0,2,1,40.78,54.6,60.54,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3473,2,1,2,2,30063.72,1,0.5,1.0,2,1,40.74,54.71,60.53,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1993,2,1,2,2,35344.6,1,0.5,1.0,2,1,40.71,56.86,60.52,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2841,3,1,3,3,949.31,1,0.3333,1.0,3,1,25.04,44.44,60.51,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
5354,2,1,2,2,36154.67,1,0.5,1.0,2,1,40.64,56.12,60.51,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4032,2,1,2,2,29623.0,1,0.5,1.0,2,1,40.59,49.45,60.5,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1209,3,1,3,3,8913.65,1,0.3333,1.0,3,1,24.95,45.99,60.49,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
5567,1,1,1,1,21535.45,1,1.0,1.0,1,0,57.42,57.42,60.49,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4141,2,1,2,2,34380.56,1,0.5,1.0,2,1,40.42,53.68,60.47,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3647,1,1,1,1,21416.0,1,1.0,1.0,1,0,57.35,57.35,60.47,HIGH,HIGH_CHARGEBACK_CONCENTRATION
842,2,1,2,2,29215.13,1,0.5,1.0,2,1,40.39,52.85,60.46,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3495,1,1,1,1,21312.45,1,1.0,1.0,1,0,57.28,57.28,60.46,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3675,1,1,1,1,21358.15,1,1.0,1.0,1,0,57.31,57.31,60.46,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1615,1,1,1,1,21216.21,1,1.0,1.0,1,0,57.23,57.23,60.45,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5345,1,1,1,1,21278.79,1,1.0,1.0,1,0,57.26,57.26,60.45,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3998,2,1,2,2,39338.92,1,0.5,1.0,2,1,40.33,58.03,60.45,HIGH,HIGH_CHARGEBACK_CONCENTRATION
206,2,1,2,2,39265.35,1,0.5,1.0,2,1,40.32,59.62,60.44,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2373,2,1,2,2,33869.22,1,0.5,1.0,2,1,40.27,56.34,60.43,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1491,2,1,2,2,33795.78,1,0.5,1.0,2,1,40.23,52.48,60.43,HIGH,HIGH_CHARGEBACK_CONCENTRATION
881,2,1,2,2,31648.84,1,0.5,1.0,2,1,40.23,59.82,60.43,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3040,2,1,2,2,33471.77,1,0.5,1.0,2,1,40.13,50.71,60.41,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5402,1,1,1,1,8264.89,1,1.0,1.0,1,0,57.02,57.02,60.41,HIGH,HIGH_CHARGEBACK_CONCENTRATION
627,1,1,1,1,16595.74,1,1.0,1.0,1,0,56.97,56.97,60.4,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1899,1,1,1,1,24934.55,1,1.0,1.0,1,0,56.97,56.97,60.4,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2858,8,2,9,9,130013.27,2,0.2222,0.5625,5,2,33.28,51.52,60.39,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
538,7,2,8,8,113668.5,2,0.25,0.5714,5,2,33.53,56.16,60.39,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3676,1,1,1,1,13221.13,1,1.0,1.0,1,0,56.96,56.96,60.39,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2637,3,1,3,3,1451.83,1,0.3333,1.0,3,1,24.36,47.55,60.38,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
5784,1,1,1,1,13288.19,1,1.0,1.0,1,0,56.91,56.91,60.38,HIGH,HIGH_CHARGEBACK_CONCENTRATION
543,2,1,2,2,32856.39,1,0.5,1.0,2,1,39.96,57.7,60.37,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2023,11,3,13,13,138499.2,3,0.2308,0.3939,6,3,33.87,61.11,60.37,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3711,1,1,1,1,20449.69,1,1.0,1.0,1,0,56.79,56.79,60.36,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5372,1,1,1,1,15287.43,1,1.0,1.0,1,0,56.76,56.76,60.35,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4819,2,1,2,2,32524.17,1,0.5,1.0,2,1,39.86,52.69,60.35,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2304,7,2,8,8,78225.09,2,0.25,0.5714,5,2,33.29,80.25,60.35,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
5519,1,1,1,1,20254.73,1,1.0,1.0,1,0,56.67,56.67,60.34,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1712,2,1,2,2,36470.71,1,0.5,1.0,2,1,39.78,50.66,60.34,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4993,1,1,1,1,20189.71,1,1.0,1.0,1,0,56.64,56.64,60.33,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4574,1,1,1,1,14973.35,1,1.0,1.0,1,0,56.57,56.57,60.32,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5013,2,1,2,2,31999.19,1,0.5,1.0,2,1,39.69,50.77,60.32,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1028,2,1,2,2,26782.38,1,0.5,1.0,2,1,39.64,57.85,60.31,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3881,2,1,2,2,31870.18,1,0.5,1.0,2,1,39.67,57.24,60.31,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2063,2,1,2,2,30051.67,1,0.5,1.0,2,1,39.55,52.77,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
626,2,1,2,2,31369.89,1,0.5,1.0,2,1,39.52,52.36,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5444,2,1,2,2,27306.48,1,0.5,1.0,2,1,39.56,59.22,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2678,2,1,2,2,24080.62,1,0.5,1.0,2,1,39.55,51.13,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2828,2,1,2,2,16699.02,1,0.5,1.0,2,1,39.55,54.17,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5617,1,1,1,1,19826.63,1,1.0,1.0,1,0,56.42,56.42,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5201,1,1,1,1,17795.95,1,1.0,1.0,1,0,56.46,56.46,60.29,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2504,2,1,2,2,23753.18,1,0.5,1.0,2,1,39.42,60.77,60.27,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4655,1,1,1,1,19676.53,1,1.0,1.0,1,0,56.33,56.33,60.27,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4127,1,1,1,1,17337.94,1,1.0,1.0,1,0,56.27,56.27,60.26,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4861,2,1,2,2,35091.14,1,0.5,1.0,2,1,39.38,53.46,60.26,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4802,2,1,2,2,30979.01,1,0.5,1.0,2,1,39.4,57.2,60.26,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5698,1,1,1,1,17735.93,1,1.0,1.0,1,0,56.24,56.24,60.25,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2130,2,1,2,2,25713.02,1,0.5,1.0,2,1,39.33,60.04,60.25,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3664,2,1,2,2,34952.17,1,0.5,1.0,2,1,39.34,52.85,60.25,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4589,1,1,1,1,12052.46,1,1.0,1.0,1,0,56.26,56.26,60.25,HIGH,HIGH_CHARGEBACK_CONCENTRATION
413,2,1,2,2,32861.14,1,0.5,1.0,2,1,39.32,50.64,60.24,HIGH,HIGH_CHARGEBACK_CONCENTRATION
17,1,1,1,1,14301.02,1,1.0,1.0,1,0,56.17,56.17,60.24,HIGH,HIGH_CHARGEBACK_CONCENTRATION
285,2,1,2,2,30556.0,1,0.5,1.0,2,1,39.24,49.98,60.23,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1743,1,1,1,1,24596.14,1,1.0,1.0,1,0,56.14,56.14,60.23,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3608,2,1,2,2,32440.47,1,0.5,1.0,2,1,39.23,51.83,60.23,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5807,2,1,2,2,1927.94,1,0.5,1.0,2,1,39.19,44.79,60.22,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5072,1,1,1,1,19253.06,1,1.0,1.0,1,0,56.08,56.08,60.22,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3867,2,1,2,2,30204.35,1,0.5,1.0,2,1,39.18,51.92,60.22,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4613,1,1,1,1,11767.81,1,1.0,1.0,1,0,56.1,56.1,60.22,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5221,2,1,2,2,3601.19,1,0.5,1.0,2,1,39.18,60.72,60.22,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4973,2,1,2,2,30314.89,1,0.5,1.0,2,1,39.19,57.46,60.22,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4724,2,1,2,2,32250.83,1,0.5,1.0,2,1,39.16,56.05,60.21,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3301,2,1,2,2,25204.47,1,0.5,1.0,2,1,39.16,51.75,60.21,HIGH,HIGH_CHARGEBACK_CONCENTRATION
541,2,1,2,2,26924.3,1,0.5,1.0,2,1,39.16,48.32,60.21,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5581,2,1,2,2,35008.7,1,0.5,1.0,2,1,39.04,52.64,60.19,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5070,2,1,2,2,29823.02,1,0.5,1.0,2,1,39.05,48.43,60.19,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4002,1,1,1,1,21145.16,1,1.0,1.0,1,0,55.9,55.9,60.18,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4509,1,1,1,1,18893.0,1,1.0,1.0,1,0,55.87,55.87,60.18,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3238,9,3,11,11,141901.81,3,0.2727,0.4074,6,3,33.22,59.77,60.18,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4394,2,1,2,2,29404.97,1,0.5,1.0,2,1,38.93,54.59,60.17,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4990,2,1,2,2,30541.48,1,0.5,1.0,2,1,38.95,54.26,60.17,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2676,9,2,10,10,161236.98,2,0.2,0.5556,5,2,31.82,52.79,60.17,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4849,2,1,2,2,19458.61,1,0.5,1.0,2,1,38.88,51.25,60.16,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2760,1,1,1,1,22934.55,1,1.0,1.0,1,0,55.76,55.76,60.15,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1645,2,1,2,2,29306.78,1,0.5,1.0,2,1,38.87,49.93,60.15,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5473,1,1,1,1,13490.27,1,1.0,1.0,1,0,55.68,55.68,60.14,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3880,1,1,1,1,23856.92,1,1.0,1.0,1,0,55.7,55.7,60.14,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3437,2,1,2,2,21564.16,1,0.5,1.0,2,1,38.76,56.64,60.13,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4226,2,1,2,2,24683.96,1,0.5,1.0,2,1,38.73,57.05,60.13,HIGH,HIGH_CHARGEBACK_CONCENTRATION
3804,2,1,2,2,21366.94,1,0.5,1.0,2,1,38.71,49.08,60.12,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2443,2,1,2,2,30424.42,1,0.5,1.0,2,1,38.59,49.47,60.1,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4420,2,1,2,2,23346.57,1,0.5,1.0,2,1,38.59,55.3,60.1,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5117,2,1,2,2,15738.97,1,0.5,1.0,2,1,38.49,50.58,60.08,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2276,2,1,2,2,33086.75,1,0.5,1.0,2,1,38.47,48.34,60.07,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5027,2,1,2,2,32799.54,1,0.5,1.0,2,1,38.36,58.7,60.05,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4620,2,1,2,2,28527.88,1,0.5,1.0,2,1,38.34,55.91,60.05,HIGH,HIGH_CHARGEBACK_CONCENTRATION
2651,2,1,2,2,27443.2,1,0.5,1.0,2,1,38.33,56.88,60.05,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5659,1,1,1,1,15459.27,1,1.0,1.0,1,0,55.18,55.18,60.04,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4616,2,1,2,2,27983.25,1,0.5,1.0,2,1,38.19,53.08,60.02,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1759,2,1,2,2,32336.65,1,0.5,1.0,2,1,38.22,50.84,60.02,HIGH,HIGH_CHARGEBACK_CONCENTRATION
5780,1,1,1,1,21842.11,1,1.0,1.0,1,0,55.11,55.11,60.02,HIGH,HIGH_CHARGEBACK_CONCENTRATION
1881,2,1,2,2,31200.9,1,0.5,1.0,2,1,38.21,47.18,60.02,HIGH,HIGH_CHARGEBACK_CONCENTRATION
4424,2,1,2,2,21840.3,1,0.5,1.0,2,1,38.2,55.76,60.02,HIGH,HIGH_CHARGEBACK_CONCENTRATION
864,11,2,12,12,124562.17,2,0.1667,0.5455,7,2,26.06,50.45,60.01,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4582,2,1,2,2,24610.41,1,0.5,1.0,2,1,38.13,57.8,60.01,HIGH,HIGH_CHARGEBACK_CONCENTRATION
590,7,2,8,8,66349.09,2,0.25,0.5714,5,2,31.59,57.05,60.01,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
