user_id,txn_count,total_transaction_value,avg_transaction_value,median_transaction_value,unique_merchants,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failed_txn_rate,pending_txn_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,kyc_status,risk_segment,pan_valid_flag,aadhaar_valid_flag,aadhaar_masked_flag,monthly_income,city,state,kyc_match_flag,kyc_verified_flag,kyc_high_risk_flag,txn_count_percentile,transaction_value_percentile,merchant_diversity_percentile,high_failure_behavior_flag,high_pending_behavior_flag,negative_amount_behavior_flag,high_chargeback_behavior_flag,critical_chargeback_flag,kyc_risk_signal,identity_quality_risk,user_risk_score,risk_band
USR11157,1,10649.78,10649.78,10649.78,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.44781295446918,0.4454357310661148,0,0,0,0,0,1,1.0,31.7,MEDIUM
USR11158,1,17981.92,17981.92,17981.92,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7063989260543685,0.4454357310661148,0,0,0,0,0,1,1.0,33.64,MEDIUM
USR11160,1,21617.83,21617.83,21617.83,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,60563.0,Calcutta,West Bengal,1,0,0,0.4454357310661148,0.8343494798075848,0.4454357310661148,1,0,0,0,0,1,0.0,44.6,MEDIUM
USR11167,1,0.988296,0.988296,0.988296,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0898310773017116,0.4454357310661148,1,0,0,0,0,1,1.0,49.01,MEDIUM
USR11168,1,6787.83,6787.83,6787.83,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.3183241973375098,0.4454357310661148,0,0,0,0,0,1,1.0,30.73,MEDIUM
USR11173,1,4606.85,4606.85,4606.85,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.24446246783756573,0.4454357310661148,0,0,0,0,0,1,1.0,30.17,MEDIUM
USR11183,1,8272.52,8272.52,8272.52,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.36642801208188835,0.4454357310661148,0,0,0,0,0,1,1.0,31.09,MEDIUM
USR11184,1,12260.0,12260.0,12260.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,0.0,0.0,5175.0,amritsar,Punjab,1,1,0,0.4454357310661148,0.5047544468061305,0.4454357310661148,0,0,0,0,0,0,0.5,12.13,LOW
USR11191,1,13661.51,13661.51,13661.51,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5535854122385054,0.4454357310661148,0,0,0,0,0,1,1.0,32.49,MEDIUM
USR11199,1,14423.97,14423.97,14423.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5790916209866875,0.4454357310661148,0,0,0,0,0,1,1.0,32.68,MEDIUM
USR11200,1,15540.4,15540.4,15540.4,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6183577581384943,0.4454357310661148,0,0,0,0,0,1,1.0,32.98,MEDIUM
USR11209,1,0.602436,0.602436,0.602436,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.07450497818547935,0.4454357310661148,0,0,0,0,0,1,1.0,28.9,MEDIUM
USR11215,1,22371.47,22371.47,22371.47,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8621210426222172,0.4454357310661148,1,0,0,0,0,1,1.0,54.81,HIGH
USR11221,1,16.02,16.02,16.02,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.09075399932878397,0.4454357310661148,0,0,0,0,0,1,1.0,29.02,MEDIUM
USR11233,1,21942.96,21942.96,21942.96,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,32001.0,Hyd,Telangana,1,1,0,0.4454357310661148,0.8471305515158295,0.4454357310661148,0,0,0,0,0,0,0.5,14.69,LOW
USR11235,1,24429.92,24429.92,24429.92,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,0.0,0.0,0.64813,Poona,Maharashtra,1,1,0,0.4454357310661148,0.9354513927732409,0.4454357310661148,0,0,0,0,0,0,0.5,15.36,LOW
USR11258,1,10636.0,10636.0,10636.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4472815751202595,0.4454357310661148,1,0,0,0,0,1,1.0,51.7,HIGH
USR11263,1,21824.99,21824.99,21824.99,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,21356.0,Bengaluru,Karnataka,1,1,0,0.4454357310661148,0.8416489540217027,0.4454357310661148,0,0,0,0,0,0,0.0,9.65,LOW
USR11264,2,6873.81,3436.905,3436.905,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.3216802774359548,0.94110079427229,0,0,0,0,0,1,1.0,34.47,MEDIUM
USR11267,1,13357.2,13357.2,13357.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5427340865868665,0.4454357310661148,0,0,0,0,0,1,1.0,32.41,MEDIUM
USR11274,1,6313.0,6313.0,6313.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.30165566618189954,0.4454357310661148,0,0,0,0,0,1,1.0,30.6,MEDIUM
USR11275,2,30384.83,15192.415,15192.415,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.9728716858709028,0.94110079427229,0,0,0,0,0,1,1.0,39.35,MEDIUM
USR11290,1,23046.92,23046.92,23046.92,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8853898646381027,0.4454357310661148,0,0,0,0,0,1,1.0,34.98,MEDIUM
USR11291,1,13671.93,13671.93,13671.93,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.554200693589887,0.4454357310661148,0,0,0,0,0,1,1.0,32.5,MEDIUM
USR11294,1,21780.96,21780.96,21780.96,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,0.0,0.0,54754.0,Jaipur,Rajasthan,1,1,0,0.4454357310661148,0.8399149793041727,0.4454357310661148,0,0,0,0,0,0,0.5,14.64,LOW
USR11299,1,9744.83,9744.83,9744.83,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,48744.0,Lucknow,Uttar Pradesh,1,1,0,0.4454357310661148,0.4164895402170265,0.4454357310661148,0,1,0,0,0,0,0.0,16.46,LOW
USR11301,1,4218.51,4218.51,4218.51,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,16836.0,MUMBAI,Maharashtra,1,1,0,0.4454357310661148,0.2314576574560913,0.4454357310661148,0,0,0,0,0,0,0.0,5.08,LOW
USR11305,1,5309.0,5309.0,5309.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.26837453853898646,0.4454357310661148,0,0,0,0,0,1,1.0,30.35,MEDIUM
USR11307,1,-1746.3,-1746.3,-1746.3,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,18770.0,Chennai,Tamil Nadu,1,1,0,0.4454357310661148,0.14811500167804004,0.4454357310661148,0,0,1,0,0,0,0.5,19.45,LOW
USR11331,1,23687.46,23687.46,23687.46,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,20552.0,Amritsar,Punjab,1,1,0,0.4454357310661148,0.9097773800201365,0.4454357310661148,0,0,0,0,0,0,0.0,10.16,LOW
USR11337,1,21964.48,21964.48,21964.48,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,75427.0,chennai,Tamil Nadu,1,0,0,0.4454357310661148,0.847857702203826,0.4454357310661148,0,0,0,0,0,1,0.0,24.7,LOW
USR11339,1,22522.69,22522.69,22522.69,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IN_PROGRESS,LOW,1.0,1.0,0.0,29249.0,Kolkata,West Bengal,1,0,0,0.4454357310661148,0.8674907707797292,0.4454357310661148,0,0,0,0,0,1,0.0,24.85,LOW
USR11340,2,3080.42,1540.21,1540.21,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.19470858037811836,0.94110079427229,0,0,0,0,0,1,1.0,33.52,MEDIUM
USR11345,1,6840.25,6840.25,6840.25,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,HIGH,1.0,1.0,0.0,20584.0,Delhi,Delhi,1,0,1,0.4454357310661148,0.32050564940149906,0.4454357310661148,0,0,0,0,0,1,0.0,20.74,LOW
USR11348,1,3744.3,3744.3,3744.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2163552970130887,0.4454357310661148,0,0,0,0,0,1,1.0,29.96,MEDIUM
USR11349,1,19595.62,19595.62,19595.62,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,5331.0,pune,Maharashtra,1,1,0,0.4454357310661148,0.7635082223962412,0.4454357310661148,0,0,0,0,0,0,0.0,9.07,LOW
USR11353,2,33474.6,16737.3,16737.3,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.980143192750867,0.94110079427229,0,0,0,0,0,1,1.0,39.41,MEDIUM
USR11356,1,12489.9,12489.9,12489.9,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5123615616959392,0.4454357310661148,0,0,0,0,0,1,1.0,32.18,MEDIUM
USR11366,1,0.209872,0.209872,0.209872,1,1,0,0,0,0.0,0.0,0.0,1.0,330.73,0.0,0.0,1.0,VERIFIED,LOW,1.0,1.0,0.0,24489.0,Chennai,Tamil Nadu,1,1,0,0.4454357310661148,0.04362904127978521,0.4454357310661148,0,0,0,1,0,0,0.0,23.67,LOW
USR11367,2,16841.71,8420.855,8420.855,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.6638326434724242,0.94110079427229,1,0,0,0,0,1,1.0,47.04,MEDIUM
USR11368,1,0.1271918,0.1271918,0.1271918,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.011186933661483387,0.4454357310661148,0,0,0,0,0,1,1.0,28.42,MEDIUM
USR11374,1,24225.63,24225.63,24225.63,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9279002125517396,0.4454357310661148,0,0,0,0,0,1,1.0,35.3,MEDIUM
USR11385,1,22696.88,22696.88,22696.88,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8734757802886229,0.4454357310661148,0,0,0,0,0,1,1.0,34.89,MEDIUM
USR11386,1,11095.56,11095.56,11095.56,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4654323749860163,0.4454357310661148,0,0,0,0,0,1,1.0,31.83,MEDIUM
USR11394,1,20640.12,20640.12,20640.12,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7999216914643696,0.4454357310661148,1,0,0,0,0,1,1.0,54.34,HIGH
USR11398,1,16101.26,16101.26,16101.26,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6370399373531715,0.4454357310661148,0,0,0,0,0,1,1.0,33.12,MEDIUM
USR11399,1,17680.09,17680.09,17680.09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6949882537196554,0.4454357310661148,0,0,0,0,0,1,1.0,33.55,MEDIUM
USR11403,1,0.569393,0.569393,0.569393,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.0729947421411791,0.4454357310661148,1,0,0,0,0,1,1.0,48.89,MEDIUM
USR11411,1,17942.77,17942.77,17942.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,0.13574,Bengaluru,Karnataka,1,1,0,0.4454357310661148,0.7049446246783757,0.4454357310661148,0,0,0,0,0,0,0.0,8.63,LOW
USR11412,2,18865.6692485,9432.83462425,9432.83462425,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.7373867322966775,0.94110079427229,0,0,0,0,0,1,1.0,37.59,MEDIUM
USR11430,1,24327.22,24327.22,24327.22,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,0.19731,Calcutta,West Bengal,1,1,0,0.4454357310661148,0.9322071820114106,0.4454357310661148,0,0,0,0,0,0,0.0,10.33,LOW
USR11435,2,14808.33,7404.165,7404.165,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.5924600067121601,0.94110079427229,0,0,0,0,0,1,1.0,36.5,MEDIUM
USR11448,1,2661.24,2661.24,2661.24,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.18061304396464928,0.4454357310661148,1,0,0,0,0,1,1.0,49.7,MEDIUM
USR11449,1,13708.15,13708.15,13708.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5553193869560353,0.4454357310661148,0,0,0,0,0,1,1.0,32.51,MEDIUM
USR11452,1,11411.44,11411.44,11411.44,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4762277659693478,0.4454357310661148,0,0,0,0,0,1,1.0,31.91,MEDIUM
USR11453,1,11766.1,11766.1,11766.1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4884215236603647,0.4454357310661148,0,0,0,0,0,1,1.0,32.0,MEDIUM
USR11457,1,13420.16,13420.16,13420.16,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,29933.0,BLR,Karnataka,1,1,0,0.4454357310661148,0.5446358653093187,0.4454357310661148,0,0,0,0,0,0,0.0,7.43,LOW
USR11467,2,19285.59,9642.795,9642.795,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.7526568967446023,0.94110079427229,1,0,0,0,0,1,1.0,47.7,MEDIUM
USR11468,2,44256.14,22128.07,22128.07,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.995972703881866,0.94110079427229,0,0,0,0,0,1,1.0,39.53,MEDIUM
USR11469,1,18450.56,18450.56,18450.56,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7230674572099788,0.4454357310661148,0,0,0,0,0,1,1.0,33.76,MEDIUM
USR11482,1,13438.57,13438.57,13438.57,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5453070813290077,0.4454357310661148,0,0,0,0,0,1,1.0,32.43,MEDIUM
USR11487,1,11973.0,11973.0,11973.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.495301487862177,0.4454357310661148,0,0,0,0,0,1,1.0,32.06,MEDIUM
USR11488,2,9317.62,4658.81,4658.81,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.40306521982324645,0.94110079427229,0,0,0,0,0,1,1.0,35.08,MEDIUM
USR11500,1,13800.19,13800.19,13800.19,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,34219.0,Amritsar,Punjab,1,1,0,0.4454357310661148,0.5586195323861729,0.4454357310661148,0,0,0,0,0,0,0.0,7.53,LOW
USR11511,3,29244.35,9748.116666666669,13308.62,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.9953294551963306,0.970354625797069,0.9953294551963306,0,1,0,0,0,1,1.0,43.08,MEDIUM
USR11518,1,9658.7,9658.7,9658.7,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.41335719879181115,0.4454357310661148,0,0,0,0,0,1,1.0,31.44,MEDIUM
USR11522,1,24397.01,24397.01,24397.01,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9344445687437074,0.4454357310661148,0,0,0,0,0,1,1.0,35.35,MEDIUM
USR11533,1,18154.86,18154.86,18154.86,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.7128873475780289,0.4454357310661148,0,0,0,0,0,1,1.0,33.69,MEDIUM
USR11535,1,11099.32,11099.32,11099.32,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.46554424432263114,0.4454357310661148,0,0,0,0,0,1,1.0,31.83,MEDIUM
USR11539,1,20529.94,20529.94,20529.94,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.796341872692695,0.4454357310661148,0,0,0,0,0,1,1.0,34.31,MEDIUM
USR11540,1,16053.92,16053.92,16053.92,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6350822239624119,0.4454357310661148,0,0,0,0,0,1,1.0,33.1,MEDIUM
USR11548,1,10993.3,10993.3,10993.3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.46162881754111196,0.4454357310661148,1,0,0,0,0,1,1.0,51.8,HIGH
USR11558,1,17207.0,17207.0,17207.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.6773128985345117,0.4454357310661148,0,0,0,0,0,1,1.0,33.42,MEDIUM
USR11572,2,26031.89,13015.945,13015.945,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.9602304508334265,0.94110079427229,0,0,0,0,0,1,1.0,39.26,MEDIUM
USR11575,1,12739.95,12739.95,12739.95,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,LOW,1.0,1.0,0.0,103276.0,Dilli,Delhi,1,0,0,0.4454357310661148,0.5220941939814296,0.4454357310661148,0,0,0,0,0,1,0.0,22.26,LOW
USR11577,1,24338.43,24338.43,24338.43,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9324868553529477,0.4454357310661148,0,0,0,0,0,1,1.0,35.33,MEDIUM
USR11581,1,11276.48,11276.48,11276.48,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,51985.0,Mumbai,Maharashtra,1,1,0,0.4454357310661148,0.47169705783644705,0.4454357310661148,0,0,0,0,0,0,0.0,6.88,LOW
USR11582,1,23912.89,23912.89,23912.89,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9173844949099452,0.4454357310661148,0,0,0,0,0,1,1.0,35.22,MEDIUM
USR11584,1,14289.57,14289.57,14289.57,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,0.0,0.0,53200.0,Lucknow,Uttar Pradesh,1,1,1,0.4454357310661148,0.5747846515270164,0.4454357310661148,0,0,0,0,0,1,0.5,27.65,MEDIUM
USR11587,1,23941.21,23941.21,23941.21,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.9184472536077861,0.4454357310661148,1,0,0,0,0,1,1.0,55.23,HIGH
USR11588,1,6817.0,6817.0,6817.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,18018.0,Delhi,Delhi,1,1,0,0.4454357310661148,0.31955476004027294,0.4454357310661148,0,0,0,0,0,0,0.0,5.74,LOW
USR11594,1,0.888944,0.888944,0.888944,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.085859715851885,0.4454357310661148,0,1,0,0,0,1,1.0,38.98,MEDIUM
USR11599,2,26379.89,13189.945,13189.945,2,2,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.94110079427229,0.9614610135361897,0.94110079427229,0,1,0,0,0,1,1.0,44.27,MEDIUM
USR11602,1,672.52,672.52,672.52,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,,Pune,Maharashtra,1,1,0,0.4454357310661148,0.11304396464928963,0.4454357310661148,0,0,0,0,0,0,0.0,4.19,LOW
USR11603,1,1833.27,1833.27,1833.27,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,MEDIUM,0.0,1.0,0.0,28319.0,Madras,Tamil Nadu,1,0,0,0.4454357310661148,0.1515829511130999,0.4454357310661148,0,0,0,0,0,1,0.5,24.48,LOW
USR11615,1,12664.23,12664.23,12664.23,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.5196890032442107,0.4454357310661148,0,0,0,0,0,1,1.0,32.24,MEDIUM
USR11619,1,0.25964,0.25964,0.25964,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.06040944177201029,0.4454357310661148,0,0,0,0,0,1,1.0,28.79,MEDIUM
USR11620,1,6058.13,6058.13,6058.13,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.2927620539210202,0.4454357310661148,0,0,0,0,0,1,1.0,30.54,MEDIUM
USR11627,1,533.41,533.41,533.41,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,-67333.0,Kolkata,West Bengal,1,1,0,0.4454357310661148,0.10817764850654435,0.4454357310661148,0,0,0,0,0,0,0.0,4.15,LOW
USR11629,1,10678.28,10678.28,10678.28,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.4487638438304061,0.4454357310661148,0,0,0,0,0,1,1.0,31.71,MEDIUM
USR11631,1,21880.93,21880.93,21880.93,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,0,0,0.4454357310661148,0.8442778834321513,0.4454357310661148,0,0,0,0,0,1,1.0,34.67,MEDIUM
USR11632,1,19698.74,19698.74,19698.74,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,MEDIUM,1.0,0.0,0.0,15452.0,jalandhar,Punjab,1,0,0,0.4454357310661148,0.7665846291531491,0.4454357310661148,0,0,0,0,0,1,0.5,29.09,MEDIUM
