user_id,txn_count,total_transaction_value,avg_transaction_value,median_transaction_value,unique_merchants,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failed_txn_rate,pending_txn_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,kyc_status,risk_segment,pan_valid_flag,aadhaar_valid_flag,aadhaar_masked_flag,monthly_income,city,state,kyc_match_flag,kyc_verified_flag,kyc_high_risk_flag
USR32458,1,21019.17,21019.17,21019.17,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32462,1,21628.13,21628.13,21628.13,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32477,1,5669.35,5669.35,5669.35,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32482,1,3297.82,3297.82,3297.82,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32494,2,40724.18,20362.09,20362.09,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,HIGH,0.0,1.0,0.0,10219.0,Chennai,Tamil Nadu,1,0,1
USR32497,1,4471.54,4471.54,4471.54,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,,Bengaluru,Karnataka,1,1,0
USR32498,1,10022.37,10022.37,10022.37,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32500,1,13709.61,13709.61,13709.61,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32502,1,13133.0,13133.0,13133.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32510,1,17918.0,17918.0,17918.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32512,1,8098.0,8098.0,8098.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32515,1,18308.3,18308.3,18308.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32517,2,24951.440000000002,12475.720000000001,12475.720000000001,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32523,1,18474.28,18474.28,18474.28,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,1.0,0.0,16483.0,LKO,Uttar Pradesh,1,0,0
USR32525,1,20221.9,20221.9,20221.9,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32530,1,1350.77,1350.77,1350.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32531,1,14016.23,14016.23,14016.23,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32551,1,7663.28,7663.28,7663.28,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32553,3,29587.86,9862.62,2662.95,3,3,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,0.0,0.0,40760.0,Mumbai,Maharashtra,1,1,0
USR32557,1,19358.77,19358.77,19358.77,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32560,1,5484.29,5484.29,5484.29,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32562,1,16220.59,16220.59,16220.59,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,30885.0,Bangalore,Karnataka,1,1,0
USR32563,1,19336.09,19336.09,19336.09,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32572,1,24316.0,24316.0,24316.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,14051.0,ludhiana,Punjab,1,1,0
USR32577,1,0.1026896,0.1026896,0.1026896,1,1,0,0,0,0.0,0.0,0.0,1.0,1179.22,0.0,0.0,1.0,,,,,,,,,0,0,0
USR32579,1,6738.39,6738.39,6738.39,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,0.0,0.0,,Bengaluru,Karnataka,1,0,0
USR32589,1,9611.33,9611.33,9611.33,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32591,1,721.15,721.15,721.15,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32593,1,-8480.86,-8480.86,-8480.86,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32595,2,34229.41,17114.705,17114.705,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32597,1,1437.75,1437.75,1437.75,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32599,2,18537.1,9268.55,9268.55,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32600,1,18355.54,18355.54,18355.54,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32601,1,15036.7,15036.7,15036.7,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,,Jalandar,Punjab,1,0,0
USR32607,1,0.236731,0.236731,0.236731,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32612,1,9388.7,9388.7,9388.7,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32615,1,17491.2,17491.2,17491.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32619,1,15567.51,15567.51,15567.51,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32621,1,19308.4,19308.4,19308.4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32624,1,10039.12,10039.12,10039.12,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32626,1,4379.17,4379.17,4379.17,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32631,2,17074.243045,8537.1215225,8537.1215225,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32643,1,10821.74,10821.74,10821.74,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32644,1,18145.04,18145.04,18145.04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,LOW,1.0,1.0,0.0,0.25105,pune,Maharashtra,1,0,0
USR32646,1,7269.71,7269.71,7269.71,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,21045.0,HYDERABAD,Telangana,1,1,0
USR32658,1,15178.26,15178.26,15178.26,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32660,1,5934.39,5934.39,5934.39,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,82713.0,Mumbay,Maharashtra,1,1,0
USR32661,2,37734.380000000005,18867.190000000002,18867.190000000002,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32669,1,0.259148,0.259148,0.259148,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32671,1,8968.06,8968.06,8968.06,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32680,1,12815.59,12815.59,12815.59,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32681,1,22430.08,22430.08,22430.08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32683,1,1131.01,1131.01,1131.01,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,HIGH,1.0,0.0,0.0,,ludhiana,Punjab,1,0,1
USR32692,1,4125.11,4125.11,4125.11,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAILED,LOW,0.0,0.0,0.0,33428.0,DELHI,Delhi,1,0,0
USR32707,1,23365.79,23365.79,23365.79,1,1,0,0,0,0.0,0.0,0.0,1.0,803.59,0.0,0.0,1.0,PENDING,MEDIUM,1.0,1.0,0.0,12611.0,Kolkata,West Bengal,1,0,0
USR32709,1,4324.29,4324.29,4324.29,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32710,2,25430.239999999998,12715.119999999999,12715.119999999999,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32716,1,4346.69,4346.69,4346.69,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,72887.0,Madras,Tamil Nadu,1,1,0
USR32719,1,21298.68,21298.68,21298.68,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,35282.0,ASR,Punjab,1,1,0
USR32721,1,4900.51,4900.51,4900.51,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32722,2,24481.25,12240.625,12240.625,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,13215.0,Ludhiana,Punjab,1,1,0
USR32726,1,11690.59,11690.59,11690.59,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32729,1,762.3,762.3,762.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,31635.0,LDH,Punjab,1,1,0
USR32736,1,12619.38,12619.38,12619.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32739,1,7683.99,7683.99,7683.99,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32742,1,13256.01,13256.01,13256.01,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32746,1,6328.92,6328.92,6328.92,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,10796.0,Kolkata,West Bengal,1,1,0
USR32748,1,16536.84,16536.84,16536.84,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32767,1,18247.02,18247.02,18247.02,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,HIGH,1.0,1.0,0.0,0.17051,New Delhi,Delhi,1,1,1
USR32776,1,9165.38,9165.38,9165.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32780,1,0.1286121,0.1286121,0.1286121,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,46675.0,HYDERABAD,Telangana,1,1,0
USR32781,1,18280.97,18280.97,18280.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,26503.0,LKO,Uttar Pradesh,1,1,0
USR32787,1,17197.45,17197.45,17197.45,1,1,1,0,0,1.0,0.0,0.0,1.0,1585.54,0.0,1.0,1.0,,,,,,,,,0,0,0
USR32789,1,13660.74,13660.74,13660.74,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,0.0,0.0,12793.0,Dilli,Delhi,1,1,0
USR32792,1,6757.36,6757.36,6757.36,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,72646.0,Madras,Tamil Nadu,1,1,0
USR32795,2,24314.61,12157.305,12157.305,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32801,1,13527.22,13527.22,13527.22,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32818,1,18756.26,18756.26,18756.26,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32820,1,8216.0,8216.0,8216.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32821,2,42377.04,21188.52,21188.52,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32830,1,24822.66,24822.66,24822.66,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32832,1,4419.0,4419.0,4419.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32834,1,12748.05,12748.05,12748.05,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32840,1,2401.3,2401.3,2401.3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32843,1,1123.81,1123.81,1123.81,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,LOW,1.0,1.0,0.0,15329.0,HYDERABAD,Telangana,1,0,0
USR32846,1,20509.12,20509.12,20509.12,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32847,1,6164.18,6164.18,6164.18,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32849,1,19755.38,19755.38,19755.38,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32852,1,10480.0,10480.0,10480.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32856,1,21577.04,21577.04,21577.04,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,21738.0,ludhiana,Punjab,1,1,0
USR32872,1,0.1545178,0.1545178,0.1545178,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,22.8,delhi,Delhi,1,1,0
USR32874,1,13732.0,13732.0,13732.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32882,1,6513.31,6513.31,6513.31,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32890,1,0.1245991,0.1245991,0.1245991,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,0.0,0.0,17156.0,Ludhiana,Punjab,1,1,0
USR32902,1,23839.38,23839.38,23839.38,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32915,1,3213.42,3213.42,3213.42,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32920,1,12656.79,12656.79,12656.79,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32925,1,0.173231,0.173231,0.173231,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,22744.0,Chennai,Tamil Nadu,1,1,0
USR32935,1,23583.32,23583.32,23583.32,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32936,1,10822.18,10822.18,10822.18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32938,1,1094.48,1094.48,1094.48,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32940,1,21909.22,21909.22,21909.22,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32941,1,0.2158865,0.2158865,0.2158865,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32944,1,0.1461,0.1461,0.1461,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32948,1,17922.77,17922.77,17922.77,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32950,2,15773.623215000001,7886.811607500001,7886.811607500001,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,HIGH,0.0,1.0,0.0,,kolkata,West Bengal,1,0,1
USR32953,2,7542.539999999999,3771.2699999999995,3771.2699999999995,2,1,0,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,1.0,0.0,41532.0,Kolkata,West Bengal,1,1,0
USR32956,1,11058.0,11058.0,11058.0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32962,1,15069.8,15069.8,15069.8,1,1,0,0,0,0.0,0.0,0.0,1.0,2740.59,0.0,0.0,1.0,VERIFIED,LOW,1.0,0.0,0.0,43526.0,Kolkata,West Bengal,1,1,0
USR32965,1,0.428048,0.428048,0.428048,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32966,1,22009.07,22009.07,22009.07,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32967,1,5296.0,5296.0,5296.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,UNKNOWN,1.0,1.0,0.0,35507.0,amritsar,Punjab,1,1,0
USR32968,1,2042.91,2042.91,2042.91,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32975,1,21218.23,21218.23,21218.23,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32988,1,0.1131646,0.1131646,0.1131646,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32993,1,9460.07,9460.07,9460.07,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR32995,1,18457.42,18457.42,18457.42,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33003,2,37698.68,18849.34,18849.34,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,1.0,0.0,83664.0,mumbai,Maharashtra,1,1,0
USR33004,1,21010.3,21010.3,21010.3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33006,1,2882.18,2882.18,2882.18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33009,1,18215.06,18215.06,18215.06,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,HIGH,0.0,0.0,0.0,113037.0,ludhiana,Punjab,1,0,1
USR33029,1,20255.06,20255.06,20255.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33032,2,11796.1037907,5898.05189535,5898.05189535,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,34984.0,New Delhi,Delhi,1,1,0
USR33033,2,34344.21,17172.105,17172.105,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33039,1,0.250979,0.250979,0.250979,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33047,1,5124.29,5124.29,5124.29,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33049,1,0.530773,0.530773,0.530773,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,MEDIUM,1.0,1.0,0.0,17051.0,lucknow,Uttar Pradesh,1,0,0
USR33056,2,18044.4628991,9022.23144955,9022.23144955,2,1,1,1,0,0.5,0.5,0.0,1.0,-1527.8,0.0,1.0,0.5,,,,,,,,,0,0,0
USR33061,1,16546.35,16546.35,16546.35,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33070,1,19373.71,19373.71,19373.71,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33077,1,14382.06,14382.06,14382.06,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33080,1,20704.43,20704.43,20704.43,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33081,1,5119.24,5119.24,5119.24,1,1,0,0,0,0.0,0.0,0.0,1.0,6485.64,0.0,0.0,1.0,,,,,,,,,0,0,0
USR33086,1,22726.0,22726.0,22726.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33088,1,18023.2,18023.2,18023.2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33097,1,19231.56,19231.56,19231.56,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,0.0,1.0,0.0,21786.0,delhi,Delhi,1,1,0
USR33116,1,20287.07,20287.07,20287.07,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33120,1,16134.01,16134.01,16134.01,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33138,1,0.16289,0.16289,0.16289,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33146,1,895.12,895.12,895.12,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,LOW,1.0,1.0,0.0,39265.0,Jalandhar,Punjab,1,0,0
USR33151,1,12513.98,12513.98,12513.98,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REJECTED,MEDIUM,1.0,0.0,0.0,26715.0,Mumbay,Maharashtra,1,0,0
USR33158,1,9104.83,9104.83,9104.83,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,21480.0,Chennai,Tamil Nadu,1,1,0
USR33159,1,0.464825,0.464825,0.464825,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33170,1,6674.92,6674.92,6674.92,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33172,1,20566.37,20566.37,20566.37,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33177,1,3594.0,3594.0,3594.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33183,3,39054.54,13018.18,12033.69,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33187,1,23722.65,23722.65,23722.65,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,LOW,1.0,0.0,0.0,17760.0,bengaluru,Karnataka,1,1,0
USR33189,1,1816.08,1816.08,1816.08,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33190,1,18987.36,18987.36,18987.36,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNDER_REVIEW,LOW,1.0,1.0,0.0,40786.0,Amritsar,Punjab,1,0,0
USR33192,1,9268.58,9268.58,9268.58,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33203,2,24895.2137922,12447.6068961,12447.6068961,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
USR33204,1,21012.84,21012.84,21012.84,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENDING,MEDIUM,1.0,0.0,0.0,51589.0,amritsar,Punjab,1,0,0
USR33207,2,2253.2970795,1126.64853975,1126.64853975,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,0.0,1.0,0.0,38792.0,Lucknow,Uttar Pradesh,1,1,0
USR33210,1,18794.48,18794.48,18794.48,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERIFIED,MEDIUM,1.0,1.0,0.0,36533.0,Bangalore,Karnataka,1,1,0
USR33211,1,7572.53,7572.53,7572.53,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,0,0
